Curve_Number,Flex_Stress,Flex_Strain,Sequence,Comment
,0.00011619527559055116,0.0,42,
,0.0011114708661417324,4.90157480314959e-05,42,
,0.0008359937007874016,9.814222440944881e-05,42,
,0.0014768,0.0001472317913385826,42,
,0.0025036598425196848,0.00019672736220472444,42,
,0.002770255118110236,0.0002460014763779527,42,
,0.0011302299212598425,0.00029494340551181075,42,
,0.0034841196850393698,0.0003442175196850394,42,
,0.004854588976377952,0.00039360236220472417,42,
,0.00521300157480315,0.00044309793307086606,42,
,0.00442212283464567,0.0004922982283464565,42,
,0.006421543307086614,0.0005413139763779527,42,
,0.008630299212598426,0.0005904035433070865,42,
,0.009780585826771654,0.0006397883858267713,42,
,0.010993070866141732,0.0006890994094488188,42,
,0.009018330708661416,0.0007381889763779525,42,
,0.012704188976377949,0.0007873892716535433,42,
,0.012986570078740158,0.0008364050196850393,42,
,0.011431470866141732,0.0008857160433070866,42,
,0.01230528503937008,0.0009347317913385824,42,
,0.013279823622047245,0.0009843011811023622,42,
,0.01238427716535433,0.0010335752952755903,42,
,0.015153851968503936,0.0010827755905511809,42,
,0.01733495433070866,0.0011317913385826771,42,
,0.015181505511811022,0.001180807086614173,42,
,0.01592104566929134,0.001229822834645669,42,
,0.017750639370078737,0.0012791338582677162,42,
,0.016947905511811027,0.0013284079724409446,42,
,0.019110248818897637,0.0013777928149606294,42,
,0.01813571023622047,0.0014272883858267717,42,
,0.018974979527559055,0.001476747047244094,42,
,0.021110664566929126,0.0015257627952755908,42,
,0.0219607937007874,0.0015745939960629916,42,
,0.020604144881889764,0.0016237942913385826,42,
,0.02270427716535433,0.001673289862204724,42,
,0.02343493543307086,0.0017224901574803147,42,
,0.023243388976377954,0.0017715059055118108,42,
,0.024510185826771655,0.0018207062007874013,42,
,0.02576314960629921,0.0018699064960629923,42,
,0.024685933858267717,0.0019191806102362204,42,
,0.026169952755905508,0.001968565452755905,42,
,0.026786066141732283,0.002017691929133858,42,
,0.02779516220472441,0.002066966043307086,42,
,0.02949442519685039,0.0021162770669291334,42,
,0.028491262992125982,0.0021651820866141727,42,
,0.03101991811023622,0.0022141978346456683,42,
,0.03178315590551181,0.0022635826771653543,42,
,0.03185424881889763,0.0023128937007874007,42,
,0.03237952755905512,0.0023620939960629916,42,
,0.03398992125984252,0.002411294291338582,42,
,0.033332333858267726,0.0024603838582677165,42,
,0.033542651968503936,0.002509768700787401,42,
,0.03467416692913385,0.002558895177165354,42,
,0.035154028346456694,0.002608095472440945,42,
,0.03676937322834646,0.0026571850393700782,42,
,0.03863550236220472,0.0027064960629921255,42,
,0.038036170078740154,0.0027558809055118105,42,
,0.03875892913385827,0.002804970472440945,42,
,0.03892283464566929,0.0028542814960629916,42,
,0.04157589921259843,0.00290355561023622,42,
,0.040796862992125996,0.0029528666338582673,42,
,0.04086103937007874,0.003001587106299212,42,
,0.04200836535433071,0.003050787401574803,42,
,0.04426746456692913,0.0031002829724409444,42,
,0.04328602204724409,0.003149926181102362,42,
,0.04376884409448818,0.0031987573818897633,42,
,0.04377576062992126,0.0032476993110236215,42,
,0.046205681889763775,0.00329697342519685,42,
,0.0470548157480315,0.003346062992125984,42,
,0.04685043149606299,0.0033955585629921255,42,
,0.04647522519685039,0.0034444635826771644,42,
,0.04898413858267717,0.003493774606299212,42,
,0.050575785826771656,0.0035430856299212598,42,
,0.050251918110236216,0.0035926550196850398,42,
,0.049438324409448814,0.003641855314960629,42,
,0.05096183937007873,0.00369105561023622,42,
,0.05392099527559055,0.003740255905511811,42,
,0.05404244409448818,0.0037892716535433066,42,
,0.054253732283464556,0.003838545767716535,42,
,0.05344507716535432,0.003887856791338582,42,
,0.05354381102362205,0.003937426181102362,42,
,0.055188774803149605,0.003986700295275591,42,
,0.05720399370078741,0.004035716043307086,42,
,0.057657196850393694,0.004084657972440945,42,
,0.058848957480314955,0.004133562992125984,42,
,0.05734223622047244,0.00418257874015748,42,
,0.057873436220472446,0.004231852854330708,42,
,0.06086615433070866,0.004281163877952756,42,
,0.060386292913385826,0.004330474901574803,42,
,0.06174788031496062,0.004379933562992125,42,
,0.06197300157480315,0.004429133858267716,42,
,0.06231463307086614,0.004478149606299211,42,
,0.06337506771653542,0.004527054625984251,42,
,0.06273031811023622,0.004576734744094487,42,
,0.06371373858267716,0.004626045767716535,42,
,0.06525305196850392,0.0046752460629921255,42,
,0.06753880944881892,0.004724446358267716,42,
,0.0667587905511811,0.004773720472440944,42,
,0.06811741732283465,0.004823031496062991,42,
,0.06863281889763778,0.0048723056102362204,42,
,0.06775899212598425,0.00492150590551181,42,
,0.07018397480314961,0.004970521653543307,42,
,0.0705720188976378,0.005019721948818898,42,
,0.07027876535433068,0.005068848425196849,42,
,0.07149125039370079,0.005117827263779526,42,
,0.07383231496062992,0.0051668430118110235,42,
,0.0745935748031496,0.005216154035433069,42,
,0.07437635275590551,0.005265243602362204,42,
,0.07414037165354331,0.005314443897637795,42,
,0.07502505826771654,0.00536382874015748,42,
,0.07630173228346458,0.005413213582677165,42,
,0.0780355527559055,0.005462635334645668,42,
,0.07738388661417323,0.005511724901574802,42,
,0.07792990236220472,0.005561109744094488,42,
,0.08016826456692915,0.00561023622047244,42,
,0.0787691716535433,0.005659805610236219,42,
,0.08081795275590549,0.005708895177165353,42,
,0.0818912377952756,0.0057580954724409435,42,
,0.08256264566929133,0.005807221948818896,42,
,0.08349767559055118,0.005856422244094487,42,
,0.08402888818897637,0.005905437992125984,42,
,0.08395286929133859,0.005954232283464567,42,
,0.08522063622047243,0.006003432578740157,42,
,0.08652398110236222,0.0060530019685039365,42,
,0.08615765669291339,0.00610242372047244,42,
,0.08647066456692912,0.006151218011811023,42,
,0.08754294173228347,0.006200418307086614,42,
,0.08830025826771655,0.00624972933070866,42,
,0.08769499212598425,0.006299114173228346,42,
,0.08914248818897638,0.006348388287401575,42,
,0.0906975874015748,0.00639740403543307,42,
,0.09207892913385826,0.006446715059055117,42,
,0.09115870236220472,0.006496210629921259,42,
,0.09203251653543307,0.0065455954724409435,42,
,0.09401021732283464,0.006594685039370078,42,
,0.09429458897637794,0.006643700787401575,42,
,0.09448909606299212,0.006692790354330708,42,
,0.09504498897637795,0.00674191683070866,42,
,0.0964687748031496,0.006791117125984253,42,
,0.09819963464566928,0.006840501968503936,42,
,0.09767535118110235,0.006889886811023622,42,
,0.09713326614173227,0.00693919783464567,42,
,0.0999423496062992,0.006988287401574802,42,
,0.10071744251968504,0.0070373031496062995,42,
,0.10136219212598425,0.007086318897637795,42,
,0.10235745511811024,0.007135519192913385,42,
,0.10246902677165354,0.007184793307086613,42,
,0.10316017637795276,0.00723410433070866,42,
,0.1044131527559055,0.007283599901574802,42,
,0.10309501732283466,0.00733287401574803,42,
,0.1050875338582677,0.007381889763779526,42,
,0.10710966929133857,0.007430794783464568,42,
,0.10585175433070865,0.0074799950787401565,42,
,0.10786499527559054,0.007529601377952756,42,
,0.10665152755905512,0.0075786909448818905,42,
,0.10879511181102362,0.00762789124015748,42,
,0.10971139527559055,0.0076769808070866145,42,
,0.10846236220472441,0.00772629183070866,42,
,0.11165355590551182,0.007775676673228347,42,
,0.11055262992125983,0.00782506151574803,42,
,0.11157950236220471,0.007874077263779526,42,
,0.11430068661417321,0.007923277559055116,42,
,0.11277223307086613,0.007972551673228344,42,
,0.11400546771653541,0.008021493602362203,42,
,0.11547368818897638,0.008070583169291337,42,
,0.11539173543307085,0.008119894192913386,42,
,0.11788485039370078,0.008169094488188975,42,
,0.1170436031496063,0.008218110236220471,42,
,0.11934713700787401,0.0082673843503937,42,
,0.12066725039370077,0.008316510826771652,42,
