Flex_Stress,Flex_Strain,YoungModulus,Sequence
0.00021948976377952756,0.0,9.844939757786944,23
0.0013371842519685037,4.920029527559037e-05,,
0.002378859842519685,9.840059055118115e-05,,
0.0025575811023622044,0.00014752706692913368,,
0.00459551496062992,0.00019654281496062998,,
0.0025773228346456694,0.00024574311023622036,,
0.004826557480314961,0.0002951279527559056,,
0.004427653543307087,0.000344328248031496,,
0.005091174803149607,0.00039334399606299184,,
0.006284900787401575,0.00044254429133858266,,
0.007936781102362204,0.0004919291338582675,,
0.007865688188976377,0.0005413877952755906,,
0.00936154960629921,0.0005905142716535431,,
0.009825612598425197,0.0006396038385826769,,
0.010110966929133857,0.0006889148622047243,,
0.01224367874015748,0.0007382997047244095,,
0.011646324409448818,0.0007875738188976378,,
0.01240068031496063,0.0008365895669291336,,
0.011624604724409448,0.0008857898622047244,,
0.014231256692913388,0.0009348056102362204,,
0.013766211023622047,0.0009841166338582677,,
0.015970028346456694,0.001033390748031496,,
0.015362784251968504,0.0010827017716535433,,
0.01470323149606299,0.0011319758858267717,,
0.016320541732283464,0.0011811023622047242,,
0.017236825196850394,0.0012301181102362204,,
0.017389858267716534,0.0012792076771653543,,
0.01905062047244094,0.0013284079724409446,,
0.01838019527559055,0.001377718996062992,,
0.020465524409448814,0.0014269192913385824,,
0.02084071811023622,0.0014761934055118105,,
0.01978423937007874,0.0015255782480314963,,
0.02206111496062992,0.001574963090551181,,
0.023775193700787397,0.0016239050196850395,,
0.02306723779527559,0.0016729207677165356,,
0.025275011023622045,0.0017223056102362202,,
0.0242599937007874,0.001771690452755905,,
0.025689700787401574,0.0018207800196850393,,
0.025865448818897636,0.0018699803149606303,,
0.026058973228346455,0.0019191067913385824,,
0.027310966929133863,0.0019683809055118105,,
0.0265427905511811,0.0020177657480314956,,
0.028895697637795276,0.002067076771653543,,
0.02809986771653543,0.002116166338582677,,
0.029771489763779524,0.0021654773622047235,,
0.03006276535433071,0.0022146776574803145,,
0.031183433070866143,0.0022636934055118105,,
0.03191803464566929,0.0023125246062992125,,
0.03209872125984252,0.002361909448818897,,
0.03402212283464567,0.0024112942913385818,,
0.03475178582677165,0.002460383858267716,,
0.03502331968503937,0.0025095103346456688,,
0.03526917795275591,0.0025587106299212593,,
0.035941568503937,0.002608280019685039,,
0.034172207874015745,0.00265748031496063,,
0.03623087874015748,0.0027065698818897633,,
0.03532939842519684,0.0027557701771653543,,
0.03767046299212598,0.002804970472440945,,
0.037596409448818896,0.00285435531496063,,
0.03779585511811023,0.002903371062992126,,
0.039265058267716535,0.0029527559055118105,,
0.038919483464566924,0.003002066929133858,,
0.04139778267716535,0.003051082677165354,,
0.04116377952755905,0.00310009842519685,,
0.041295092913385824,0.0031493725393700787,,
0.04304570708661416,0.0031987573818897633,,
0.042418721259842515,0.003248068405511811,,
0.04408936062992126,0.0032971579724409444,,
0.04478051023622047,0.0033462844488188976,,
0.045854777952755894,0.003395374015748031,,
0.04570765354330709,0.0034446850393700787,,
0.048034885039370076,0.0034939591535433066,,
0.04704652598425196,0.003543085629921259,,
0.04827580472440945,0.003592175196850393,,
0.04813461417322834,0.003641486220472441,,
0.04905977952755905,0.003691055610236221,,
0.05007183622047244,0.003740071358267717,,
0.050617851968503935,0.0037892716535433066,,
0.05192414488188977,0.003838545767716535,,
0.05137516850393701,0.003887746062992125,,
0.05427901732283464,0.00393713090551181,,
0.05282462992125984,0.003986331200787401,,
0.054489322834645665,0.004035826771653543,,
0.05419212598425197,0.004085027066929134,,
0.05437479055118111,0.0041340428149606295,,
0.05687778267716535,0.004183058562992126,,
0.05643247874015748,0.00423214812992126,,
0.057987590551181106,0.004280979330708662,,
0.05864616062992126,0.00433025344488189,,
0.059080604724409444,0.00437945374015748,,
0.058793272440944885,0.004428764763779527,,
0.06057154015748031,0.004478260334645668,,
0.060198311811023614,0.004527349901574803,,
0.06376765984251968,0.004576439468503937,,
0.06220563149606299,0.004625565944881889,,
0.06243470866141732,0.004675135334645668,,
0.064574337007874,0.004724446358267716,,
0.06397698267716535,0.0047736466535433075,,
0.06538101417322834,0.004822846948818897,,
0.06611661102362204,0.0048721210629921255,,
0.06649477795275589,0.004921432086614172,,
0.06754927874015748,0.004970706200787401,,
0.06867686299212598,0.005019832677165354,,
0.06931569133858269,0.005068922244094487,,
0.0693235905511811,0.005118122539370078,,
0.07124303622047244,0.005167138287401575,,
0.07120157480314959,0.0052159694881889745,,
0.07219485984251969,0.005265169783464566,,
0.07246343307086614,0.00531455462598425,,
0.0728939212598425,0.005363828740157481,,
0.0739355968503937,0.005413029035433069,,
0.07551736692913384,0.005462340059055117,,
0.07392275905511811,0.005511540354330708,,
0.0757503874015748,0.005561109744094486,,
0.0757632251968504,0.005610236220472441,,
0.07687401574803149,0.0056594365157480305,,
0.07811513700787401,0.00570863681102362,,
0.07751284409448819,0.005758095472440944,,
0.07945006614173228,0.00580711122047244,,
0.0801540535433071,0.005856422244094488,,
0.08009383307086614,0.005905401082677165,,
0.08136556850393702,0.0059546013779527545,,
0.0811364913385827,0.006003727854330707,,
0.08238946771653544,0.006052743602362203,,
0.08318824566929135,0.006101943897637793,,
0.0840531905511811,0.0061514025590551176,,
0.08444418267716534,0.006200713582677164,,
0.08589462677165355,0.006249729330708662,,
0.08585809133858269,0.006298818897637794,,
0.08490232440944881,0.006348203740157479,,
0.08789801574803148,0.006397588582677165,,
0.08759784566929134,0.006446715059055116,,
0.08934648188976377,0.0064958046259842505,,
0.08922701102362204,0.006545189468503937,,
0.08993297637795274,0.006594685039370078,,
0.0894175748031496,0.0066439960629921255,,
0.09134294173228347,0.006693011811023621,,
0.09139724094488189,0.006742101377952755,,
0.09157694488188976,0.006791117125984251,,
0.09303727874015746,0.006840317421259841,,
0.09334039685039369,0.006889702263779527,,
0.09462101417322834,0.0069389763779527545,,
0.0936672125984252,0.006988287401574802,,
0.09601222047244093,0.007037487696850392,,
0.09658885039370078,0.0070865034448818875,,
0.09806200944881889,0.007135593011811022,,
0.0987383559055118,0.007184793307086613,,
0.09796720629921261,0.00723410433070866,,
0.09915897952755906,0.007283304625984251,,
0.09904049133858267,0.007332394192913386,,
0.10039911811023622,0.007381889763779527,,
0.09997058267716535,0.00743127460629921,,
0.10161950236220472,0.0074801796259842505,,
0.10251702677165353,0.007529195374015746,,
0.10338393700787403,0.0075785802165354325,,
0.10259206299212598,0.007628001968503935,,
0.10409286299212597,0.007677165354330708,,
0.10496668976377953,0.00772629183070866,,
0.10471589291338582,0.007775381397637795,,
0.10656228031496064,0.00782476624015748,,
0.10592049133858265,0.007874077263779526,,
0.10788437165354328,0.007923277559055116,,
0.10785967874015748,0.007972477854330707,,
0.108371137007874,0.008021751968503936,,
0.10928544251968506,0.008071062992125982,,
0.10974457952755905,0.008119968011811023,,
0.11032219212598426,0.008168909940944881,,
0.11130462992125983,0.008218184055118108,,
0.11294563779527557,0.008267495078740156,,
0.11322604094488188,0.008316695374015746,,
0.11237296377952756,0.00836578494094488,,
0.1133603275590551,0.008414911417322833,,
0.1152136188976378,0.008464480807086613,,
0.11444347716535433,0.008513681102362202,,
0.11630170708661418,0.00856295521653543,,
0.11564312440944881,0.008612081692913385,,
0.11642610393700785,0.008661355807086614,,
0.11814906456692914,0.008710740649606299,,
0.11609534488188976,0.008759756397637795,,
0.11931714015748031,0.008809141240157478,,
0.1179999748031496,0.00885834153543307,,
0.12049506771653543,0.008907652559055118,,
0.12019885354330709,0.008956557578740155,,
0.1204595275590551,0.009005757874015747,,
0.12195933228346455,0.009054958169291338,,
0.12196822677165355,0.009104269192913385,,
0.12365762519685039,0.00915328494094488,,
0.12305235905511809,0.009202300688976376,,
0.12495700157480313,0.009251500984251967,,
0.12546252598425198,0.009300885826771651,,
0.12511497322834644,0.00935015994094488,,
0.1258012094488189,0.009399286417322834,,
0.1265496188976378,0.009448486712598424,,
0.12626921574803152,0.00949787155511811,,
0.1277216377952756,0.009547514763779526,,
0.12723979842519687,0.009596641240157478,,
0.1276307905511811,0.009645841535433068,,
0.12949002834645665,0.009695041830708661,,
0.12835948346456694,0.009744057578740157,,
0.13104907086614173,0.009793257874015747,,
0.13122779212598423,0.009842642716535432,,
0.13181033070866138,0.00989191683070866,,
0.13316007559055118,0.009941227854330707,,
0.13182318110236219,0.009990243602362203,,
0.1353243968503937,0.010039259350393698,,
0.13356982677165355,0.010088090551181102,,
0.13516245669291338,0.010137106299212597,,
0.1360412220472441,0.010186675688976377,,
0.1356442960629921,0.010235875984251968,,
0.1373968755905512,0.010285260826771652,,
0.13658229921259843,0.010334719488188976,,
0.13615871496062992,0.010383845964566927,,
0.13845335433070866,0.010432750984251967,,
0.13805348031496062,0.010481951279527557,,
0.13904183937007872,0.010531520669291337,,
0.13974485669291337,0.010580720964566928,,
0.1397586771653543,0.010629921259842518,,
0.14090105196850392,0.010679047736220472,,
0.14094747716535433,0.010728432578740156,,
0.1421925417322835,0.010777817421259842,,
0.14365482834645668,0.010826906988188976,,
0.14349685669291343,0.010876033464566927,,
0.1458112503937008,0.010925049212598424,,
0.14399251653543305,0.010974434055118108,,
0.14588333858267713,0.011023449803149604,,
0.14580828976377955,0.0110724655511811,,
0.14680849133858265,0.011121555118110233,,
0.14697339212598426,0.011170866141732282,,
0.14768923464566927,0.011220066437007872,,
0.14928976377952757,0.011269082185039369,,
0.1489431937007874,0.011318356299212596,,
0.14886125354330706,0.011367925688976377,,
0.14973209448818897,0.011417495078740155,,
0.14952080629921258,0.01146662155511811,,
0.14990785511811025,0.011515821850393699,,
0.15150048503937005,0.011564911417322833,,
0.15098605354330707,0.011614406988188976,,
0.15253228346456696,0.011663496555118108,,
0.15348016377952756,0.011712623031496061,,
0.1534199433070866,0.011761823326771653,,
0.15556648818897637,0.011810912893700785,,
0.15447346141732282,0.011860039370078738,,
0.1562635590551181,0.011909128937007872,,
0.1559347653543307,0.011958329232283463,,
0.15696657637795275,0.012007714074803147,,
0.1564620220472441,0.012056914370078739,,
0.15778313070866143,0.012105930118110236,,
0.15816129763779527,0.012155241141732283,,
0.15727661102362206,0.012204515255905511,,
0.1584979779527559,0.012253900098425195,,
0.15821657952755908,0.012303026574803148,,
0.15852857952755905,0.012352116141732282,,
0.1597183748031496,0.012401500984251967,,
0.16002150551181102,0.012450996555118108,,
0.1602880755905512,0.012500196850393698,,
0.16158646929133857,0.012549397145669291,,
0.16109378267716531,0.012598412893700787,,
0.1612626267716535,0.012647428641732282,,
0.1626498645669291,0.012696628937007872,,
0.16195179842519686,0.012746013779527558,,
0.1639610960629921,0.012795398622047243,,
0.1634595149606299,0.012844598917322833,,
0.16475397795275593,0.012893799212598422,,
0.1644755149606299,0.012942888779527557,,
0.16611457007874017,0.012991904527559052,,
0.1654431496062992,0.01304084645669291,,
0.16607210078740156,0.013090231299212598,,
0.16685211968503935,0.013139505413385827,,
0.1663140157480315,0.01318889025590551,,
0.1677634771653543,0.013238275098425194,,
0.16845660472440946,0.01328765994094488,,
0.16882193385826771,0.01333660187007874,,
0.16862544881889766,0.01338550688976378,,
0.1699406236220472,0.013434891732283464,,
0.16885253543307088,0.013484202755905507,,
0.17035926929133857,0.013533292322834642,,
0.17139798425196848,0.0135824187992126,,
0.17070287874015744,0.013631692913385826,,
0.17246829606299213,0.01368107775590551,,
0.16976091968503934,0.013730388779527555,,
0.17271610708661417,0.01377958907480315,,
0.17227575433070863,0.013828678641732284,,
0.17337766299212595,0.013878063484251968,,
0.17450819527559053,0.013927263779527558,,
0.17401058267716538,0.013976279527559053,,
0.1754916283464567,0.014025295275590549,,
0.1744923968503937,0.014074606299212599,,
0.17601491653543305,0.014123880413385827,,
0.17618969448818897,0.01417263779527559,,
0.17647701417322834,0.01422183809055118,,
0.1778297070866142,0.014271112204724408,,
0.17856728188976376,0.014320792322834645,,
0.1772935811023622,0.014370066437007873,,
0.17881016692913385,0.014419266732283463,,
0.17783266771653547,0.014468393208661414,,
0.17809531968503933,0.014517593503937004,,
0.1791804346456693,0.014567052165354331,,
0.17913107401574804,0.014616178641732282,,
0.18097448818897638,0.01466545275590551,,
0.1799871244094488,0.014714579232283462,,
0.18055979842519684,0.014763668799212596,,
0.1800295811023622,0.014812795275590549,,
0.18141782677165355,0.014861995570866142,,
0.1823222551181102,0.014911195866141733,,
0.18045612598425198,0.014960580708661417,,
0.18197371968503936,0.015009596456692913,,
0.18279619527559055,0.015058686023622047,,
0.1830134047244094,0.015107886318897637,,
0.18424860472440943,0.015157197342519687,,
0.1831308976377953,0.015206471456692915,,
