Curve_Number,Flex_Stress,Flex_Strain,Sequence,Comment
,0.0005165480314960628,0.0,46,
,0.0008779212598425196,4.912647637795292e-05,46,
,0.0020953574803149605,9.814222440944881e-05,46,
,0.002624579527559055,0.00014715797244094512,46,
,0.0034549669291338574,0.00019643208661417337,46,
,0.004760264566929134,0.0002460014763779527,46,
,0.0028516787401574807,0.00029531250000000006,46,
,0.004412711811023622,0.0003442175196850394,46,
,0.006529637795275591,0.0003933439960629923,46,
,0.006195905511811024,0.00044254429133858266,46,
,0.006583937007874016,0.0004918184055118113,46,
,0.008121272440944882,0.0005411294291338583,46,
,0.008155829921259843,0.0005904035433070865,46,
,0.009706985826771654,0.000639714566929134,46,
,0.01043863937007874,0.0006891732283464566,46,
,0.009344629921259841,0.000738484251968504,46,
,0.013238815748031494,0.0007874999999999999,46,
,0.011598790551181104,0.0008367002952755906,46,
,0.013537007874015747,0.0008857160433070866,46,
,0.013224012598425197,0.0009348056102362204,46,
,0.015584806299212597,0.0009840059055118112,46,
,0.015428812598425195,0.0010335752952755903,46,
,0.01519579212598425,0.001082775590551181,46,
,0.01601234645669291,0.0011319758858267717,46,
,0.01680026456692913,0.0011811023622047244,46,
,0.0174627905511811,0.0012301181102362204,46,
,0.01862295433070866,0.0012791338582677169,46,
,0.019443451968503937,0.001328407972440945,46,
,0.020813921259842518,0.0013776082677165354,46,
,0.022325593700787398,0.0014271038385826767,46,
,0.021546557480314955,0.0014764886811023624,46,
,0.02289826771653543,0.0015258735236220473,46,
,0.022948623622047245,0.001574889271653543,46,
,0.02495496062992126,0.0016237942913385826,46,
,0.02275312125984252,0.0016729945866141734,46,
,0.025584907086614175,0.0017223794291338582,46,
,0.02488782362204724,0.0017715059055118108,46,
,0.027018557480314957,0.0018207062007874013,46,
,0.026639420472440948,0.0018699064960629923,46,
,0.02782722519685039,0.0019191806102362204,46,
,0.027563590551181093,0.001968565452755905,46,
,0.030290708661417323,0.002017765748031496,46,
,0.03099371338582677,0.002066892224409449,46,
,0.030112,0.0021161663385826767,46,
,0.03204328818897638,0.002165477362204724,46,
,0.03332391811023622,0.00221449311023622,46,
,0.033817599999999996,0.002263508858267717,46,
,0.034344856692913386,0.0023127829724409452,46,
,0.03576272125984251,0.0023620939960629916,46,
,0.03447320944881889,0.0024111097440944885,46,
,0.03649336692913385,0.0024603100393700782,46,
,0.03673725984251969,0.0025093996062992125,46,
,0.037086777952755896,0.002558784448818897,46,
,0.03738200944881889,0.002607984744094488,46,
,0.04069266141732283,0.002657369586614173,46,
,0.039558173228346455,0.0027064960629921255,46,
,0.03954435275590552,0.002755696358267716,46,
,0.04365872125984252,0.0028051550196850393,46,
,0.04270788031496062,0.00285435531496063,46,
,0.044348888188976365,0.002903740157480315,46,
,0.04319268031496063,0.002952940452755905,46,
,0.04559792125984252,0.0030021407480314956,46,
,0.04678770393700787,0.0030509719488188976,46,
,0.04566703622047244,0.003100172244094488,46,
,0.04624859212598425,0.003149557086614173,46,
,0.04779284409448818,0.00319923720472441,46,
,0.04782740157480315,0.003248068405511811,46,
,0.05014673385826772,0.003297084153543307,46,
,0.048947086614173234,0.003346173720472441,46,
,0.04928970078740157,0.003395263287401575,46,
,0.05146684724409449,0.003444574311023622,46,
,0.052491741732283465,0.0034936638779527554,46,
,0.05321844409448818,0.003542974901574803,46,
,0.05392342677165355,0.003592175196850394,46,
,0.054597807874015754,0.0036417445866141723,46,
,0.05631385196850394,0.0036909448818897633,46,
,0.056361247244094484,0.0037401451771653543,46,
,0.05548742047244094,0.0037892716535433066,46,
,0.0578679811023622,0.003838361220472441,46,
,0.05929472755905511,0.0038876722440944885,46,
,0.058296491338582675,0.00393713090551181,46,
,0.05906862362204724,0.003986626476377953,46,
,0.06215021102362205,0.004035900590551181,46,
,0.06116481259842519,0.004084916338582677,46,
,0.0599296125984252,0.0041340428149606295,46,
,0.06275150866141732,0.004182874015748031,46,
,0.06451989921259843,0.004231779035433071,46,
,0.06451298267716536,0.004281053149606299,46,
,0.06648870551181102,0.00433025344488189,46,
,0.06643934488188975,0.004379749015748031,46,
,0.06591603149606298,0.004429133858267716,46,
,0.06710285354330708,0.004478260334645669,46,
,0.06808429606299213,0.004527239173228346,46,
,0.06966014488188976,0.004576254921259842,46,
,0.06969470236220472,0.004625935039370078,46,
,0.07165858267716536,0.0046752460629921255,46,
,0.07086572598425196,0.004724446358267717,46,
,0.06947353700787402,0.004773646653543306,46,
,0.07348027716535432,0.004822920767716536,46,
,0.07473819212598425,0.0048723056102362204,46,
,0.07404802519685039,0.004921505905511811,46,
,0.07364023937007873,0.004970706200787401,46,
,0.07633180472440944,0.005019721948818897,46,
,0.07769635275590552,0.0050689222440944886,46,
,0.07722834645669291,0.00511804872047244,46,
,0.07722538582677164,0.005167027559055117,46,
,0.07849612598425197,0.00521615403543307,46,
,0.08042544881889764,0.005265428149606299,46,
