Stress,Strain,YoungModulus,Sequence
0.01033480066960134,0.0,799.912805948604,57.0
0.01083997767995536,1.9836462749848573e-05,,
0.14858949717899436,0.00015717746820109025,,
0.4815473990947982,0.00035872198667474256,,
0.6989464938929878,0.0004915202907328891,,
0.8701181722363446,0.0006150817686250757,,
1.0855450430900861,0.0007509085402786189,,
1.2588832537665076,0.0008791641429436705,,
1.4408490296980596,0.001011962447001817,,
1.6418576477152955,0.001141580860084797,,
1.7966000372000746,0.00126832222895215,,
1.963759191518383,0.0013918837068443368,,
2.136446400892802,0.001515596608116293,,
2.3154974269948543,0.001640672319806178,,
2.465236034472069,0.0017689279224712294,,
2.6527208134416274,0.0018956692913385824,,
2.7993213466426936,0.002023773470623864,,
2.986523901047802,0.0021535433070866143,,
3.151797879595759,0.0022771047849788006,,
3.302236220472441,0.00239778921865536,,
3.471610391220783,0.0025228649303452454,,
3.6478244156488318,0.002651120533010297,,
3.816742265484531,0.0027808903694730466,,
3.987943083886168,0.002908994548758328,,
4.148233244466489,0.003035735917625681,,
4.31613082026164,0.0031592973955178677,,
4.466422840845682,0.003278316172016959,,
4.636506913013826,0.0034020290732889157,,
4.8200756401512805,0.0035363416111447604,,
4.994803273606547,0.0036645972138098118,,
5.152634881269763,0.003789672925499697,,
5.323865211730424,0.003914900060569351,,
5.470251968503937,0.004039975772259236,,
5.621166098332197,0.004163688673531193,,
5.787305102610206,0.004288764385221078,,
5.955960691921384,0.004420048455481526,,
6.126199144398289,0.004548304058146577,,
6.280602021204043,0.004673379769836463,,
6.4372090024180055,0.004800121138703816,,
6.604319548639098,0.004926711084191398,,
6.758634881269763,0.005048909751665657,,
6.906265112530225,0.005173985463355541,,
7.069897203794409,0.005302241066020594,,
7.224154256308513,0.005430345245305875,,
7.391643127286255,0.0055586008479709265,,
7.551078554157109,0.005683827983040581,,
7.698019220038441,0.00580436099333737,,
7.8409374418748845,0.0059279224712295575,,
7.99747783495567,0.0060546638400969105,,
8.156892801785604,0.006187462144155056,,
8.309692231384464,0.006317080557238037,,
8.461549383098767,0.006442307692307692,,
8.607790067580137,0.006559812235009084,,
8.755313658627317,0.006683525136281041,,
8.905324818649639,0.006811629315566323,,
9.058482980965962,0.006942913385826771,,
9.208717465434932,0.007071168988491822,,
9.357620683241366,0.007196244700181707,,
9.488443176886355,0.007321471835251362,,
9.633158782317565,0.007448061780738945,,
9.79810242420485,0.007573288915808601,,
9.938289912579826,0.007699878861296183,,
10.08120875441751,0.007828134463961236,,
10.229732903465807,0.00795487583282859,,
10.37981151962304,0.00808298001211387,,
10.518007688015377,0.008211235614778921,,
10.658167896335794,0.008333282858873409,,
10.790068076136153,0.008453967292549968,,
10.922308760617522,0.008580557238037552,,
11.052179056358113,0.008710327074500302,,
11.189977183954369,0.008838582677165353,,
11.32070196540393,0.008963658388855239,,
11.451708227416455,0.00909191399152029,,
11.589895343790689,0.009213961235614777,,
11.7203007006014,0.00933449424591157,,
11.853026598053196,0.00946274984857662,,
11.991475602951207,0.00959251968503937,,
12.112678653357307,0.009720623864324651,,
12.253421662843326,0.009847365233192004,,
12.388946245892493,0.00997259236826166,,
12.505583979167959,0.010094639612356146,,
12.636084692169385,0.010216686856450635,,
12.764838613677227,0.010346456692913385,,
12.893066526133053,0.010477740763173832,,
13.031952259904521,0.010604330708661416,,
13.153719883439766,0.010725015142337976,,
13.274845681691362,0.010854633555420956,,
13.407697811395623,0.010982889158086007,,
13.527288734577471,0.011106602059357965,,
13.64571417942836,0.01123016353725015,,
13.784649885299771,0.0113599333737129,,
13.911079546159092,0.01149121744397335,,
14.034509145018289,0.011614778921865536,,
14.145762663525328,0.01173985463355542,,
14.265548887097774,0.011863567534827377,,
14.394436852873707,0.011987129012719562,,
14.5190697501395,0.012115384615384615,,
14.657587699175398,0.012245154451847364,,
14.774126976253953,0.012373258631132646,,
14.895408642817287,0.012496971532404602,,
15.015368962737927,0.012617504542701392,,
15.113780519561042,0.012742731677771046,,
15.228327856655715,0.01286932162325863,,
15.359627007254016,0.01299909145972138,,
15.467549011098024,0.013125832828588733,,
15.580902101804206,0.013252422774076317,,
15.698015128030256,0.013376135675348273,,
15.791219666439334,0.01349818291944276,,
15.893845371690745,0.013623258631132645,,
16.006509641019285,0.013753028467595395,,
16.126023312046627,0.013882798304058145,,
16.223083266166533,0.014006359781950332,,
16.339048918097838,0.014136129618413082,,
16.452053816107632,0.014262870987280435,,
16.553126418252837,0.01438794669897032,,
16.666965341930684,0.014510145366444578,,
16.763073098146197,0.01463673531193216,,
16.875968999938003,0.014766505148394912,,
16.982182156364313,0.014894760751059962,,
17.091153078306156,0.015022864930345244,,
17.19074982949966,0.0151480920654149,,
17.311865087730176,0.01526711084191399,,
17.413753487506977,0.015392186553603875,,
17.531343418686838,0.015521956390066623,,
17.641470766941534,0.015651726226529373,,
17.748343852687707,0.015778316172016957,,
17.840682497364995,0.01590657177468201,,
17.937208010416022,0.016031798909751663,,
18.028273792547587,0.016152331920048453,,
18.122604501209004,0.01627589339794064,,
18.24440076880154,0.01640566323440339,,
18.357268026536055,0.016532404603270746,,
18.451715171430344,0.01665748031496063,,
18.550426560853126,0.016782707450030285,,
18.652354392708787,0.016910811629315563,,
18.757536611073224,0.017037552998182916,,
18.856082832165665,0.017159600242277404,,
18.965686527373055,0.017287855844942458,,
19.06303701407403,0.01741762568140521,,
19.158552917105837,0.017541187159297394,,
19.262948105896214,0.017669442761962445,,
19.36229214458429,0.017794518473652328,,
19.463160394320788,0.017916717141126588,,
19.568749829499662,0.018041792852816475,,
19.660204476408953,0.018168534221683828,,
19.7707194494389,0.01830436099333737,,
19.881995659991322,0.018430950938824953,,
19.979462706925414,0.018551635372501513,,
20.07274300948602,0.018676711084191396,,
20.185708475416952,0.01880496668685645,,
20.297759811519622,0.018931556632344033,,
20.379372682745366,0.019059812235009084,,
20.48750809101618,0.019188067837674135,,
20.59616876433753,0.01931465778316172,,
20.684689937379876,0.019436856450635975,,
20.79046400892802,0.019558903694730467,,
20.875564387128776,0.019684130829800122,,
20.98170773141546,0.019810720775287703,,
21.098881393762788,0.01994049061175045,,
21.18010366420733,0.020070260448213202,,
21.291803707607418,0.020196850393700786,,
21.388682001364003,0.020320563294972744,,
21.48318519437039,0.020441096305269534,,
21.588941161882325,0.02056465778316172,,
21.699884431768865,0.020694427619624468,,
21.808478516957035,0.020824197456087216,,
21.89836654473309,0.020949273167777106,,
22.012827701655404,0.02108055723803755,,
22.10585814371629,0.02120427013930951,,
22.20186905573811,0.0213217746820109,,
22.30561324322649,0.021448364627498485,,
22.42352247504495,0.021581162931556628,,
22.51890061380123,0.02171093276801938,,
22.61025854051708,0.021837674136886736,,
22.703986731973465,0.021964264082374316,,
22.80384388368777,0.022084797092671107,,
22.898095852191705,0.022205481526347666,,
22.99334837869676,0.022335099939430645,,
23.089039866079734,0.022467898243488795,,
23.202791121582244,0.022594639612356148,,
23.297324570649142,0.022718201090248333,,
23.391015066030135,0.022844942459115686,,
23.484187736375475,0.022968503937007872,,
23.581898567797136,0.023092216838279826,,
23.673674127348256,0.023215778316172015,,
23.783268770537543,0.023347062386432464,,
23.87986992373985,0.023476832222895212,,
23.97125513051026,0.0236019079345851,,
24.065976315952636,0.023727135069654754,,
24.170507657015314,0.02385069654754694,,
24.272279620559242,0.023972895215021196,,
24.369911587823175,0.02410099939430648,,
24.478242296484595,0.02423076923076923,,
24.5709488498977,0.02436205330102968,,
24.677609895219792,0.02448712901271956,,
24.7584931489863,0.02460781344639612,,
24.86200434000868,0.024731374924288306,,
24.965011346022692,0.02485811629315566,,
25.058496000992005,0.02498773470623864,,
25.176278008556018,0.025114476075105995,,
25.277010106020214,0.025239551786795877,,
