Stress_1 [MPa],Strain_1,Stress_2 [MPa],Strain_2,Stress_3 [MPa],Strain_3,Stress_4 [MPa],Strain_4,Comment
0.0698992125984252,0.0,0.20021102362204724,0.0,-0.09791811023622048,0.0,0.437984251968504,-4.921259842519685e-07,"Green_230, Seq: 34, 40, 46, 60"
-0.2198204724409449,5.954724409448819e-06,0.06497637795275592,4.970472440944882e-06,0.3823149606299213,1.2401574803149607e-05,0.14604409448818897,5.954724409448819e-06,
2.499933858267717,4.36515748031496e-05,2.0675905511811026,3.720472440944882e-05,-0.010803149606299212,3.523622047244094e-05,3.6392062992125984,5.009842519685039e-05,
10.296932283464567,0.00011112204724409448,9.906047244094488,0.00010664370078740157,2.351861417322835,6.943897637795275e-05,12.019344881889765,0.00011456692913385827,
16.347222047244095,0.000159744094488189,16.41139842519685,0.0001577263779527559,10.848229921259842,0.00014335629921259844,17.57212598425197,0.0001577263779527559,
20.620702362204728,0.00019891732283464566,20.646132283464567,0.00019744094488188978,17.49967559055118,0.0001939468503937008,21.76392125984252,0.00019891732283464566,
25.22091968503937,0.00024055118110236223,25.468944881889765,0.00024158464566929137,22.280040944881893,0.00023759842519685044,27.315225196850395,0.00024453740157480316,
29.35077165354331,0.00028420275590551185,29.985499212598427,0.00028622047244094493,26.794623622047247,0.000284744094488189,32.173322834645674,0.0002872047244094488,
34.27525354330709,0.00032785433070866145,34.528957480314965,0.0003288877952755906,31.53797165354331,0.00032736220472440945,36.70715590551181,0.00032785433070866145,
38.596856692913384,0.0003690452755905512,38.68274645669291,0.00037002952755905516,35.57972283464567,0.00036806102362204723,40.81035905511811,0.00036806102362204723,
43.093914960629924,0.000410728346456693,43.002623622047246,0.0004117125984251969,39.84457007874016,0.00040821850393700786,45.32592755905512,0.000409744094488189,
47.62058897637795,0.0004518700787401575,47.22254803149607,0.00045285433070866145,43.872992125984254,0.00045039370078740163,50.08926614173229,0.0004508858267716535,
51.19765984251969,0.0004915846456692913,51.308478740157476,0.0004930610236220473,48.329584251968505,0.0004935531496062992,54.72550866141732,0.0004925688976377953,
55.19351181102362,0.0005322342519685039,55.52988661417323,0.0005332185039370079,52.46931023622047,0.000535236220472441,58.90792755905512,0.000535236220472441,
59.82950866141732,0.0005739173228346457,59.66665196850394,0.0005749015748031496,56.650491338582675,0.0005749015748031496,63.31985196850394,0.0005749015748031496,
63.738248818897645,0.0006165846456692915,63.90409763779528,0.0006175688976377952,60.658683464566934,0.0006155511811023623,67.6984566929134,0.0006165846456692915,
68.12870551181102,0.0006577263779527559,68.21657322834646,0.0006587106299212599,64.82851653543308,0.0006557578740157481,72.08224566929134,0.000657234251968504,
71.90393070866142,0.0006979330708661418,72.29953070866142,0.0006989173228346457,69.04129133858268,0.0006969488188976378,75.92385511811024,0.0006979330708661418,
76.59891338582678,0.0007400590551181103,76.39188031496063,0.0007385826771653543,73.26886614173229,0.0007380905511811024,80.29235275590553,0.0007385826771653543,
80.82871181102364,0.0007797736220472442,80.33565984251969,0.0007792814960629922,77.61490078740158,0.0007807578740157481,84.26229291338583,0.0007807578740157481,
84.87392125984252,0.0008199311023622048,84.47636535433072,0.0008204232283464567,81.70230551181102,0.0008224409448818898,88.76009133858268,0.0008229330708661418,
89.0175937007874,0.0008621062992125985,88.5504472440945,0.0008625984251968504,85.77095433070868,0.0008621062992125985,93.34969448818899,0.0008635826771653544,
93.5040440944882,0.0009047736220472442,93.05097007874016,0.0009037893700787402,89.76360629921261,0.0009037893700787402,97.1656440944882,0.0009037893700787402,
97.82539842519685,0.0009454232283464568,97.32715905511812,0.0009459153543307086,93.90283779527559,0.0009434547244094488,101.4795968503937,0.0009429625984251969,
102.09591811023623,0.0009871062992125985,101.3600377952756,0.0009861220472440946,97.8592031496063,0.0009836122047244095,105.5879842519685,0.0009841043307086616,
106.07276850393701,0.001026771653543307,105.22016062992127,0.0010248031496062993,102.0100377952756,0.0010252952755905513,110.04185826771655,0.0010252952755905513,
110.1584503937008,0.001066486220472441,108.97540787401574,0.001065452755905512,106.182831496063,0.001067962598425197,114.52016692913388,0.001066978346456693,
114.21550236220475,0.0011071358267716537,113.41324094488189,0.0011076279527559056,110.27047559055119,0.0011101377952755906,118.6971527559055,0.0011081200787401576,
118.17853858267718,0.0011488188976377953,117.50311496062993,0.0011488188976377953,114.37219212598426,0.0011502952755905512,123.35905826771653,0.0011502952755905512,
122.72445669291339,0.001191486220472441,121.68059212598425,0.0011899606299212598,118.35768188976378,0.0011899606299212598,127.5335842519685,0.001190994094488189,
126.93328503937008,0.0012326279527559057,125.54342362204726,0.0012311515748031497,122.1272440944882,0.0012296751968503938,131.5716409448819,0.0012301673228346456,
130.7497228346457,0.0012723425196850395,129.4563653543307,0.0012718011811023622,126.23636220472441,0.0012708169291338583,135.69285039370078,0.0012708169291338583,
134.72434330708663,0.001312007874015748,133.19951181102363,0.001312007874015748,130.32155590551181,0.0013134842519685042,140.06010393700788,0.0013125,
138.7243937007874,0.0013526574803149607,137.30025511811024,0.0013531988188976378,134.16242519685042,0.0013551673228346457,144.37233700787402,0.0013541830708661419,
143.00824566929134,0.0013938484251968504,141.39062047244096,0.0013943405511811025,138.34140157480314,0.0013968011811023625,148.72995905511812,0.0013958169291338584,
146.976462992126,0.0014355314960629922,145.24604409448818,0.0014360236220472443,142.30195905511812,0.0014375000000000002,152.7833102362205,0.001436515748031496,
151.01549921259846,0.0014776574803149608,149.38701417322835,0.0014776574803149608,146.0404125984252,0.0014761811023622049,156.66910551181104,0.0014766732283464567,
