Stress_1 [MPa],Strain_1,Stress_2 [MPa],Strain_2,Stress_3 [MPa],Strain_3,Stress_4 [MPa],Strain_4,Comment
0.22736692913385828,0.0,-0.022097637795275592,-9.84251968503937e-07,1.8342299212598427,-0.00026240157480314963,0.4887874015748032,0.0,"Purple_200, Seq: 4, 6, 17, 18"
-0.09270551181102363,6.938976377952756e-06,0.11165669291338583,4.4783464566929135e-06,2.1441826771653547,-0.0002519685039370079,0.6881858267716536,9.940944881889765e-06,
4.487766929133858,5.851377952755905e-05,3.9752346456692917,5.206692913385828e-05,8.042214173228347,-0.00019443897637795278,6.1985228346456696,6.54527559055118e-05,
12.303518110236222,0.00011953740157480315,12.280103937007876,0.0001205216535433071,15.398459842519685,-0.00013986220472440947,13.556500787401577,0.0001205216535433071,
17.417776377952755,0.0001592027559055118,17.66384251968504,0.00016368110236220472,20.419187401574806,-9.921259842519686e-05,18.29984566929134,0.00016072834645669293,
21.781329133858268,0.00020039370078740157,21.9388031496063,0.00020285433070866142,25.311096062992128,-5.654527559055119e-05,23.140425196850394,0.00020437992125984253,
26.526157480314964,0.00024502952755905516,26.23671496062992,0.00024502952755905516,30.202018897637796,-1.437007874015748e-05,28.239133858267717,0.0002475393700787402,
31.52812913385827,0.00028818897637795276,30.55708346456693,0.000284744094488189,34.84788661417323,2.4803149606299215e-05,33.007902362204725,0.0002891732283464567,
36.33021102362205,0.00032987204724409453,34.771826771653544,0.0003268700787401575,39.3748062992126,6.496062992125985e-05,37.47830866141732,0.00032937992125984253,
40.432916535433066,0.00036953740157480316,38.988793700787404,0.0003690452755905512,44.33951811023623,0.00010615157480314961,38.337102362204725,0.0003690452755905512,
44.00406614173228,0.0004112204724409449,43.487581102362206,0.000410236220472441,48.533530708661424,0.00014881889763779528,42.75815433070866,0.000410728346456693,
47.59964094488189,0.0004518700787401575,48.20427716535433,0.0004523622047244095,52.4664535433071,0.00019099409448818897,47.150091338582676,0.00045285433070866145,
51.96122204724409,0.0004925688976377953,52.351902362204726,0.0004930610236220473,54.14505196850394,0.00023262795275590554,50.40338582677166,0.0004955216535433071,
56.53404409448819,0.0005342027559055118,56.49162834645669,0.0005322342519685039,57.87956220472441,0.00027283464566929137,52.582941732283466,0.0005362204724409449,
61.01629921259843,0.0005768700787401576,60.927237795275595,0.0005724409448818899,62.298645669291346,0.0003125,56.398888188976386,0.0005758858267716536,
65.9852031496063,0.0006185531496062992,65.6844062992126,0.0006140748031496063,66.52672125984252,0.0003521653543307087,60.864607874015746,0.0006155511811023623,
70.32432125984252,0.0006592027559055119,70.33718425196851,0.0006567421259842521,71.03463307086615,0.00039335629921259847,64.92017952755906,0.0006567421259842521,
74.89985826771654,0.0006989173228346457,74.7476283464567,0.0006979330708661418,75.16276220472442,0.0004350393700787402,69.55815433070866,0.0006974409448818899,
79.26070236220473,0.0007390748031496063,79.28960000000001,0.0007395669291338583,79.44364409448819,0.00047765748031496064,74.09420472440945,0.0007400590551181103,
83.83154645669292,0.0007807578740157481,83.21635905511812,0.0007797736220472442,84.12258267716535,0.0005188484251968504,78.51501102362205,0.000782234251968504,
88.08874330708662,0.0008214074803149607,87.54610708661417,0.0008194389763779528,88.35237795275592,0.000559005905511811,82.75123464566929,0.0008219488188976378,
92.82986771653543,0.0008635826771653544,91.9296440944882,0.0008601377952755906,92.81464251968504,0.0006006889763779528,87.29468031496064,0.0008635826771653544,
97.55495118110237,0.000905757874015748,96.54663937007874,0.0009022637795275591,97.10712440944882,0.0006398622047244095,91.4356440944882,0.0009042814960629922,
102.04583937007875,0.0009464074803149607,100.80580787401576,0.0009449311023622047,101.3036157480315,0.0006800688976377954,95.87101417322835,0.0009439468503937009,
106.33709291338583,0.0009856299212598427,105.12543307086615,0.0009856299212598427,106.16985511811025,0.000722244094488189,100.26886299212599,0.0009841043307086616,
110.81935118110238,0.0010252952755905513,109.18619527559056,0.0010248031496062993,110.73280629921261,0.0007653543307086614,104.51717795275592,0.0010262795275590552,
115.35490708661418,0.001066486220472441,113.6800440944882,0.001065994094488189,115.09068661417324,0.0008065452755905512,109.07888818897638,0.001069438976377953,
119.87615118110237,0.0011081200787401576,117.96586771653544,0.0011066437007874017,119.70102362204724,0.000845718503937008,113.41332598425197,0.0011106299212598426,
124.32657637795276,0.0011502952755905512,122.22403464566929,0.0011473425196850393,124.00188661417323,0.0008854330708661418,117.66977322834647,0.0011498031496062992,
128.75551811023624,0.001190994094488189,126.51330708661419,0.001189468503937008,128.36742047244095,0.0009265748031496064,121.87120314960632,0.0011889763779527561,
133.21186141732284,0.0012301673228346456,131.07354645669292,0.0012316437007874016,133.0177228346457,0.0009677657480314961,126.51977637795277,0.0012306594488188977,
137.4875622047244,0.0012698326771653542,135.6503181102362,0.0012733267716535436,137.19101732283465,0.00100994094488189,130.84730393700787,0.0012718011811023622,
141.9907937007874,0.001312007874015748,139.7707968503937,0.0013134842519685042,141.80307401574805,0.0010505905511811024,135.10869921259842,0.001313976377952756,
146.54535118110238,0.0013551673228346457,143.8396881889764,0.0013536909448818898,146.4045291338583,0.0010927657480314962,139.5825480314961,0.001354675196850394,
150.84474645669292,0.0013968011811023625,147.7257228346457,0.0013938484251968504,151.121231496063,0.0011334153543307087,144.10257322834647,0.0013968011811023625,
155.51554015748033,0.001438484251968504,152.27511181102363,0.0014350393700787404,155.1540881889764,0.0011726377952755906,148.6169039370079,0.0014375000000000002,
159.7325133858268,0.0014776574803149608,156.57054488188976,0.0014766732283464567,159.61291338582677,0.0012132874015748033,152.4289007874016,0.0014761811023622049,
