Stress_1,Strain_1,Stress_2,Strain_2,Stress_3,Strain_3,Stress_4,Strain_4,Comment
1162.6075748031496,0.018044143700787402,1284.7843118110236,0.018044143700787402,1286.9593543307087,0.018046604330708663,1279.5430141732284,0.018054084645669294,
1164.6506677165355,0.018084842519685042,1286.3898708661418,0.018086318897637794,1288.8027496062994,0.018087795275590554,1280.9741007874018,0.018093750000000002,
1167.0450897637795,0.018127460629921262,1287.8308787401577,0.018128986220472442,1290.8350771653543,0.018128986220472442,1283.0460283464568,0.01813494094488189,
1169.150390551181,0.018169635826771655,1289.4000661417324,0.018169635826771655,1292.3735842519686,0.0181681594488189,1285.466135433071,0.018176574803149607,
1171.2894456692914,0.018210826771653543,1290.7884787401576,0.018210826771653543,1293.9223968503936,0.01820831692913386,1287.6146488188976,0.018219242125984254,
1173.2847118110237,0.01825196850393701,1292.0180251968504,0.018250984251968506,1295.5324188976379,0.018250000000000002,1289.4337480314962,0.018260925196850394,
1175.520116535433,0.018291683070866142,1293.1185417322833,0.01829119094488189,1297.1956503937008,0.018292175196850394,1291.9186771653544,0.018301082677165355,
1177.525681889764,0.01833134842519685,1294.2044472440946,0.01833134842519685,1299.216598425197,0.018332824803149607,1293.7147811023622,0.01834079724409449,
1179.7347905511813,0.01837150590551181,1295.094579527559,0.018373031496062994,1300.7715622047244,0.0183740157480315,1295.4530645669292,0.0183804625984252,
1181.9035275590552,0.018415157480314963,1296.0017826771655,0.018415157480314963,1301.9082173228346,0.01841466535433071,1297.8041952755907,0.01842263779527559,
1184.0661921259843,0.018456840551181103,1297.033401574803,0.018455364173228347,1303.3027811023621,0.01845634842519685,1299.8382141732284,0.01846476377952756,
1186.344579527559,0.018498031496062994,1297.8900094488188,0.01849650590551181,1304.9492503937008,0.018495521653543307,1301.8002582677168,0.018506446850393703,
1188.424198425197,0.018538681102362203,1298.7844472440945,0.018538188976377955,1305.8658330708663,0.0185367125984252,1303.6735653543308,0.018549114173228347,
1190.4592913385827,0.01857888779527559,1299.3427055118111,0.01857888779527559,1307.4801606299213,0.018578346456692915,1305.4930488188977,0.01859025590551181,
1192.4439433070868,0.01861904527559055,1299.8995748031498,0.0186185531496063,1308.6729511811025,0.01861904527559055,1307.3086866141732,0.018629970472440947,
1194.4941858267719,0.01865974409448819,1300.0815086614173,0.018660236220472443,1309.9132629921262,0.018660236220472443,1308.9865291338583,0.01866865157480315,
1196.3539622047244,0.01870187007874016,1300.3500251968503,0.018703346456692915,1310.8682960629922,0.01870187007874016,1310.6702141732283,0.018709301181102363,
1198.6670299212599,0.0187435531496063,1300.7069700787404,0.018745029527559055,1312.3472881889766,0.0187435531496063,1312.519376377953,0.018751476377952755,
1200.4546771653545,0.01878371062992126,1300.3900094488188,0.01878474409448819,1313.1253070866142,0.01878371062992126,1314.780387401575,0.01879365157480315,
1202.7721291338582,0.018825885826771655,1300.2242236220472,0.018823917322834647,1313.7884472440946,0.018823917322834647,1316.3161291338583,0.01883533464566929,
1204.8692787401576,0.018865551181102364,1299.3437795275593,0.01886456692913386,1315.050903937008,0.01886609251968504,1318.2155811023622,0.01887647637795276,
1206.7754992125986,0.018905265748031495,1298.9420818897638,0.018905265748031495,1315.9385763779528,0.01890871062992126,1320.038292913386,0.018915649606299212,
1208.4969385826773,0.01894640748031496,1297.6963905511811,0.01894744094488189,1316.3525763779528,0.018948917322834647,1321.6080220472443,0.0189558562992126,
1211.0716031496063,0.018988582677165355,1296.7158267716536,0.01899109251968504,1317.4383307086614,0.01898956692913386,1323.0736346456692,0.018997539370078743,
1212.7970456692913,0.0190302657480315,1295.1461007874016,0.019032234251968504,1317.7517543307088,0.01902878937007874,1325.0012314960632,0.01903917322834646,
1214.828062992126,0.01907244094488189,1292.18488503937,0.019071899606299215,1317.9309165354332,0.019068946850393703,1326.5578866141732,0.019080364173228347,
1216.6441606299213,0.019114074803149608,1289.349240944882,0.019111122047244095,1318.585291338583,0.019110629921259843,1327.9581385826773,0.01912253937007874,
1218.291631496063,0.019153248031496064,1285.1041921259844,0.01915226377952756,1318.9096346456693,0.01915378937007874,1329.4134488188977,0.019163188976377952,
1220.2570582677165,0.019192470472440947,1279.0468913385828,0.019193946850393703,1319.0588094488191,0.019195915354330708,1330.8220031496062,0.019203346456692916,
1222.3637417322834,0.01923361220472441,1270.6061606299213,0.019235629921259843,1319.0139023622048,0.019236122047244095,1331.7864188976378,0.019243061023622048,
1224.2069070866141,0.019276279527559056,1255.1915433070867,0.019276771653543308,1318.5791401574804,0.019275787401574804,1333.0836314960632,0.01928523622047244,
1226.0034771653545,0.019317470472440947,1138.9608440944883,0.019307529527559056,1318.432579527559,0.019316486220472443,1334.5778488188978,0.019326377952755908,
1227.7007716535434,0.01935812007874016,1026.3023653543307,0.019309005905511812,1317.7265322834648,0.019357627952755904,1335.5296503937009,0.019367076771653544,
1229.5617763779528,0.019398326771653544,894.1660755905511,0.019311023622047244,1317.2105669291338,0.019398326771653544,1336.5977165354332,0.01940871062992126,
1231.4307023622048,0.01943897637795276,752.1247527559055,0.019312992125984252,1316.7751905511811,0.01943996062992126,1337.8421826771655,0.01944990157480315,
1233.0058897637796,0.01947869094488189,,,1315.7463401574805,0.01948115157480315,1338.7007874015749,0.019490059055118112,
