Stress,Strain
0.0,8.146074523716396e-07
0.09724638811701866,7.591941845382044e-05
0.19449277623403732,0.00011179278730043764
0.29173916435105596,0.00014529174790337376
0.38898555246807465,0.0001787907085063099
0.48623194058509334,0.00021015221332638327
0.5834783287021119,0.00024104499147102964
0.6807247168191306,0.00027290069726215255
0.7779711049361493,0.0003095952580974723
0.875217493053168,0.00034613120452180944
0.9724638811701867,0.00038252810506408214
1.0697102692872054,0.00042041322653004647
1.1669566574042238,0.00045794503724139483
1.2642030455212425,0.000493852641030295
1.3614494336382612,0.0005307842141405736
1.45869582175528,0.0005685247883078278
1.5559422098722986,0.000606530023956815
1.6531885979893173,0.0006448424970363362
1.750434986106336,0.0006827737324183535
1.8476813742233547,0.000719693812716017
1.9449277623403733,0.0007580868203509868
2.042174150457392,0.0007971888070421979
2.1394205385744107,0.0008350341776892816
2.2366669266914294,0.0008733166846481533
2.3339133148084477,0.0009120743970044206
2.4311597029254663,0.0009510718845823861
2.528406091042485,0.0009900401776272263
2.6256524791595037,0.0010277579337926181
2.7228988672765224,0.0010660065592472691
2.820145255393541,0.0011050355107389519
2.91739164351056,0.001143574079640097
3.0146380316275785,0.0011818939685105678
3.111884419744597,0.0012204731845886353
3.209130807861616,0.0012598252385587045
3.3063771959786346,0.0012996132850084773
3.4036235840956532,0.0013389506660119628
3.500869972212672,0.001378602504828982
3.5981163603296906,0.001415574594017271
3.6953627484467093,0.001452788896726577
3.792609136563728,0.0014922458262239676
3.8898555246807467,0.0015309263002174162
3.987101912797765,0.0015693140314280685
4.084348300914784,0.0016088626596468148
4.181594689031803,0.0016487295425882174
4.2788410771488214,0.0016883603844213924
4.37608746526584,0.001726799885500078
4.473333853382859,0.0017650061353586455
4.5705802414998775,0.0018045525504530053
4.667826629616895,0.0018442395875400619
4.765073017733914,0.0018826345201299866
4.862319405850933,0.0019214540236285166
4.959565793967951,0.0019611254646837058
5.05681218208497,0.0020013174436142385
5.154058570201989,0.0020420415335545778
5.2513049583190075,0.0020828883721029736
5.348551346436026,0.0021226010697295
5.445797734553045,0.0021618451064199067
5.5430441226700635,0.0022009873828556354
5.640290510787082,0.00224081104703064
5.737536898904101,0.0022814362658958908
5.83478328702112,0.0023219122971506047
5.932029675138138,0.0023636198160249984
6.029276063255157,0.0024061865500608435
6.126522451372176,0.0024470931580603435
6.223768839489194,0.0024872838282383094
6.321015227606213,0.0025283564420987776
6.418261615723232,0.0025682660617818752
6.51550800384025,0.0026087088162692587
6.612754391957269,0.0026499324649600304
6.710000780074288,0.002691124052156056
6.8072471681913065,0.0027337113948479805
6.904493556308325,0.0027764335306574087
7.001739944425344,0.0028182809488482936
7.0989863325423626,0.002860691303653977
7.196232720659381,0.0029025207061174384
7.2934791087764,0.002944235720060798
7.390725496893419,0.002986257113329566
7.487971885010437,0.0030289297454520296
7.585218273127456,0.003070781506478744
7.682464661244475,0.0031130393262273387
7.779711049361493,0.0031561758112889156
7.876957437478511,0.003198317781004844
7.97420382559553,0.0032409663879720083
8.071450213712549,0.003284157926590079
8.168696601829568,0.0033291991581889976
8.265942989946586,0.0033731793091182354
8.363189378063606,0.0034155963533782103
8.460435766180623,0.003459002648395466
8.557682154297643,0.0035035045639592774
8.65492854241466,0.0035487240078538322
8.75217493053168,0.003593760613899237
8.849421318648698,0.003638389029414118
8.946667706765718,0.0036824555695812384
9.043914094882735,0.003726703246471441
9.141160482999755,0.00377129367998318
9.238406871116773,0.0038184274145811993
9.33565325923379,0.003865579810494642
9.43289964735081,0.003910953207197083
9.530146035467828,0.003954940564535281
9.627392423584848,0.004001507709793793
9.724638811701865,0.004048574050998501
9.821885199818885,0.004096162170095639
9.919131587935903,0.0041419405545337325
10.016377976052922,0.004188612301128696
10.11362436416994,0.004235876343740954
10.21087075228696,0.004283749893156141
10.308117140403978,0.004330500216853616
10.405363528520997,0.00437640682706966
10.502609916638015,0.004423617364560996
10.599856304755034,0.004470915944598176
10.697102692872052,0.004520050104061566
10.794349080989072,0.004567387312223081
10.89159546910609,0.0046148470805199284
10.98884185722311,0.00466523862357965
11.086088245340127,0.0047178163657212125
11.183334633457147,0.00476954431162774
11.280581021574164,0.004821779837294676
11.377827409691184,0.004871414804343521
11.475073797808202,0.004922485037434242
11.572320185925221,0.00497537659558646
11.66956657404224,0.00502786217249278
11.766812962159259,0.005080160749515589
11.864059350276277,0.0051326876955633625
11.961305738393296,0.0051832398390081955
12.058552126510314,0.005234387501027437
12.155798514627334,0.005286090836717654
12.253044902744351,0.005341094829039121
12.350291290861371,0.005391569569729565
12.447537678978389,0.005444481286095535
12.544784067095406,0.0054976149379677266
12.642030455212426,0.005549469864776889
12.739276843329444,0.0056012822459636895
12.836523231446463,0.005655054615689792
12.933769619563481,0.005709903275456238
13.0310160076805,0.0057649489924427024
13.128262395797519,0.005818333080200287
13.225508783914538,0.0058696887505363254
13.322755172031556,0.00592648279838918
13.420001560148576,0.00598287451039688
13.517247948265593,0.006039809551122028
13.614494336382613,0.0060961131165263496
13.71174072449963,0.006154047071881588
13.80898711261665,0.0062099443290769855
13.906233500733668,0.00626843760463947
14.003479888850688,0.006321370203251279
14.100726276967706,0.006381031027288827
14.197972665084725,0.006435972507028474
14.295219053201743,0.0064931590000310135
14.392465441318762,0.0065512761316171945
14.48971182943578,0.006605792944403783
14.5869582175528,0.0066632726010247495
14.684204605669818,0.006721611336364898
14.781450993786837,0.006776092923420527
14.878697381903855,0.0068325589744067244
14.975943770020875,0.006891564659729108
15.073190158137892,0.006950136014831812
15.170436546254912,0.007006404111961815
