Flex_Stress,Flex_Strain,Flex_Modulus,Sequence
-1.8756773513547025e-05,0.0,1.7286962800306647,50
0.00012787302374604747,4.920029527559037e-05,,
0.00034664914129828257,9.858513779527563e-05,,
0.0003429172298344596,0.00014778543307086597,,
0.00046855428110856214,0.0001966904527559053,,
0.0003943842767685535,0.00024607529527559055,,
0.000641771715543431,0.00029538631889763754,,
0.0008849610019220037,0.00034477116141732277,,
0.0008858934837869675,0.00039397145669291315,,
0.0009339401078802157,0.00044306102362204694,,
0.0009774770909541815,0.0004922613188976377,,
0.0012407246574493147,0.0005417568897637795,,
0.0012987230454460908,0.0005909571850393699,,
0.0013203367846735693,0.0006400467519685037,,
0.0014038355756711514,0.0006892470472440945,,
0.0015218540517081035,0.000738373523622047,,
0.0015686567053134104,0.0007874630905511807,,
0.0018718640957281912,0.0008365895669291336,,
0.001794273668547337,0.0008860482283464564,,
0.001891922375844752,0.0009353592519685038,,
0.001872487072974146,0.0009846333661417321,,
0.002260903465806931,0.001033759842519685,,
0.002366793725587451,0.0010828494094488187,,
0.002442362452724905,0.0011318651574803145,,
0.002442052948105896,0.0011810654527559053,,
0.0025934999069998138,0.0012303764763779523,,
0.002779313782627565,0.0012795767716535433,,
0.0029139681319362634,0.0013290354330708664,,
0.0029756984313968624,0.0013785310039370077,,
0.0031462731725463446,0.0014275467519685035,,
0.0031825030690061378,0.0014764517716535429,,
0.0031440967201934403,0.0015256520669291336,,
0.0033759335358670714,0.001575147637795275,,
0.0035244282968565936,0.0016242372047244092,,
0.003514010292020584,0.0016733636811023618,,
0.003718015500031,0.0017225639763779528,,
0.0037348081096162185,0.001771838090551181,,
0.003978152148304296,0.0018211491141732282,,
0.004062117180234361,0.0018704232283464565,,
0.004008628433256866,0.0019195497047244088,,
0.004149193130386261,0.0019688238188976374,,
0.004604938681877363,0.0020179502952755906,,
0.0047153365986731975,0.002067039862204724,,
0.004722957157914314,0.002116166338582677,,
0.004924783929567859,0.0021655511811023618,,
0.004906281108562216,0.00221482529527559,,
0.005183676607353214,0.002263951771653543,,
0.005252870729741458,0.002313152066929134,,
0.005394056420112839,0.0023623523622047244,,
0.0052855234670469336,0.0024116264763779528,,
0.00536482410564821,0.0024606422244094484,,
0.005416759377518754,0.002509953248031496,,
0.0056905797011594025,0.0025591535433070857,,
0.0057000632401264795,0.002608427657480315,,
0.005790250108500216,0.0026578124999999996,,
0.005831765391530783,0.0027069389763779523,,
0.006077597371194741,0.0027561392716535433,,
0.006034526629053258,0.0028054133858267712,,
0.006279580879161759,0.0028547982283464563,,
0.006249259346518692,0.002903629429133858,,
0.0067106037572075145,0.002952829724409449,,
0.006556355384710769,0.00300232529527559,,
0.006664422096844193,0.0030518946850393697,,
0.006606889949779898,0.003100725885826771,,
0.006652605369210739,0.0031496309055118106,,
0.0070970004340008665,0.003198831200787401,,
0.007054860189720379,0.003248031496062992,,
0.007231500031000061,0.0032975270669291334,,
0.007282967077934155,0.003346542814960629,,
0.007215173662347324,0.00339574311023622,,
0.007431773327546655,0.0034448326771653543,,
0.007843979911959823,0.003494402066929133,,
0.007716632649265299,0.0035435285433070866,,
0.00794707272614545,0.0035927288385826763,,
0.007852842457684915,0.0036420029527559055,,
0.007989675243350485,0.003691203248031496,,
0.00827095938991878,0.0037402189960629917,,
0.008269094426188853,0.003789530019685039,,
0.008267538967077933,0.003839099409448819,,
0.008651913943827888,0.0038883735236220473,,
0.008553953747907496,0.003937573818897637,,
0.008634498356996714,0.003986700295275591,,
0.008605266042532084,0.004035605314960629,,
0.009060545353090706,0.004084621062992125,,
0.009074229028458057,0.004133821358267716,,
0.009249779651559303,0.004183021653543307,,
0.009377281666563332,0.004232406496062992,,
0.009268282472564946,0.004281791338582676,,
0.00944134317068634,0.004330991633858267,,
0.009652657449314898,0.004380007381889764,,
0.009694950461900923,0.004429023129921259,,
0.009987275590551181,0.00447859251968504,,
0.009805661851323703,0.004527977362204723,,
0.010002978981957962,0.004577103838582676,,
0.010043563767127532,0.004626304133858267,,
0.010067508711017421,0.004675578248031496,,
0.010449861987723975,0.004724889271653542,,
0.010288306528613057,0.004774163385826772,,
0.010543778783557568,0.004823289862204723,,
0.010591359166718333,0.00487230561023622,,
0.010891614359228717,0.00492157972440945,,
0.010865334242668483,0.004970484744094487,,
0.01066257498914998,0.005019611220472441,,
0.011140866761733523,0.005068700787401576,,
0.011341606299212598,0.005118011811023621,,
0.01128547287494575,0.005167285925196851,,
0.011404423832847664,0.005216596948818896,,
0.01132683340566681,0.005265907972440944,,
0.011498031124062247,0.005315182086614172,,
0.011600653729307457,0.005364566929133858,,
0.01195812958025916,0.005413471948818898,,
0.011936982081964162,0.005462893700787401,,
0.012067751751503503,0.005511983267716535,,
0.011964815673631347,0.005561552657480315,,
0.012320424576849153,0.005610679133858267,,
0.01259875454150908,0.005659768700787401,,
0.012489910099820199,0.0057089689960629925,,
0.012493019034038067,0.005758169291338583,,
0.012857801971603942,0.005807369586614173,,
0.012978931365862728,0.005856200787401574,,
0.013000699857399713,0.0059052903543307085,,
0.012910048732097463,0.005954675196850392,,
0.013061961931923865,0.006004281496062991,,
0.013204393576787153,0.006053186515748031,,
0.013212944633889265,0.006102386811023621,,
0.013382275404550807,0.00615166092519685,,
0.013364861801723603,0.006201045767716536,,
0.013582237212474424,0.006250172244094488,,
0.014052289416578833,0.006299261811023621,,
0.013754210676421352,0.006348646653543307,,
0.014109974331948664,0.00639806840551181,,
0.013987602951205902,0.006447342519685038,,
0.014087118606237212,0.0064963582677165345,,
0.014222550685101367,0.006545558562992126,,
0.01436622431644863,0.00659464812992126,,
0.014541618203236408,0.006643663877952756,,
0.014672544609089217,0.006692864173228346,,
0.014587801847603693,0.006742249015748031,,
0.014856178064356127,0.0067916338582677165,,
0.014795848471696942,0.006840944881889763,,
0.014988657945315889,0.006890034448818898,,
0.014997675243350484,0.00693916092519685,,
0.015406929629859258,0.006988361220472441,,
0.015402886229772459,0.0070375615157480306,,
0.015545938867877735,0.007086761811023621,,
0.015693501147002294,0.0071359621062992125,,
0.015575637423274846,0.007185457677165353,,
0.015866716597433193,0.007234731791338582,,
0.015977116498232996,0.007283747539370077,,
0.016095912703825405,0.007332652559055118,,
0.016083784487568975,0.007381963582677165,,
0.016200402256804514,0.007431459153543307,,
0.016210197284394566,0.007480548720472441,,
0.01645260884121768,0.007529749015748031,,
0.016736537665075327,0.007578949311023623,,
0.01658741992683985,0.007628223425196851,,
0.016780850393700784,0.0076774237204724404,,
0.016766392956785912,0.007726808562992127,,
0.017107228966457933,0.007775824311023622,,
0.01698221290842581,0.007825024606299212,,
0.01737156376712753,0.007874335629921259,,
0.01734264294128588,0.007923240649606299,,
0.017397841899683797,0.007972440944881889,,
0.017626569781139557,0.008021751968503937,,
0.01759733746667493,0.008071026082677166,,
0.01783415016430033,0.008120152559055117,,
0.017868981337962678,0.008169426673228347,,
0.018091179862359724,0.008218626968503936,,
0.018199089838179673,0.008267937992125983,,
0.01813160592721185,0.008317027559055118,,
0.018137359538719075,0.008366227854330707,,
0.018339966023932047,0.008415428149606299,,
0.018485038378076756,0.008464739173228346,,
0.018611453158906315,0.008514124015748031,,
0.01874470878541757,0.008563213582677165,,
0.018679091822183642,0.008612413877952755,,
0.018898336164672326,0.008661724901574802,,
0.018948093000185996,0.008711109744094489,,
0.019105138818277634,0.008760014763779527,,
0.019264206336412674,0.008809030511811023,,
0.019347859879719757,0.00885834153543307,,
0.019603022630045257,0.008907984744094488,,
0.01970378027156054,0.008957000492125984,,
0.019610486452972906,0.009005831692913385,,
0.019788989273978548,0.00905521653543307,,
0.01986253828507657,0.00910441683070866,,
0.02008753425506851,0.009153727854330707,,
0.020188603385206772,0.009202817421259842,,
0.020115832103664202,0.009252017716535433,,
0.020495233182466367,0.009301144192913384,,
0.02032745787091574,0.009350713582677165,,
0.020563961063922127,0.009399913877952755,,
0.020800150784301568,0.009449114173228346,,
0.020681979539959077,0.009498314468503936,,
0.02065476694153388,0.009547514763779527,,
0.02080357319114638,0.009596530511811023,,
0.021122174468348937,0.009645915354330707,,
0.021144254448508898,0.009695374015748033,,
0.021243301878603755,0.00974468503937008,,
0.021275490358980714,0.00979377460629921,,
0.021442331204662407,0.009842901082677165,,
0.02183712418624837,0.009891732283464566,,
0.02168412176824353,0.009940932578740156,,
0.02165939909479819,0.009990132874015747,,
0.021951412734825468,0.010039333169291337,,
0.02207409163618327,0.010088533464566929,,
0.02211374195548391,0.010137992125984253,,
0.022301577531155057,0.010187303149606298,,
0.022224610081220165,0.010236318897637795,,
0.022355064294128583,0.01028533464566929,,
0.022628108872217743,0.01033490403543307,,
0.022560781697563394,0.010384288877952754,,
0.02281128005456011,0.010433378444881888,,
0.02254647504495009,0.01048257874015748,,
0.0229233861987724,0.010531889763779527,,
0.022934893421786843,0.010581163877952755,,
0.023128790129580256,0.010630364173228346,,
0.0233345055490111,0.010679490649606299,,
0.023262047740095475,0.010728506397637795,,
0.02350632624465249,0.010777780511811021,,
0.023410542501085,0.010826980807086613,,
0.02367736524273048,0.010875922736220471,,
0.023636780457560912,0.010925012303149606,,
0.02377252600905201,0.010974323326771653,,
0.023946675925351848,0.011023708169291338,,
0.024130934341868682,0.01107290846456693,,
0.024157990203980406,0.011122108759842519,,
0.0241284464008928,0.011171493602362205,,
0.024192664641329284,0.011220878444881888,,
0.02438765056730113,0.011269783464566929,,
0.024470837869675736,0.011319168307086614,,
0.024683239382478763,0.011368368602362204,,
0.024434296484592968,0.011417679625984252,,
0.02473657337714675,0.011466769192913387,,
0.024731131254262507,0.011515895669291338,,
0.025019569719139434,0.011565095964566929,,
0.02495395077190154,0.011614370078740157,,
0.025244877177754352,0.011663570374015747,,
0.025444368776737548,0.011712401574803149,,
0.025451056854113707,0.011761712598425195,,
0.025566894909789816,0.011811281988188977,,
0.025476091016182024,0.011860666830708659,,
