General : Start date,11/19/2024 10:43,
General : End date,11/19/2024 10:44,
Specimen Notes:,"Green, 200, Print 7, Object 3, Seq 13",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0.00028,-0.26545
0.1,0.01179,0.49476
0.2,0.02676,-0.05777
0.3,0.04163,0.69931
0.4,0.05594,-0.28035
0.5,0.06982,0.3435
0.6,0.08346,-0.70591
0.7,0.09701,0.94227
0.8,0.1105,-0.01701
0.9,0.12398,0.10603
1,0.13741,-0.28191
1.1,0.15071,-0.03739
1.2,0.16402,0.58802
1.3,0.17732,-0.76155
1.4,0.1906,0.98224
1.5,0.20396,-0.14868
1.6,0.21729,0.83568
1.7,0.23064,0.92032
1.8,0.24402,0.7095
1.9,0.25735,0.78396
2,0.27063,-0.34069
2.1,0.28396,0.71577
2.2,0.29734,-0.01388
2.3,0.31072,-0.0852
2.4,0.32403,-0.20589
2.5,0.33733,0.25102
2.6,0.35069,0.24553
2.7,0.36404,0.70166
2.8,0.3774,-0.01858
2.9,0.39073,0.27845
3,0.40408,-1.01156
3.1,0.41739,0.43676
3.2,0.43064,0.35604
3.3,0.44392,0.34428
3.4,0.45725,0.36309
3.5,0.47061,-0.13065
3.6,0.48394,1.14525
3.7,0.49727,-0.34774
3.8,0.5106,0.92738
3.9,0.52395,0.39288
4,0.53733,1.66094
4.1,0.55064,1.60843
4.2,0.56399,0.70245
4.3,0.57737,1.302
4.4,0.59073,1.38115
4.5,0.60401,-0.45433
4.6,0.61739,0.82236
4.7,0.63074,0.6711
4.8,0.64407,0.06998
4.9,0.65735,1.17503
5,0.67063,1.17817
5.1,0.68399,2.21425
5.2,0.69737,2.11864
5.3,0.71067,2.75111
5.4,0.72393,3.55442
5.5,0.73726,3.61634
5.6,0.75061,4.88911
5.7,0.76402,3.75741
5.8,0.7773,6.19636
5.9,0.79063,5.77315
6,0.80396,7.70895
6.1,0.81736,6.12034
6.2,0.83069,7.15643
6.3,0.84402,7.33198
6.4,0.85738,9.07264
6.5,0.87071,8.69801
6.6,0.88404,10.1628
6.7,0.89739,8.75209
6.8,0.91077,11.02411
6.9,0.9241,11.07113
7,0.93738,10.11421
7.1,0.95064,12.24986
7.2,0.96389,11.57194
7.3,0.97717,12.79925
7.4,0.99057,12.34626
7.5,1.0039,13.88158
7.6,1.01729,14.32987
7.7,1.03069,14.16529
7.8,1.04402,14.62925
7.9,1.05733,15.28523
8,1.07063,16.34796
8.1,1.08406,16.22727
8.2,1.09742,17.34094
8.3,1.11072,17.66932
8.4,1.12405,18.16228
8.5,1.13736,18.15053
