General : Start date,11/19/2024 10:41,
General : End date,11/19/2024 10:42,
Specimen Notes:,"Purple, 200, Print 12, Object 2, Seq 12",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.34743
0.1,0.00771,1.16093
0.2,0.02253,-0.74195
0.3,0.03752,-0.02093
0.4,0.05206,-0.69806
0.5,0.06607,0.00259
0.6,0.07968,0.07626
0.7,0.09326,-0.046
0.8,0.10674,-0.2341
0.9,0.12022,-0.37517
1,0.13368,-1.0288
1.1,0.14701,0.03237
1.2,0.16029,-0.67377
1.3,0.17354,0.20165
1.4,0.18685,-0.02955
1.5,0.20018,0.39523
1.6,0.21351,0.26357
1.7,0.22686,-0.17532
1.8,0.24024,0.05823
1.9,0.25362,-0.27172
2,0.2669,-0.32579
2.1,0.28021,-0.76703
2.2,0.29361,0.10761
2.3,0.30699,-0.73725
2.4,0.3203,-0.71609
2.5,0.33363,-0.90418
2.6,0.34698,-0.32658
2.7,0.36036,0.0065
2.8,0.37372,0.12955
2.9,0.387,-0.72941
3,0.40033,-0.11811
3.1,0.41366,-0.45119
3.2,0.42694,-0.46373
3.3,0.44017,-0.6385
3.4,0.45347,0.17971
3.5,0.46685,0.68599
3.6,0.48018,-0.57188
3.7,0.49354,-0.00995
3.8,0.50687,-0.33755
3.9,0.52022,-0.11967
4,0.53363,-0.12203
4.1,0.54693,0.03315
4.2,0.56029,-0.03895
4.3,0.57364,1.06767
4.4,0.58705,1.26595
4.5,0.60033,-0.52016
4.6,0.61363,1.54496
4.7,0.62701,1.00262
4.8,0.64027,2.68998
4.9,0.65357,3.33264
5,0.66685,3.33342
5.1,0.68018,3.40709
5.2,0.69356,5.27549
5.3,0.70692,3.76447
5.4,0.72017,5.53647
5.5,0.73353,5.11091
5.6,0.74691,6.72225
5.7,0.76031,6.63134
5.8,0.77364,6.80533
5.9,0.78695,7.67918
6,0.80028,8.64551
6.1,0.81366,8.5452
6.2,0.82699,8.80539
6.3,0.84027,11.03979
6.4,0.85362,10.58523
6.5,0.86693,11.17381
6.6,0.88026,12.34156
6.7,0.89361,11.7279
6.8,0.90699,11.82744
6.9,0.92032,13.1104
7,0.93365,13.23109
7.1,0.94693,15.07128
7.2,0.96024,14.99996
7.3,0.97357,15.91221
7.4,0.98685,16.04231
7.5,1.00018,15.90987
7.6,1.01356,16.90441
7.7,1.02696,16.55487
7.8,1.04032,18.73676
7.9,1.05362,18.37703
8,1.06688,19.72896
8.1,1.08026,19.07925
8.2,1.09364,20.24073
8.3,1.10697,20.95235
8.4,1.1203,19.74541
8.5,1.1336,22.19142
8.6,1.14696,21.89518
8.7,1.16029,23.43049
8.8,1.17364,22.81527
8.9,1.18695,22.79568
9,1.2003,23.67737
9.1,1.21358,24.60216
9.2,1.22686,25.49953
9.3,1.24019,26.87497
9.4,1.25355,26.23702
9.5,1.2669,27.27624
9.6,1.28021,27.47609
9.7,1.29354,28.12501
9.8,1.30689,29.34527
9.9,1.32027,28.85231
10,1.33363,29.61252
10.1,1.34693,29.23398
10.2,1.36026,31.4433
10.3,1.37362,30.5091
10.4,1.387,31.55616
10.5,1.40028,31.91589
10.6,1.41363,32.77642
10.7,1.42696,33.50764
10.8,1.44032,34.27255
10.9,1.45357,33.7404
11,1.4669,35.32745
11.1,1.48031,35.34861
11.2,1.49369,35.4693
11.3,1.50694,36.10569
11.4,1.52025,35.91211
11.5,1.53355,37.02343
11.6,1.54688,38.01171
11.7,1.56026,38.92867
11.8,1.57357,38.80484
11.9,1.5869,40.41383
12,1.60023,40.06664
12.1,1.61366,40.99692
12.2,1.62691,40.72889
12.3,1.64027,41.20461
12.4,1.6536,42.12234
