General : Start date,11/19/2024 11:01,
General : End date,11/19/2024 11:02,
Specimen Notes:,"Black, 200, Print 7, Object 2, Seq 21",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,-0.12968
0.1,0.00779,1.03572
0.2,0.02265,0.74496
0.3,0.03757,1.23087
0.4,0.05203,0.05293
0.5,0.06599,1.20501
0.6,0.07965,-0.05522
0.7,0.09326,0.47301
0.8,0.10672,0.0976
0.9,0.1202,0.44715
1,0.13368,0.18773
1.1,0.14703,-1.07485
1.2,0.16029,0.85547
1.3,0.17357,-0.68769
1.4,0.18687,-0.04504
1.5,0.2002,0.37896
1.6,0.21353,1.11488
1.7,0.22684,0.67599
1.8,0.24022,0.03099
1.9,0.2536,-0.77155
2,0.26688,0.20106
2.1,0.28021,-0.18297
2.2,0.29361,-0.14535
2.3,0.30702,0.48947
2.4,0.32032,-0.45336
2.5,0.33363,0.61721
2.6,0.34696,-0.81387
2.7,0.36034,-0.06463
2.8,0.37369,-0.44787
2.9,0.387,-0.10068
3,0.40033,-0.14222
3.1,0.41366,-0.42671
3.2,0.42694,0.30137
3.3,0.44017,0.07801
3.4,0.4535,0.47379
3.5,0.46683,0.59213
3.6,0.48018,0.43852
3.7,0.49351,-1.10071
3.8,0.50682,0.13366
3.9,0.52022,-0.56778
4,0.53363,0.09525
4.1,0.54696,0.12738
4.2,0.56031,0.57489
4.3,0.57364,0.83039
4.4,0.58705,-0.41965
4.5,0.60033,0.66032
4.6,0.61366,-0.13438
4.7,0.62696,0.92679
4.8,0.64032,0.52708
4.9,0.65357,0.75045
5,0.66683,1.70973
5.1,0.68018,1.28338
5.2,0.69359,1.87666
5.3,0.70689,2.07729
5.4,0.72017,2.72309
5.5,0.73355,2.86102
5.6,0.74693,4.46452
5.7,0.76031,3.28031
5.8,0.77364,4.57659
5.9,0.78692,5.10326
6,0.80028,6.06803
6.1,0.81366,6.32901
6.2,0.82699,7.03201
6.3,0.84029,8.01793
6.4,0.85365,7.75695
6.5,0.8669,9.60576
6.6,0.88026,8.63316
6.7,0.89361,9.81659
6.8,0.90697,10.15829
6.9,0.92035,10.18807
7,0.93365,11.69909
7.1,0.94693,10.81975
7.2,0.96024,12.50947
7.3,0.97354,12.85901
7.4,0.98687,13.85591
7.5,1.0002,13.62157
