General : Start date,11/21/2024 10:08,
General : End date,11/21/2024 10:09,
Specimen Notes:,"Black, 215, Print 10, Object 3, Seq 42",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.267
0.1,0.00791,0.7584
0.2,0.02268,-0.54885
0.3,0.03757,-0.46813
0.4,0.05203,0.33519
0.5,0.06602,-0.10919
0.6,0.07973,-1.03477
0.7,0.09328,0.86812
0.8,0.10677,0.84618
0.9,0.12022,0.68865
1,0.13365,-0.50418
1.1,0.14698,-0.45638
1.2,0.16026,-0.63193
1.3,0.17354,-1.26361
1.4,0.18687,0.37986
1.5,0.20023,0.25917
1.6,0.21353,-0.9752
1.7,0.22686,-1.33415
1.8,0.24024,-0.0653
1.9,0.25362,0.70589
2,0.26693,0.06794
2.1,0.28021,-0.22126
2.2,0.29361,1.26155
2.3,0.30699,0.49585
2.4,0.32032,0.08048
2.5,0.33363,-0.31687
2.6,0.34696,1.42457
2.7,0.36031,-1.2354
2.8,0.37367,-1.11314
2.9,0.387,0.37751
3,0.4003,0.92925
3.1,0.41363,-0.83256
3.2,0.42694,-1.25186
3.3,0.44019,0.75683
3.4,0.45352,0.1612
3.5,0.46685,-0.2338
3.6,0.48023,-0.89213
3.7,0.49354,-0.7487
3.8,0.50689,0.66749
3.9,0.52027,-0.54964
4,0.53363,-2.25032
4.1,0.54693,-0.99323
4.2,0.56026,1.09697
4.3,0.57362,-0.21656
4.4,0.587,-0.99323
4.5,0.6003,-0.78006
4.6,0.61361,-0.5418
4.7,0.62696,-0.97363
4.8,0.64029,0.09223
4.9,0.65357,0.88223
5,0.66688,0.66357
5.1,0.68018,1.17221
5.2,0.69359,1.98728
5.3,0.70694,2.19889
5.4,0.7202,0.89712
5.5,0.73355,2.76552
5.6,0.74693,3.85333
5.7,0.76034,4.13782
5.8,0.77367,3.51006
5.9,0.78695,5.0971
6,0.80025,6.8503
6.1,0.81363,7.76334
6.2,0.82699,8.72575
6.3,0.84029,7.1583
6.4,0.85362,10.08395
6.5,0.8669,10.30809
6.6,0.88026,9.07373
6.7,0.89354,9.76732
6.8,0.90697,10.54086
6.9,0.92032,9.83002
7,0.93365,12.02837
7.1,0.94693,13.75962
7.2,0.96021,12.05032
7.3,0.97349,12.63733
7.4,0.98685,14.08957
7.5,1.0002,13.4524
7.6,1.01358,15.16876
7.7,1.02699,14.39522
7.8,1.04039,15.06139
7.9,1.05367,16.75659
8,1.0669,17.43138
8.1,1.08023,16.35454
8.2,1.09364,18.02152
8.3,1.10697,18.60148
8.4,1.12025,18.44944
8.5,1.13358,19.45496
8.6,1.14691,20.4495
8.7,1.16026,19.59446
8.8,1.17364,20.7724
8.9,1.18695,21.26144
9,1.2003,22.06241
9.1,1.21366,23.4112
9.2,1.22691,22.61494
9.3,1.24019,24.62206
9.4,1.25357,25.22788
9.5,1.26693,25.28431
9.6,1.28026,25.70125
9.7,1.29359,26.9795
9.8,1.30689,26.45754
9.9,1.32027,26.62448
10,1.33358,27.52262
10.1,1.34691,27.90351
10.2,1.36021,29.18569
10.3,1.37357,30.66693
10.4,1.38695,30.19121
10.5,1.40025,30.7649
10.6,1.41361,30.895
10.7,1.42696,33.00087
10.8,1.44032,32.38251
10.9,1.45352,32.43345
11,1.46685,33.34414
11.1,1.48026,35.1373
11.2,1.49371,34.35828
11.3,1.50694,34.74152
11.4,1.5202,34.74701
11.5,1.53355,36.67576
11.6,1.54685,37.34976
11.7,1.56026,37.18753
11.8,1.57351,36.88971
11.9,1.58687,38.88116
12,1.60023,40.14453
12.1,1.61366,39.88746
12.2,1.62699,39.24167
12.3,1.64032,40.45096
