General : Start date,11/21/2024 9:56,
General : End date,11/21/2024 9:57,
Specimen Notes:,"Purple, 230, Print 19, Object 1, Seq 36",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.90904
0.1,0.00784,1.11829
0.2,0.0226,1.34557
0.3,0.03755,0.22563
0.4,0.05201,-0.6349
0.5,0.06602,0.04851
0.6,0.07973,0.60809
0.7,0.09328,-0.15369
0.8,0.10677,-0.0283
0.9,0.12022,0.78521
1,0.13368,0.43802
1.1,0.14698,0.04146
1.2,0.16029,-1.30264
1.3,0.17359,0.23347
1.4,0.18687,0.30087
1.5,0.20018,-1.00639
1.6,0.21351,-1.12081
1.7,0.22686,0.21936
1.8,0.24024,0.01324
1.9,0.25362,-1.46565
2,0.2669,0.0391
2.1,0.28018,-0.38959
2.2,0.29361,-0.56907
2.3,0.30697,0.10572
2.4,0.32032,0.43567
2.5,0.33363,-0.55496
2.6,0.34698,-0.94839
2.7,0.36036,-0.43897
2.8,0.37369,-0.23207
2.9,0.38697,-1.1984
3,0.4003,-0.74776
3.1,0.41363,0.72251
3.2,0.42694,-0.25166
3.3,0.44022,-0.85591
3.4,0.4535,-0.95388
3.5,0.46688,0.03519
3.6,0.48021,0.23425
3.7,0.49349,-0.27595
3.8,0.50689,0.51639
3.9,0.52027,1.54072
4,0.53363,1.18726
4.1,0.54693,2.08071
4.2,0.56031,2.52978
4.3,0.57362,1.56659
4.4,0.587,2.67791
4.5,0.6003,4.06118
4.6,0.61361,4.14269
4.7,0.62691,5.03614
4.8,0.64024,5.22031
4.9,0.6536,5.92253
5,0.66688,7.7494
5.1,0.68021,6.21329
5.2,0.69361,6.73839
5.3,0.70694,8.2502
5.4,0.7202,8.70632
5.5,0.73353,8.50883
5.6,0.74691,8.91871
5.7,0.76031,10.92505
5.8,0.77364,11.72367
5.9,0.78697,10.09665
6,0.80028,12.16491
6.1,0.81363,12.25347
6.2,0.82701,11.88198
6.3,0.84032,14.20338
6.4,0.85362,14.74493
6.5,0.86693,14.19084
6.6,0.88026,15.31156
6.7,0.89359,16.19012
6.8,0.90697,16.34765
6.9,0.9203,16.08667
7,0.93363,16.27163
7.1,0.94691,17.29596
7.2,0.96019,18.82344
7.3,0.97347,19.03113
7.4,0.98685,18.95275
7.5,1.0002,20.28508
7.6,1.01361,20.98574
7.7,1.02699,21.06097
7.8,1.04039,20.97633
7.9,1.05367,22.95289
8,1.0669,22.72874
