General : Start date,11/21/2024 10:23,
General : End date,11/21/2024 10:24,
Specimen Notes:,"Green, 230, Print 15, Object 3, Seq 49",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,1.59876
0.1,0.00799,0.2821
0.2,0.0227,-0.48047
0.3,0.03767,0.24448
0.4,0.05206,-0.21635
0.5,0.06605,-1.08472
0.6,0.07973,-0.63094
0.7,0.09328,0.93259
0.8,0.10677,-0.0455
0.9,0.12022,-0.6905
1,0.13365,-0.38172
1.1,0.14701,0.75939
1.2,0.16026,-0.92954
1.3,0.17357,-0.30099
1.4,0.18685,-0.39818
1.5,0.2002,-0.57608
1.6,0.21353,-0.185
1.7,0.22686,-0.73909
1.8,0.24024,-1.41075
1.9,0.25362,-0.77201
2,0.2669,-0.96246
2.1,0.28018,0.26407
2.2,0.29361,0.64967
2.3,0.30699,0.45217
2.4,0.32032,0.14887
2.5,0.33363,-0.22184
2.6,0.34696,-0.29002
2.7,0.36034,-0.8159
2.8,0.37369,-1.13253
2.9,0.387,0.89654
3,0.4003,-0.07215
3.1,0.41363,0.58227
3.2,0.42694,-0.13249
3.3,0.44019,-0.76339
3.4,0.4535,0.46392
3.5,0.46685,0.74215
3.6,0.48021,1.25314
3.7,0.49349,0.63007
3.8,0.50689,-0.30413
3.9,0.52032,-1.0275
4,0.53365,0.04228
4.1,0.54693,-0.15208
4.2,0.56029,0.11438
4.3,0.57362,-0.74301
4.4,0.587,-0.81355
4.5,0.6003,-0.17795
4.6,0.61363,0.85187
4.7,0.62696,-1.18974
4.8,0.64029,-0.52592
4.9,0.6536,-0.90133
5,0.66685,0.2053
5.1,0.68021,0.99372
5.2,0.69356,0.70453
5.3,0.70689,1.31505
5.4,0.72015,2.73124
5.5,0.73348,2.43499
5.6,0.74688,3.51575
5.7,0.76026,3.97501
5.8,0.77362,4.55262
5.9,0.78695,5.40531
6,0.80028,6.10361
6.1,0.81366,6.06678
6.2,0.82701,6.3497
6.3,0.84032,7.14362
6.4,0.85362,8.27532
6.5,0.86693,8.69383
6.6,0.88031,8.31372
6.7,0.89366,8.53081
6.8,0.90702,10.57085
6.9,0.92032,9.5857
7,0.93363,10.33651
7.1,0.94693,10.78559
7.2,0.96021,11.50035
7.3,0.97349,12.2488
7.4,0.98682,11.92199
7.5,1.0002,13.23865
7.6,1.01361,13.4432
7.7,1.02701,15.43622
7.8,1.04039,16.34064
7.9,1.05365,15.9284
8,1.06688,16.01539
8.1,1.08023,15.59139
8.2,1.09364,16.72858
8.3,1.10692,17.79209
8.4,1.12025,18.13772
8.5,1.1336,18.30309
8.6,1.14696,17.88457
8.7,1.16031,19.61034
8.8,1.17364,19.829
8.9,1.18695,20.58294
9,1.2003,21.94741
9.1,1.21366,23.07754
9.2,1.22694,22.71389
9.3,1.24019,22.61828
9.4,1.25355,23.31814
9.5,1.26693,24.21865
9.6,1.28013,24.85346
