General : Start date,11/21/2024 9:52,
General : End date,11/21/2024 9:53,
Specimen Notes:,"Green, 200, Print 3, Object 1, Seq 34",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.81543
0.1,0.00786,1.48551
0.2,0.02258,1.39695
0.3,0.03755,0.59128
0.4,0.05198,0.16572
0.5,0.06599,0.65084
0.6,0.0797,-0.031
0.7,0.09326,-0.25671
0.8,0.10677,0.31384
0.9,0.12022,0.56933
1,0.13365,-0.14385
1.1,0.14698,0.27152
1.2,0.16026,0.33892
1.3,0.17354,0.24723
1.4,0.1868,0.1281
1.5,0.20018,1.0913
1.6,0.21353,-0.60704
1.7,0.22691,0.05129
1.8,0.24029,0.38594
1.9,0.25365,0.42983
2,0.26693,-0.69481
2.1,0.28018,0.74724
2.2,0.29361,0.89615
2.3,0.30699,0.05129
2.4,0.32032,-0.763
2.5,0.33365,0.41651
2.6,0.34698,0.71119
2.7,0.36034,0.71511
2.8,0.37364,-0.43462
2.9,0.38695,0.49253
3,0.40028,1.08111
3.1,0.41363,1.27234
3.2,0.42696,-0.39386
3.3,0.44022,-0.21909
3.4,0.45352,0.8405
3.5,0.46688,0.27074
3.6,0.48018,0.83267
3.7,0.49351,0.55053
3.8,0.50687,0.27779
3.9,0.52027,0.52309
4,0.53363,0.79348
4.1,0.54691,0.93298
4.2,0.56026,1.62501
4.3,0.57362,2.01766
4.4,0.587,1.70182
4.5,0.60033,2.2034
4.6,0.61363,3.95033
4.7,0.62694,4.59768
4.8,0.64029,3.59452
4.9,0.6536,4.79518
5,0.66688,5.6322
5.1,0.68021,6.96218
5.2,0.69359,5.97704
5.3,0.70694,6.53662
5.4,0.7202,7.70829
5.5,0.73353,7.29605
5.6,0.74691,9.23421
5.7,0.76031,9.48265
5.8,0.77364,8.77964
5.9,0.78692,10.00226
6,0.80025,11.15355
6.1,0.81361,10.75698
6.2,0.82701,11.22722
6.3,0.84029,11.29305
6.4,0.85362,12.73119
6.5,0.86693,13.40127
6.6,0.88028,13.43811
6.7,0.89361,13.88091
6.8,0.90694,15.09334
6.9,0.92032,14.43344
7,0.93365,15.26654
7.1,0.94693,17.03463
7.2,0.96024,17.56599
7.3,0.97354,17.39514
7.4,0.98685,18.06993
7.5,1.0002,17.37319
7.6,1.01358,19.61857
7.7,1.02696,19.78785
7.8,1.04037,20.0551
7.9,1.05365,19.97438
8,1.0669,21.15154
8.1,1.08023,21.91332
8.2,1.09364,22.81068
8.3,1.10697,22.17038
8.4,1.12027,23.47528
8.5,1.1336,23.7151
8.6,1.14693,24.2065
8.7,1.16029,23.67905
8.8,1.17364,25.66893
8.9,1.18695,26.27083
9,1.2003,26.49968
9.1,1.21366,26.41739
9.2,1.22696,28.01149
9.3,1.24022,28.83361
9.4,1.25357,28.58987
9.5,1.26693,28.95509
9.6,1.28026,29.65887
9.7,1.29354,30.30702
9.8,1.30689,30.83681
9.9,1.3203,30.66283
10,1.33358,31.12131
10.1,1.34693,32.57512
10.2,1.36024,33.64177
10.3,1.37357,32.7781
10.4,1.38692,33.25226
10.5,1.40025,34.68099
10.6,1.41361,35.40985
10.7,1.42694,34.80325
10.8,1.44032,34.92473
10.9,1.4536,36.53842
11,1.46693,37.52356
11.1,1.48031,36.05721
11.2,1.49371,37.73046
11.3,1.50697,38.42484
11.4,1.52025,38.50322
11.5,1.53358,39.11844
11.6,1.54693,39.75718
11.7,1.56029,38.96248
11.8,1.57357,39.8238
11.9,1.58687,41.4367
12,1.60015,42.27451
12.1,1.61363,41.50332
12.2,1.62696,42.31212
12.3,1.64027,44.00497
12.4,1.6536,43.87487
12.5,1.66695,44.20717
12.6,1.68028,44.14918
12.7,1.69366,45.55597
12.8,1.70704,45.13276
12.9,1.7204,46.64613
13,1.73368,47.38283
13.1,1.74693,48.40324
13.2,1.76021,48.43067
13.3,1.77349,47.7551
13.4,1.78684,49.50751
13.5,1.8002,49.89702
13.6,1.81358,51.26462
13.7,1.82696,51.13374
13.8,1.84029,50.41585
13.9,1.85357,51.86652
14,1.86682,53.10089
14.1,1.88028,52.65887
14.2,1.89366,53.05857
14.3,1.90699,53.49119
14.4,1.9203,55.09782
14.5,1.93365,54.99045
14.6,1.94701,55.03826
14.7,1.96036,55.93014
14.8,1.97367,57.11983
14.9,1.98695,57.46624
15,2.0003,56.59631
15.1,2.01361,57.77974
15.2,2.02688,59.46553
15.3,2.04014,59.12539
15.4,2.05354,58.93416
15.5,2.06687,59.98827
15.6,2.0802,60.67011
15.7,2.09361,61.45933
15.8,2.10697,62.87786
15.9,2.12035,62.66861
16,2.1336,63.17098
16.1,2.14698,63.5989
16.2,2.16029,63.59733
16.3,2.17367,64.35754
16.4,2.18695,65.01665
16.5,2.20027,65.896
16.6,2.2136,66.02688
16.7,2.22691,65.88815
16.8,2.24021,67.0661
16.9,2.25352,67.45325
17,2.26685,67.94231
17.1,2.28025,68.28322
17.2,2.29361,69.92278
17.3,2.30686,70.42671
17.4,2.32019,70.28799
17.5,2.33355,70.98394
17.6,2.34693,70.83347
17.7,2.36026,71.17361
17.8,2.37369,72.22458
17.9,2.38697,73.26067
18,2.40033,72.35389
18.1,2.41371,73.63921
18.2,2.42699,74.87435
18.3,2.44026,75.0452
18.4,2.45359,75.38927
18.5,2.46692,75.53111
18.6,2.48023,75.74429
18.7,2.49363,76.91753
18.8,2.50699,76.4473
18.9,2.52032,77.58526
19,2.53362,80.02422
19.1,2.54693,78.80865
19.2,2.56023,78.74047
19.3,2.57354,79.67075
19.4,2.58689,81.24134
19.5,2.60025,81.18648
19.6,2.61366,81.9514
19.7,2.62701,82.10579
19.8,2.64029,82.97494
19.9,2.65354,83.57841
20,2.66687,83.43577
20.1,2.68031,83.64189
20.2,2.69363,84.83629
20.3,2.70696,85.58318
20.4,2.72027,86.12081
20.5,2.73362,85.5197
20.6,2.74698,86.17411
20.7,2.76033,87.39986
20.8,2.77361,88.16477
20.9,2.78694,88.1875
21,2.8003,88.78548
21.1,2.8136,90.34509
21.2,2.82691,89.87408
21.3,2.84026,89.31998
21.4,2.85362,90.71658
21.5,2.86687,90.97835
21.6,2.8802,91.8953
21.7,2.89351,93.01917
21.8,2.90694,93.19237
21.9,2.92027,92.4204
22,2.9336,93.8891
22.1,2.94693,93.8554
22.2,2.96028,95.24494
22.3,2.97364,95.77553
22.4,2.98694,96.29044
22.5,3.0003,96.56944
22.6,3.01363,96.86413
22.7,3.02698,97.12746
22.8,3.04026,97.86259
22.9,3.05359,99.1432
23,3.06692,98.95197
23.1,3.0803,100.05154
23.2,3.09356,100.54999
23.3,3.10686,100.28979
23.4,3.12019,100.85799
23.5,3.13355,100.93793
23.6,3.14695,101.08919
23.7,3.16023,102.54536
23.8,3.17356,103.22406
23.9,3.18684,103.19741
24,3.2003,103.73427
24.1,3.21363,104.2382
24.2,3.22698,105.2398
24.3,3.24031,104.67944
24.4,3.25364,104.95139
24.5,3.267,106.41148
24.6,3.28033,107.41073
24.7,3.29368,106.87466
24.8,3.30701,107.44128
24.9,3.32032,109.22739
25,3.33362,109.77365
25.1,3.34685,109.00012
25.2,3.36013,109.0346
25.3,3.37351,110.40063
25.4,3.38687,111.42575
25.5,3.40027,110.91555
25.6,3.41365,111.87482
25.7,3.42696,111.2831
25.8,3.44026,112.11856
25.9,3.45352,113.13976
26,3.46695,113.03631
26.1,3.48033,112.483
26.2,3.49363,113.86314
26.3,3.50696,114.64608
26.4,3.52029,114.42115
26.5,3.53367,115.39767
26.6,3.547,115.6657
26.7,3.56031,115.82481
26.8,3.57359,115.70489
26.9,3.58694,117.11167
27,3.60027,118.36877
27.1,3.61355,118.25278
27.2,3.62683,118.24103
27.3,3.64021,118.8539
27.4,3.65352,120.28342
27.5,3.66682,119.46207
27.6,3.68018,121.21684
27.7,3.69358,121.68315
27.8,3.70701,120.12666
27.9,3.72027,121.83832
28,3.73365,122.70355
28.1,3.74695,122.92535
28.2,3.76033,122.00604
28.3,3.77364,123.49199
28.4,3.78697,125.35648
28.5,3.80027,124.0163
28.6,3.81358,124.51945
28.7,3.82693,125.23656
28.8,3.84021,126.00069
28.9,3.85354,126.42076
29,3.86692,126.27892
29.1,3.88025,127.58303
29.2,3.89353,128.22569
29.3,3.90689,127.68492
29.4,3.92024,128.33698
29.5,3.93362,129.27274
29.6,3.947,129.62465
29.7,3.96026,130.42169
29.8,3.97354,130.55492
29.9,3.98694,129.95146
30,4.00032,131.88647
30.1,4.01368,131.7697
30.2,4.02696,131.13487
30.3,4.04029,132.03616
30.4,4.05359,133.89281
30.5,4.06695,133.24467
30.6,4.0803,134.12871
30.7,4.09363,134.19453
30.8,4.10696,134.46884
30.9,4.12027,135.38893
31,4.1336,134.18436
31.1,4.14688,135.93755
31.2,4.16021,137.54654
31.3,4.17356,137.20718
31.4,4.18692,137.2691
31.5,4.20035,138.3765
31.6,4.2137,137.82085
31.7,4.22698,138.08339
31.8,4.24021,139.17747
31.9,4.25352,140.17281
32,4.26695,139.35693
32.1,4.28025,139.35538
32.2,4.29358,139.92906
32.3,4.30691,139.83345
32.4,4.32029,139.78093
32.5,4.33365,140.8421
32.6,4.347,142.34607
32.7,4.36028,141.2567
32.8,4.37364,141.60545
32.9,4.38699,142.44405
33,4.40027,143.69565
33.1,4.41355,142.77791
33.2,4.42688,143.56476
33.3,4.44024,145.03424
33.4,4.45349,145.23958
33.5,4.4668,145.65262
33.6,4.48018,145.79446
33.7,4.49358,145.69101
33.8,4.50694,145.48332
33.9,4.52027,147.04451
34,4.53362,146.70201
34.1,4.54695,145.95825
34.2,4.56033,146.72083
34.3,4.57364,147.57979
34.4,4.58697,148.33844
34.5,4.6003,147.70518
34.6,4.61365,148.51477
34.7,4.62693,149.36748
34.8,4.64021,149.11668
34.9,4.65354,148.79065
35,4.66695,149.89491
35.1,4.68023,150.12689
35.2,4.69351,150.9843
35.3,4.70686,150.43961
35.4,4.72022,151.44041
35.5,4.73362,151.76253
35.6,4.7469,151.56113
35.7,4.76021,152.79471
35.8,4.77354,152.76335
35.9,4.78699,152.00078
36,4.80032,153.68736
36.1,4.81365,153.17166
36.2,4.82701,153.50946
36.3,4.84031,153.57137
36.4,4.85367,154.45149
36.5,4.867,153.90132
36.6,4.88035,154.02751
36.7,4.89368,154.91077
36.8,4.90699,154.96405
36.9,4.92027,154.88568
37,4.93352,155.33397
37.1,4.9468,156.42883
37.2,4.96018,156.87164
37.3,4.97354,155.8387
37.4,4.98694,156.43668
37.5,5.00032,157.09187
37.6,5.01363,156.74077
37.7,5.02696,157.9908
37.8,5.04021,158.84506
37.9,5.05359,157.8129
38,5.067,158.08485
38.1,5.0803,159.2816
38.2,5.09363,160.09746
38.3,5.10696,158.69458
38.4,5.12034,159.62643
38.5,5.13367,160.01595
38.6,5.14695,160.44229
38.7,5.16026,159.90231
38.8,5.17361,160.45013
38.9,5.18692,160.96425
39,5.20022,161.05673
39.1,5.21353,161.34671
39.2,5.22688,161.00343
39.3,5.24021,161.33731
39.4,5.25352,161.05673
