General : Start date,11/19/2024 10:11,
General : End date,11/19/2024 10:12,
Specimen Notes:,"Red, 200, Print 14, Object 1, Seq 1",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.31209
0.1,0.00781,1.35915
0.2,0.02258,1.42341
0.3,0.0375,0.37792
0.4,0.05198,-0.58449
0.5,0.06597,0.36695
0.6,0.0797,0.01741
0.7,0.09328,-0.67305
0.8,0.10674,0.00173
0.9,0.12017,0.18356
1,0.13365,0.81367
1.1,0.14701,-1.20677
1.2,0.16029,-0.03275
1.3,0.17357,-1.21069
1.4,0.18687,1.03625
1.5,0.20023,-0.23574
1.6,0.21353,0.56053
1.7,0.22689,-0.55549
1.8,0.24027,0.40222
1.9,0.25362,-0.57744
2,0.2669,-0.84077
2.1,0.28021,0.61461
2.2,0.29361,-0.76161
2.3,0.30699,-0.02648
2.4,0.32032,-0.93952
2.5,0.3336,0.32855
2.6,0.34696,-0.37289
2.7,0.36031,-0.3674
2.8,0.37367,-1.03122
2.9,0.38697,0.35363
3,0.40033,-0.76005
3.1,0.41363,-0.16676
3.2,0.42691,0.07619
3.3,0.44022,0.16867
3.4,0.45352,-0.21928
3.5,0.46688,-0.37289
3.6,0.48023,-0.1362
3.7,0.49356,0.71022
3.8,0.50689,-0.32743
3.9,0.52027,-0.51631
4,0.53363,0.11851
4.1,0.54691,0.04406
4.2,0.56026,0.56288
4.3,0.57359,-0.88309
4.4,0.587,0.03152
4.5,0.6003,-0.33762
4.6,0.61361,0.90302
4.7,0.62696,1.30429
4.8,0.64032,1.97986
4.9,0.6536,2.37642
5,0.66685,2.95403
5.1,0.68018,2.99478
5.2,0.69359,2.94071
5.3,0.70692,4.18134
5.4,0.72017,5.34126
5.5,0.73358,6.29662
5.6,0.74693,5.92043
5.7,0.76031,6.54819
5.8,0.77364,6.19944
5.9,0.78692,7.43694
6,0.80025,8.99655
6.1,0.81363,9.04358
6.2,0.82699,9.39782
6.3,0.84032,10.58987
6.4,0.85362,11.72
6.5,0.8669,11.14788
6.6,0.88026,12.5194
6.7,0.89356,12.22315
6.8,0.90694,12.83838
6.9,0.9203,12.41595
7,0.93365,14.76634
7.1,0.94693,14.47401
7.2,0.96021,15.78518
7.3,0.97354,15.14096
7.4,0.9869,16.63082
7.5,1.00023,16.40746
7.6,1.01356,18.30016
7.7,1.02696,18.11206
7.8,1.04037,18.96476
7.9,1.05362,18.87855
8,1.0669,19.21085
8.1,1.08026,21.14351
8.2,1.09364,21.03771
8.3,1.10694,21.69369
8.4,1.12027,21.10041
8.5,1.13355,22.69608
8.6,1.14691,22.72586
8.7,1.16026,24.49708
8.8,1.17362,24.43986
8.9,1.18692,25.60605
9,1.2003,25.00963
9.1,1.21363,26.43993
9.2,1.22694,26.06061
9.3,1.24024,27.7417
9.4,1.2536,27.25579
9.5,1.26695,28.86164
9.6,1.28023,28.94393
9.7,1.29359,28.62182
9.8,1.30687,29.59129
9.9,1.32027,30.98946
10,1.33363,30.70183
10.1,1.34696,30.60073
10.2,1.36024,30.97927
10.3,1.37359,32.44405
10.4,1.38695,32.39154
10.5,1.40023,33.74582
10.6,1.41356,33.93392
10.7,1.42691,34.34145
10.8,1.44029,33.95429
10.9,1.4536,36.21378
11,1.46693,36.01784
11.1,1.48031,37.2961
11.2,1.49369,37.898
11.3,1.50697,38.54379
11.4,1.52025,37.90348
11.5,1.53355,39.05243
11.6,1.54688,40.01876
11.7,1.56029,40.90751
11.8,1.57357,40.31579
11.9,1.5869,41.81741
12,1.60023,42.66932
12.1,1.61363,42.2947
12.2,1.62694,44.01733
12.3,1.64027,43.65133
12.4,1.6536,44.82927
12.5,1.66693,43.89272
12.6,1.68028,45.74309
12.7,1.69364,45.67491
12.8,1.70702,46.68591
12.9,1.72037,45.96724
13,1.73368,48.41716
13.1,1.74696,47.33797
13.2,1.76026,49.50576
13.3,1.77354,50.00421
13.4,1.78687,51.09672
13.5,1.80023,51.03794
13.6,1.81356,51.59831
13.7,1.82694,51.65865
13.8,1.84024,52.57796
13.9,1.85354,52.80368
14,1.86685,53.37736
14.1,1.88028,55.13134
14.2,1.89366,54.56628
14.3,1.90697,55.75675
14.4,1.92027,56.2168
14.5,1.93363,57.90416
14.6,1.94701,57.42452
14.7,1.96031,57.48722
14.8,1.97362,57.94805
14.9,1.98697,58.45512
15,2.0003,59.60093
15.1,2.01358,59.52334
15.2,2.02688,61.2828
15.3,2.04019,61.29299
15.4,2.05357,60.80708
15.5,2.0669,61.47482
15.6,2.08023,62.554
15.7,2.09356,63.14572
15.8,2.10694,64.69984
15.9,2.12032,65.27745
16,2.13363,64.92556
16.1,2.14696,66.02591
16.2,2.16029,66.022
16.3,2.17369,67.64195
16.4,2.18695,67.1678
16.5,2.20027,68.5111
16.6,2.21358,68.48524
16.7,2.22691,69.57697
16.8,2.24021,69.23056
16.9,2.25349,70.88187
17,2.26685,70.82466
17.1,2.28025,71.29411
17.2,2.29364,70.54095
17.3,2.30691,73.04182
17.4,2.32024,72.64369
17.5,2.3336,74.45723
17.6,2.34701,74.17196
17.7,2.36031,74.88358
17.8,2.37359,74.74878
17.9,2.38694,77.30372
18,2.40033,76.63364
18.1,2.41366,76.49491
18.2,2.42696,77.86879
18.3,2.44029,78.21127
18.4,2.45357,78.95816
18.5,2.4669,79.28654
18.6,2.48023,80.08752
18.7,2.49361,80.42373
18.8,2.50696,80.66434
18.9,2.52032,81.40339
19,2.5336,82.30702
19.1,2.5469,83.19812
19.2,2.56021,84.31806
19.3,2.57356,84.88313
19.4,2.58689,84.38468
19.5,2.60025,84.63469
19.6,2.61366,84.85335
19.7,2.62704,85.88786
19.8,2.64026,87.00703
19.9,2.65354,87.54858
20,2.6669,88.1011
20.1,2.68031,88.67245
20.2,2.69361,90.41388
20.3,2.70694,88.53608
