General : Start date,11/21/2024 10:34,
General : End date,11/21/2024 10:35,
Specimen Notes:,"Red, 230, Print 15, Object 1, Seq 53",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,-0.00003,0.80143
0.1,0.00771,0.81945
0.2,0.02255,0.98717
0.3,0.03755,0.83983
0.4,0.05198,1.02009
0.5,0.06602,-0.08105
0.6,0.07973,0.09842
0.7,0.09328,-0.0497
0.8,0.10679,-1.00349
0.9,0.12025,0.45894
1,0.13368,0.52242
1.1,0.14698,0.31943
1.2,0.16029,0.3884
1.3,0.17359,-0.64612
1.4,0.18682,-0.37965
1.5,0.20013,0.76224
1.6,0.21356,0.83591
1.7,0.22689,0.67054
1.8,0.24024,0.30925
1.9,0.25365,0.73481
2,0.2669,0.78732
2.1,0.28018,0.00203
2.2,0.29359,-0.90945
2.3,0.30697,0.17758
2.4,0.3203,0.16582
2.5,0.33363,0.46756
2.6,0.34696,0.62744
2.7,0.36031,0.02162
2.8,0.37367,0.39311
2.9,0.387,-0.3773
3,0.4003,-0.21977
3.1,0.41366,1.21523
3.2,0.42691,0.32335
3.3,0.44019,0.8892
3.4,0.45352,0.39781
3.5,0.46688,-0.45645
3.6,0.48021,0.59139
3.7,0.49354,-0.05362
3.8,0.50689,-0.8107
3.9,0.52027,-0.0834
4,0.53363,0.79672
4.1,0.54691,0.10469
4.2,0.56026,0.18542
4.3,0.57362,0.75989
4.4,0.58702,1.04438
4.5,0.6003,2.01463
4.6,0.61366,3.00683
4.7,0.62699,3.46061
4.8,0.64029,2.87046
4.9,0.6536,3.68005
5,0.66685,4.21455
5.1,0.68018,4.56331
5.2,0.69361,6.02731
5.3,0.70697,6.11665
5.4,0.72017,6.3165
5.5,0.73355,7.50306
5.6,0.74691,7.19663
5.7,0.76029,6.90822
5.8,0.77359,9.12067
5.9,0.78692,9.01644
6,0.80025,9.28212
6.1,0.81366,10.78374
6.2,0.82699,11.46401
6.3,0.84029,11.64505
6.4,0.8536,12.60355
6.5,0.86693,12.09648
6.6,0.88026,12.61765
6.7,0.89356,13.70782
6.8,0.90697,13.82302
6.9,0.9203,14.63261
7,0.93365,14.84422
7.1,0.94696,15.56682
7.2,0.96021,15.83798
7.3,0.97354,16.23533
7.4,0.9869,17.96188
7.5,1.00023,17.91172
7.6,1.01358,19.42353
7.7,1.02696,18.91803
7.8,1.04037,20.24409
7.9,1.05365,19.90395
8,1.0669,21.15399
8.1,1.08023,22.05763
8.2,1.09364,22.70499
8.3,1.10694,23.92133
8.4,1.12027,23.49263
8.5,1.13358,24.32808
8.6,1.14693,23.36567
8.7,1.16029,23.73872
8.8,1.17364,26.03425
8.9,1.18695,26.00917
9,1.20028,26.33128
9.1,1.21363,27.37834
9.2,1.22694,28.75613
9.3,1.24022,28.42148
9.4,1.2536,28.51004
9.5,1.26695,29.71306
9.6,1.28018,31.4639
9.7,1.29359,31.14571
9.8,1.30692,31.44117
9.9,1.32027,33.06741
10,1.33355,33.03684
10.1,1.34691,33.06584
10.2,1.36021,34.10506
10.3,1.37359,33.95458
10.4,1.38695,35.92957
10.5,1.40025,36.76345
10.6,1.41363,36.74622
10.7,1.42696,37.22899
10.8,1.44029,37.24858
10.9,1.45355,37.55972
11,1.46688,38.33091
11.1,1.48028,39.38267
11.2,1.49374,39.29567
11.3,1.50697,39.02137
11.4,1.52025,40.45324
11.5,1.53358,40.28944
11.6,1.54688,41.64528
11.7,1.56026,42.85379
11.8,1.57357,43.4792
