General : Start date,11/19/2024 11:09,
General : End date,11/19/2024 11:10,
Specimen Notes:,"Red, 215, Print 13, Object 1, Seq 25",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.592
0.1,0.00776,1.57636
0.2,0.02263,0.24794
0.3,0.0376,0.94232
0.4,0.05198,0.40704
0.5,0.06602,0.04731
0.6,0.0797,0.76363
0.7,0.09328,0.04182
0.8,0.10677,0.50657
0.9,0.12025,0.09041
1,0.13365,0.16722
1.1,0.14701,-0.85006
1.2,0.16031,0.41644
1.3,0.17359,-0.76306
1.4,0.18687,0.61002
1.5,0.20013,-0.73093
1.6,0.21351,-0.15725
1.7,0.22686,0.0238
1.8,0.24024,0.17035
1.9,0.2536,-0.39393
2,0.26685,0.17192
2.1,0.28021,1.25973
2.2,0.29361,0.82946
2.3,0.30699,-0.16038
2.4,0.32032,-0.34847
2.5,0.33365,-0.28264
2.6,0.34698,1.80599
2.7,0.36036,0.30907
2.8,0.37372,1.3044
2.9,0.387,1.19311
3,0.40033,0.89608
3.1,0.41363,-0.11728
3.2,0.42694,0.08492
3.3,0.44019,-0.21524
3.4,0.4535,0.60924
3.5,0.46688,0.07082
3.6,0.48018,-0.14627
3.7,0.49349,1.08653
3.8,0.50684,0.04966
3.9,0.52025,0.96113
4,0.53363,1.57949
4.1,0.54691,0.72915
4.2,0.56026,1.11788
4.3,0.57359,0.23618
4.4,0.58702,1.34202
4.5,0.6003,0.55438
4.6,0.61363,1.47055
4.7,0.62696,1.92747
4.8,0.64029,0.85298
4.9,0.6536,1.67667
5,0.66685,1.21036
5.1,0.68021,1.57636
5.2,0.69361,0.85219
5.3,0.70694,0.7315
5.4,0.7202,1.64297
5.5,0.73355,2.80681
5.6,0.74691,2.55444
5.7,0.76031,3.88913
5.8,0.77362,3.96045
5.9,0.7869,4.28961
6,0.80025,5.88057
6.1,0.81366,5.27397
6.2,0.82701,7.06087
6.3,0.84032,6.23403
6.4,0.85365,7.83284
6.5,0.86693,7.8156
6.6,0.88028,7.99193
6.7,0.89364,8.15651
6.8,0.90697,8.88616
6.9,0.92032,9.97946
7,0.93365,10.30549
7.1,0.94693,10.29373
7.2,0.96019,10.88466
7.3,0.97352,11.96385
7.4,0.9869,11.99364
7.5,1.0002,13.02267
7.6,1.01358,13.36359
7.7,1.02696,13.81031
7.8,1.04034,15.36287
7.9,1.0536,15.04781
8,1.06688,16.93973
8.1,1.08026,16.19676
8.2,1.09364,16.88722
8.3,1.10694,18.42645
8.4,1.12027,18.51423
8.5,1.13358,19.88262
8.6,1.14693,19.21488
8.7,1.16034,19.6859
8.8,1.17367,20.124
8.9,1.18695,21.30351
9,1.20033,22.01984
9.1,1.21366,21.5833
9.2,1.22694,22.88115
9.3,1.24022,23.88275
9.4,1.25357,24.60143
9.5,1.26695,24.68294
9.6,1.28018,25.98705
9.7,1.29351,25.92749
9.8,1.30687,27.06311
9.9,1.32027,27.57331
10,1.3336,27.53805
10.1,1.34691,28.06001
10.2,1.36021,27.77552
10.3,1.37359,30.48407
10.4,1.38697,29.68232
10.5,1.40025,30.82891
10.6,1.41361,31.39711
10.7,1.42696,31.61185
10.8,1.44032,32.97553
10.9,1.45357,32.62835
11,1.4669,34.37762
11.1,1.48031,34.07275
11.2,1.49371,34.90428
11.3,1.50694,34.77654
11.4,1.52025,36.45057
11.5,1.53353,36.17078
11.6,1.54688,37.43336
11.7,1.56026,37.51487
11.8,1.57354,37.45531
11.9,1.5869,38.29155
12,1.60025,37.86598
12.1,1.61366,40.77282
12.2,1.62696,39.61604
12.3,1.64029,40.45698
12.4,1.65365,41.21641
12.5,1.66698,41.05653
12.6,1.68031,42.14277
12.7,1.69369,42.20782
12.8,1.70707,43.05581
12.9,1.7204,43.38498
13,1.73368,44.54646
13.1,1.74691,45.8349
13.2,1.76016,45.92346
13.3,1.77344,46.04416
13.4,1.78684,47.73387
13.5,1.8002,48.06382
13.6,1.81361,48.0356
13.7,1.82696,48.92357
13.8,1.84024,48.81384
13.9,1.85354,49.82877
14,1.86685,50.95576
14.1,1.88031,51.43071
14.2,1.89366,52.7889
14.3,1.90699,52.55849
14.4,1.9203,53.30616
14.5,1.93363,53.72546
14.6,1.94703,54.30933
14.7,1.96034,54.90966
14.8,1.97369,55.40498
14.9,1.987,55.90656
15,2.0003,55.93007
15.1,2.01353,57.75302
15.2,2.02683,58.02732
15.3,2.04016,57.89644
15.4,2.05352,57.81572
15.5,2.06687,59.43724
15.6,2.08018,58.89491
15.7,2.09353,60.86597
15.8,2.10691,61.3754
15.9,2.12035,61.59484
16,2.13365,62.41697
16.1,2.14701,62.41854
16.2,2.16031,63.99148
16.3,2.17372,63.64193
16.4,2.18697,65.03618
16.5,2.2003,65.56049
16.6,2.2136,65.4014
16.7,2.22691,67.22669
16.8,2.24024,67.49943
16.9,2.25352,68.3004
17,2.26685,68.29569
17.1,2.28025,68.93208
17.2,2.29356,68.93522
17.3,2.30684,70.3177
17.4,2.32019,70.3467
17.5,2.33357,71.4306
17.6,2.34695,71.49799
17.7,2.36026,71.76525
17.8,2.37356,73.45417
17.9,2.38697,73.5349
18,2.40035,74.46439
18.1,2.41371,74.14072
18.2,2.42696,75.9809
18.3,2.44029,76.63766
18.4,2.45357,75.61569
18.5,2.4669,76.91432
18.6,2.48028,77.34538
18.7,2.49363,78.3266
18.8,2.50699,78.53742
18.9,2.52032,79.01549
19,2.5336,79.76787
19.1,2.54693,80.69032
19.2,2.56026,81.31181
19.3,2.57359,82.36279
19.4,2.58692,82.391
19.5,2.60025,82.81656
19.6,2.61363,84.66929
19.7,2.62701,83.25075
19.8,2.64026,85.05253
19.9,2.65354,85.37699
20,2.6669,85.24298
20.1,2.68031,86.50164
20.2,2.69361,86.62547
20.3,2.70691,88.25248
20.4,2.72022,88.60829
20.5,2.7336,88.78855
20.6,2.74698,89.39124
20.7,2.76033,89.54876
20.8,2.77364,90.77373
20.9,2.78699,91.05508
21,2.80032,91.39522
21.1,2.8136,92.5567
21.2,2.82688,92.71815
21.3,2.84026,93.38902
21.4,2.85359,94.80051
21.5,2.86682,94.79111
21.6,2.88018,95.25899
21.7,2.89351,96.19162
21.8,2.90691,96.31153
21.9,2.92024,97.01688
22,2.93357,97.70186
22.1,2.9469,98.89939
22.2,2.96026,98.33119
22.3,2.97364,99.61181
22.4,2.98694,100.64632
22.5,3.00032,99.63375
22.6,3.01363,100.79131
22.7,3.02698,100.20509
22.8,3.04024,101.94809
22.9,3.05357,103.12994
23,3.06695,102.5931
23.1,3.0803,104.8079
23.2,3.09361,104.65821
23.3,3.10686,104.51321
23.4,3.12019,105.68019
23.5,3.13355,106.43335
23.6,3.14695,106.1277
23.7,3.16023,107.61599
23.8,3.17354,107.13634
23.9,3.18692,108.54235
24,3.20035,109.32999
24.1,3.21365,110.28065
24.2,3.22698,110.14664
24.3,3.24031,110.89353
24.4,3.25364,111.80971
24.5,3.26697,112.35361
24.6,3.28033,113.4187
24.7,3.29368,112.66553
24.8,3.30704,112.84579
24.9,3.32032,114.3858
25,3.3336,114.40227
25.1,3.34683,116.27929
25.2,3.36018,116.5724
25.3,3.37354,116.88197
25.4,3.38687,117.24093
25.5,3.40022,118.63673
25.6,3.4136,118.78879
25.7,3.42691,119.39225
25.8,3.44019,120.41344
25.9,3.45354,120.38759
26,3.46697,122.1925
26.1,3.48033,121.76458
26.2,3.49366,122.07259
26.3,3.50696,123.04207
26.4,3.52027,123.38298
26.5,3.53365,124.43787
26.6,3.54698,123.80541
26.7,3.56033,126.61899
26.8,3.57364,125.27646
26.9,3.58699,126.329
27,3.60025,125.6166
27.1,3.61348,127.06648
27.2,3.62681,128.23503
27.3,3.64019,129.38632
27.4,3.65352,128.38158
27.5,3.66685,130.38086
27.6,3.6802,131.03058
27.7,3.69358,130.80173
27.8,3.70701,132.14346
27.9,3.72029,132.0071
28,3.73365,133.51733
28.1,3.74698,132.97029
28.2,3.76036,134.20387
28.3,3.77366,134.66158
28.4,3.78697,135.00014
28.5,3.80027,135.65533
28.6,3.8136,136.07933
28.7,3.82693,136.76666
28.8,3.84021,137.51199
28.9,3.85357,138.30119
29,3.8669,139.0285
29.1,3.8802,138.56453
29.2,3.89351,138.802
29.3,3.90689,140.34358
29.4,3.92024,141.12418
29.5,3.93362,139.66331
29.6,3.94695,141.59441
29.7,3.96023,141.67357
29.8,3.97359,143.05058
29.9,3.98702,143.9738
30,4.00037,143.94637
30.1,4.01368,144.96913
30.2,4.02696,144.92368
30.3,4.04024,145.79753
30.4,4.05359,145.81633
30.5,4.06692,146.47075
30.6,4.08033,147.86736
30.7,4.09366,147.05855
30.8,4.10699,149.2859
30.9,4.12027,148.92146
31,4.13355,150.34941
31.1,4.14685,150.5618
31.2,4.16021,150.9176
31.3,4.17356,150.66995
31.4,4.18694,152.11514
31.5,4.20035,151.54851
31.6,4.2137,153.15985
31.7,4.22693,152.91689
31.8,4.24021,153.11519
31.9,4.25359,154.52902
32,4.26695,154.54469
32.1,4.28025,156.72423
32.2,4.29356,155.67484
32.3,4.30691,156.89665
32.4,4.32029,157.87317
32.5,4.33365,157.87161
32.6,4.34698,158.99547
32.7,4.36028,158.19136
32.8,4.37364,159.80583
32.9,4.38699,160.13579
33,4.40027,159.64282
33.1,4.41355,161.97676
33.2,4.42691,161.9893
33.3,4.44024,161.30745
33.4,4.45344,163.07555
33.5,4.46677,162.78635
33.6,4.48018,163.64453
33.7,4.49361,164.72528
33.8,4.50696,164.54895
33.9,4.52029,165.74805
34,4.5336,165.93927
34.1,4.54695,166.43303
34.2,4.56033,167.26848
34.3,4.57364,166.72379
34.4,4.58702,167.76144
34.5,4.60032,167.85548
34.6,4.61363,168.76617
34.7,4.62696,170.17296
34.8,4.64026,169.33595
34.9,4.65357,171.81094
35,4.66697,170.93004
35.1,4.68023,171.33994
35.2,4.69351,171.98807
35.3,4.70686,173.14799
35.4,4.72019,171.97319
35.5,4.73357,173.79063
35.6,4.74685,173.77261
35.7,4.76023,174.77577
35.8,4.77356,175.17157
35.9,4.78699,175.07204
36,4.80032,176.72804
36.1,4.81365,176.22725
36.2,4.82698,177.44514
36.3,4.84031,177.95615
36.4,4.85367,178.772
36.5,4.86702,179.00868
36.6,4.88035,178.50397
36.7,4.89371,180.12314
36.8,4.90699,179.24223
36.9,4.92024,180.57614
37,4.9335,181.07851
37.1,4.9468,180.97662
37.2,4.96021,181.86772
37.3,4.97356,182.5284
37.4,4.98694,182.49626
37.5,5.00032,183.20396
37.6,5.01363,183.5927
37.7,5.02691,183.30742
