, ,Black,Blue,Green,Purple,Red,Temperature STD
0,200,49.4997311984624,46.74601221402443,45.58629502759005,48.666493303986606,50.66903069006138,1.8408122375781029
1,215,50.35987389174778,50.17236443672888,49.06014563829128,47.21057641515283,53.00838495876992,1.8903275281279903
2,230,48.61676678653357,48.51455059210118,48.13696211792424,45.40661575423151,51.61302495504991,1.9695988221413996
