, ,Black,Blue,Green,Purple,Red,Temperature STD
0,200,29.17686102672205,29.781627131254265,29.086233492466988,30.224203701407404,29.758221185442373,0.4220208163712146
1,215,23.087161820323644,20.876933101866207,21.17335721371443,22.093599262198527,23.575154380308764,1.0475129564480243
2,230,19.68759107818216,19.55531213962428,19.37299944199889,18.912036611073223,20.074919647839295,0.38170578824375
