General : Start date,11/21/2024 10:40,
General : End date,11/21/2024 10:41,
Specimen Notes:,"Red, 200, Print 11, Object 1, Seq 56",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,-0.16418
0.1,0.00781,1.4064
0.2,0.02263,0.33348
0.3,0.0376,-0.60699
0.4,0.05201,0.0921
0.5,0.06602,-0.28723
0.6,0.07973,0.50042
0.7,0.09328,0.78491
0.8,0.10682,-0.09992
0.9,0.12027,0.04351
1,0.13368,-0.33033
1.1,0.14698,-0.89148
1.2,0.16029,-0.01057
1.3,0.17359,-0.27155
1.4,0.18682,-0.38519
1.5,0.20015,-0.25353
1.6,0.21351,-0.78881
1.7,0.22689,0.00275
1.8,0.24024,0.70575
1.9,0.25362,-0.67752
2,0.26688,-0.31622
2.1,0.28018,-0.53567
2.2,0.29356,0.0247
2.3,0.30694,0.06075
2.4,0.32032,0.3233
2.5,0.33365,-0.1775
2.6,0.34701,-0.04035
2.7,0.36036,-0.32485
2.8,0.37372,-0.30212
2.9,0.387,-0.49883
3,0.4003,-0.01606
3.1,0.41366,0.91422
3.2,0.42691,1.04276
3.3,0.44019,0.51688
3.4,0.45347,0.01137
3.5,0.46685,-0.32093
3.6,0.48016,0.40245
3.7,0.49341,-0.15869
3.8,0.50679,-1.10857
3.9,0.52025,-0.81781
4,0.53365,-0.78332
4.1,0.54693,1.08351
4.2,0.56031,1.57726
4.3,0.57364,1.47145
4.4,0.58705,1.68384
4.5,0.60033,1.58274
4.6,0.61371,2.37274
4.7,0.62699,2.68466
4.8,0.64029,3.82498
4.9,0.6536,4.73018
5,0.6669,5.10481
5.1,0.68018,5.44103
5.2,0.69359,5.01389
5.3,0.70692,6.73339
5.4,0.72015,6.50689
5.5,0.7335,7.65583
5.6,0.74688,7.60567
5.7,0.76029,7.48263
5.8,0.77359,7.92465
5.9,0.78692,9.50229
6,0.80028,9.49288
6.1,0.81368,10.45765
6.2,0.82704,9.2805
6.3,0.84034,11.12303
6.4,0.85365,10.79152
6.5,0.86695,12.21555
6.6,0.88033,12.83626
6.7,0.89366,13.31511
6.8,0.90702,14.1921
6.9,0.92032,14.48208
7,0.93363,13.94445
7.1,0.94693,14.4523
7.2,0.96024,15.65689
7.3,0.97354,17.43516
7.4,0.98685,17.71417
7.5,1.0002,17.84661
7.6,1.01358,17.56056
7.7,1.02699,19.53241
7.8,1.04034,20.0097
7.9,1.05362,20.07083
8,1.06688,19.71267
8.1,1.08023,21.07008
8.2,1.09359,21.52777
8.3,1.10692,22.66183
8.4,1.12025,22.20021
8.5,1.1336,23.91814
8.6,1.14698,23.58741
8.7,1.16031,23.22062
8.8,1.17364,24.35781
8.9,1.18695,25.69328
9,1.2003,26.78187
9.1,1.21366,28.06796
9.2,1.22694,27.85557
9.3,1.24022,28.4418
9.4,1.25357,28.25136
9.5,1.26693,28.27408
9.6,1.28016,29.52648
9.7,1.29346,30.4262
9.8,1.30687,30.84784
9.9,1.3203,30.58607
10,1.3336,32.26716
10.1,1.34691,32.43567
10.2,1.36024,33.75389
10.3,1.37359,34.01487
10.4,1.38697,34.42554
10.5,1.40033,34.59718
10.6,1.41368,35.87074
10.7,1.42696,36.05491
10.8,1.44029,36.96325
10.9,1.4536,37.54791
11,1.4669,38.2611
11.1,1.48028,37.98836
11.2,1.49369,39.22665
11.3,1.50692,39.15141
11.4,1.52017,40.20317
11.5,1.53353,40.53077
11.6,1.54688,41.80824
11.7,1.56026,41.61544
11.8,1.57351,43.17897
11.9,1.58687,42.89919
12,1.60023,44.15393
12.1,1.61366,43.92665
12.2,1.62696,43.94938
12.3,1.64032,44.83969
12.4,1.65362,45.80994
12.5,1.66698,46.57016
12.6,1.68033,47.69324
12.7,1.69371,48.68465
12.8,1.70707,48.08039
12.9,1.7204,48.80299
13,1.73368,48.37821
13.1,1.74696,49.41195
13.2,1.76024,50.92532
13.3,1.77349,51.22862
13.4,1.78682,52.39245
13.5,1.8002,52.11423
13.6,1.81358,53.43481
13.7,1.82694,55.00853
13.8,1.84027,53.85018
13.9,1.85354,54.56729
14,1.86682,54.70523
14.1,1.88026,55.23973
14.2,1.89361,56.03913
14.3,1.90697,57.37225
14.4,1.9203,57.8801
14.5,1.9337,58.40676
14.6,1.94706,58.10268
14.7,1.96036,58.63169
14.8,1.97364,59.58862
14.9,1.98695,59.98754
15,2.0003,61.49543
15.1,2.01361,62.89438
15.2,2.02688,62.80817
15.3,2.04016,63.44455
15.4,2.05352,63.49001
15.5,2.06682,63.42653
15.6,2.0801,64.80432
15.7,2.09348,65.22047
15.8,2.10694,65.32549
15.9,2.12035,65.55591
16,2.1336,66.4376
16.1,2.14696,67.83341
16.2,2.16029,68.43297
16.3,2.17372,68.33735
16.4,2.187,69.43457
16.5,2.20035,69.13283
16.6,2.21363,69.62109
16.7,2.22693,70.8437
16.8,2.24024,71.25281
16.9,2.25352,72.11961
17,2.26685,73.08281
17.1,2.28025,73.20507
17.2,2.29361,73.21761
17.3,2.30684,73.99036
17.4,2.32017,73.62828
17.5,2.33355,75.86739
17.6,2.34695,75.40656
17.7,2.36026,76.57274
17.8,2.37356,76.4348
17.9,2.38694,77.48186
18,2.40035,78.28909
18.1,2.41371,78.7515
18.2,2.42699,79.61046
18.3,2.44029,80.04464
18.4,2.45359,80.68103
18.5,2.46697,80.29465
18.6,2.4803,81.89188
18.7,2.49369,82.3535
18.8,2.50699,83.86217
18.9,2.52032,83.3598
19,2.53362,83.87314
19.1,2.54693,84.61298
19.2,2.56021,84.9249
19.3,2.57354,85.80816
19.4,2.58689,86.05738
19.5,2.60027,87.53706
19.6,2.61366,87.70478
19.7,2.62701,87.74474
19.8,2.64026,88.43443
19.9,2.65354,89.42426
