General : Start date,11/19/2024 10:27,
General : End date,11/19/2024 10:28,
Specimen Notes:,"Green, 200, Print 16, Object 2, Seq 6",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.32791
0.1,0.00781,0.52227
0.2,0.02258,0.51443
0.3,0.03755,1.09439
0.4,0.05198,-0.55692
0.5,0.06599,0.82714
0.6,0.0797,0.02382
0.7,0.09328,-0.1823
0.8,0.10674,-0.11568
0.9,0.12017,0.2895
1,0.13368,-0.53262
1.1,0.14703,0.01598
1.2,0.16029,0.70645
1.3,0.17357,-0.20973
1.4,0.1869,0.47368
1.5,0.2002,-0.44328
1.6,0.21353,0.87808
1.7,0.22686,-1.0295
1.8,0.24024,1.25427
1.9,0.25362,-0.31161
2,0.26693,0.69469
2.1,0.28021,0.11473
2.2,0.29361,0.14844
2.3,0.30699,0.28088
2.4,0.32032,-0.04201
2.5,0.33363,-0.216
2.6,0.34696,0.02069
2.7,0.36034,-0.4088
2.8,0.37364,0.179
2.9,0.38695,-0.95427
3,0.40028,0.69939
3.1,0.41363,0.1163
3.2,0.42694,0.73466
3.3,0.44024,-0.09922
3.4,0.45355,0.58262
3.5,0.46688,-0.56241
3.6,0.48021,0.39766
3.7,0.49354,-0.41663
3.8,0.50687,0.12335
3.9,0.52025,-0.14782
4,0.53363,0.5881
4.1,0.54693,-0.6157
4.2,0.56026,0.94313
4.3,0.57359,-0.12509
4.4,0.587,0.39217
4.5,0.6003,0.55989
4.6,0.61361,0.87495
4.7,0.62696,0.97213
4.8,0.64029,1.87185
4.9,0.65362,1.88047
5,0.66688,2.82094
5.1,0.68021,2.86953
5.2,0.69361,4.20421
5.3,0.70694,3.47927
5.4,0.72025,5.98719
5.5,0.73355,5.35002
5.6,0.74691,6.42764
5.7,0.76031,6.48407
5.8,0.77364,7.41827
5.9,0.78692,7.71374
6,0.80028,8.57349
6.1,0.81363,8.94262
6.2,0.82696,9.26473
6.3,0.84029,9.49593
6.4,0.85362,10.7013
6.5,0.86695,11.03987
6.6,0.88026,12.88398
6.7,0.89359,11.59396
6.8,0.90694,12.79306
6.9,0.92027,12.91924
7,0.93363,13.30797
7.1,0.94691,12.59791
7.2,0.96024,14.50864
7.3,0.97354,15.13405
7.4,0.9869,15.93032
7.5,1.00023,15.85429
7.6,1.01356,16.98364
7.7,1.02696,17.35748
7.8,1.04034,17.30105
7.9,1.05365,18.53307
8,1.0669,18.82305
8.1,1.08028,18.72038
8.2,1.09366,19.25801
8.3,1.10694,20.46573
8.4,1.12027,20.3035
8.5,1.13355,20.86543
8.6,1.14691,21.59038
8.7,1.16026,22.06062
8.8,1.17359,22.9713
8.9,1.1869,23.73779
9,1.20028,24.41728
9.1,1.21363,24.24094
9.2,1.22694,24.33107
9.3,1.24022,25.04191
9.4,1.2536,25.40164
9.5,1.26698,26.45653
9.6,1.28026,26.60152
9.7,1.29356,27.4307
9.8,1.30689,27.56002
9.9,1.32027,29.1118
10,1.33363,27.91113
10.1,1.34693,29.97546
10.2,1.36024,28.21913
10.3,1.37357,30.79445
10.4,1.38695,31.2114
10.5,1.40023,30.53582
10.6,1.41358,32.72947
10.7,1.42696,31.55624
10.8,1.44034,33.45599
10.9,1.4536,33.59784
11,1.46693,33.82355
11.1,1.48028,34.5728
11.2,1.49369,35.17313
11.3,1.50697,35.54775
11.4,1.52027,35.16059
