General : Start date,11/21/2024 10:02,
General : End date,11/21/2024 10:03,
Specimen Notes:,"Blue, 200, Print 21, Object 2, Seq 39",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0.00013,0.34481
0.1,0.01109,0.81191
0.2,0.02593,1.04076
0.3,0.0408,0.77273
0.4,0.05508,-0.04078
0.5,0.06904,0.70925
0.6,0.0827,0.66301
0.7,0.09623,-0.63092
0.8,0.10971,-0.13561
0.9,0.12314,0.10264
1,0.13658,1.16772
1.1,0.14991,0.11126
1.2,0.16321,0.13007
1.3,0.17651,0.03446
1.4,0.18979,0.93026
1.5,0.20315,0.27036
1.6,0.2165,-0.39189
1.7,0.22983,-1.13173
1.8,0.24324,0.11753
1.9,0.2566,-0.34016
2,0.26982,-0.4491
2.1,0.28313,-0.41148
2.2,0.29651,-0.46007
2.3,0.30986,0.26017
2.4,0.32322,-0.89426
2.5,0.33655,0.03995
2.6,0.34993,-0.05959
2.7,0.36326,-0.52904
2.8,0.37659,0.23274
2.9,0.38992,-0.05959
3,0.40325,-0.34643
3.1,0.41661,-0.39424
3.2,0.42988,-0.67638
3.3,0.44316,0.23274
3.4,0.45644,-0.37308
3.5,0.4698,-0.12542
3.6,0.48313,-0.68265
3.7,0.49641,-0.09172
3.8,0.50979,0.5956
3.9,0.52317,-1.2195
4,0.53655,-1.43816
4.1,0.54985,-0.14893
4.2,0.56321,-1.20931
4.3,0.57656,0.18101
4.4,0.58992,0.39732
4.5,0.60328,-0.40913
4.6,0.61661,-1.05806
4.7,0.62991,-0.26414
4.8,0.64327,1.01725
4.9,0.65654,1.1928
5,0.66985,0.27193
5.1,0.68315,0.95612
5.2,0.69653,2.45147
5.3,0.70981,3.14115
5.4,0.72312,3.05258
5.5,0.73642,2.84255
5.6,0.74978,3.55887
5.7,0.76321,4.19918
5.8,0.77649,4.89904
5.9,0.78982,4.74778
6,0.80315,6.16554
6.1,0.81658,5.9171
6.2,0.82999,6.4179
6.3,0.84329,7.0057
6.4,0.85662,8.54493
6.5,0.86992,9.0183
6.6,0.88323,8.91956
6.7,0.89656,10.3334
6.8,0.90991,11.39769
6.9,0.92324,11.47763
7,0.93655,12.0764
7.1,0.94985,12.93928
7.2,0.96313,13.94402
7.3,0.97639,12.63755
7.4,0.98977,13.30999
7.5,1.00312,14.79201
7.6,1.01653,15.24657
7.7,1.02993,15.20503
7.8,1.04329,15.05064
7.9,1.05659,15.92684
8,1.06982,16.69176
8.1,1.0832,16.57577
8.2,1.09658,18.38853
8.3,1.10989,18.66518
8.4,1.12322,18.16203
8.5,1.13655,18.34229
8.6,1.1499,19.15423
8.7,1.16323,19.5986
8.8,1.17654,19.9693
8.9,1.18984,21.33063
9,1.2032,23.11831
9.1,1.21653,22.72566
9.2,1.22983,22.39885
9.3,1.24311,23.63949
9.4,1.25649,23.40907
9.5,1.26985,24.34641
9.6,1.2831,24.34719
9.7,1.29643,24.62071
9.8,1.30984,25.6999
9.9,1.32329,26.15838
10,1.33652,25.97656
10.1,1.34993,26.7932
10.2,1.36321,26.90762
10.3,1.37656,27.36062
10.4,1.38992,27.6263
10.5,1.40325,28.34262
10.6,1.41653,29.35206
10.7,1.42983,28.57696
10.8,1.44321,30.51354
10.9,1.45649,31.49869
11,1.46982,32.09824
11.1,1.4832,32.19228
11.2,1.49658,33.4486
11.3,1.50986,33.97761
11.4,1.52317,34.14454
11.5,1.5365,33.71271
11.6,1.54985,34.09752
11.7,1.56321,35.009
11.8,1.57651,36.57801
11.9,1.58982,36.44243
12,1.60315,37.07019
12.1,1.61658,37.53964
12.2,1.62993,37.6909
12.3,1.64324,38.62981
12.4,1.65654,38.06396
12.5,1.66982,38.45582
12.6,1.6832,40.13377
12.7,1.69658,40.30384
12.8,1.70994,40.89713
12.9,1.72329,40.09224
13,1.7366,40.6526
13.1,1.7499,41.62207
13.2,1.76318,42.60957
13.3,1.77646,43.44423
13.4,1.78982,44.05005
13.5,1.8032,44.39411
13.6,1.81655,44.97641
13.7,1.82993,46.31502
13.8,1.84321,45.59948
13.9,1.85644,46.55249
14,1.86975,47.91303
14.1,1.8832,47.88012
14.2,1.89653,48.05567
14.3,1.90986,48.54158
14.4,1.92319,49.35352
14.5,1.9366,49.61764
14.6,1.94995,49.8794
14.7,1.96328,50.631
14.8,1.97659,51.32067
14.9,1.98989,51.48212
15,2.00327,51.74154
15.1,2.01655,53.41009
15.2,2.02981,53.03782
15.3,2.04311,54.1366
15.4,2.05649,53.10913
15.5,2.06977,55.33021
15.6,2.08305,55.92271
15.7,2.09643,55.36077
15.8,2.10984,55.94779
15.9,2.12322,56.38668
16,2.13652,57.50035
16.1,2.1499,57.81541
16.2,2.16326,58.07482
16.3,2.17664,57.56383
16.4,2.18992,58.84679
16.5,2.20327,60.48399
16.6,2.21658,60.92053
16.7,2.22991,60.97304
16.8,2.24321,60.55766
16.9,2.25649,61.32964
17,2.2698,63.77094
17.1,2.2832,63.05696
17.2,2.29653,62.35004
17.3,2.30976,62.64081
17.4,2.32309,65.12365
17.5,2.33645,64.16358
17.6,2.34985,64.47237
17.7,2.36318,65.59153
17.8,2.37649,67.0281
17.9,2.38984,66.5179
18,2.40325,65.94186
18.1,2.41663,67.63627
18.2,2.43001,67.26086
18.3,2.44329,68.42862
18.4,2.45657,68.95998
18.5,2.46985,68.67941
18.6,2.48323,69.09949
18.7,2.49658,70.27116
18.8,2.50989,70.95535
18.9,2.52324,71.45067
19,2.53652,71.02431
19.1,2.5498,71.52982
19.2,2.56311,73.14429
19.3,2.57646,73.72817
19.4,2.58982,74.46879
19.5,2.6032,74.03774
19.6,2.6166,75.0848
19.7,2.62996,74.93354
19.8,2.64321,75.48763
19.9,2.65649,75.67416
20,2.66987,76.47983
20.1,2.68325,77.08643
20.2,2.69656,76.69379
20.3,2.70989,78.42661
20.4,2.72319,79.66097
20.5,2.73657,79.57006
20.6,2.7499,79.4141
20.7,2.76323,79.76756
20.8,2.77651,80.33654
20.9,2.78984,79.50266
21,2.8032,81.21667
21.1,2.81648,82.50198
21.2,2.82978,83.34448
21.3,2.84319,82.32486
21.4,2.85652,83.40561
21.5,2.8698,84.61177
21.6,2.88313,86.01699
21.7,2.89651,83.94482
21.8,2.90994,83.79983
21.9,2.92322,85.64942
22,2.9366,86.46214
22.1,2.94988,85.45741
22.2,2.96323,86.69412
22.3,2.97656,87.67692
22.4,2.98992,86.51857
22.5,3.0032,87.91674
22.6,3.0165,88.71692
22.7,3.02988,89.04452
22.8,3.04319,88.18555
22.9,3.05649,89.82825
23,3.06987,89.82746
23.1,3.08323,90.53595
23.2,3.09651,91.24835
23.3,3.10981,90.7162
23.4,3.12314,92.23898
23.5,3.13652,92.74292
23.6,3.14988,92.82913
23.7,3.16316,92.99058
23.8,3.17649,94.28294
23.9,3.18982,95.25163
24,3.20325,94.8629
24.1,3.21655,95.18658
24.2,3.22993,96.50637
24.3,3.24321,96.54713
24.4,3.25649,96.99934
24.5,3.26987,97.38023
24.6,3.28323,97.77601
24.7,3.29661,97.27442
24.8,3.30996,97.98762
24.9,3.32327,99.2549
25,3.33655,99.52293
25.1,3.34983,99.77764
25.2,3.36313,101.1813
25.3,3.37649,100.84508
25.4,3.38984,101.8984
25.5,3.4032,101.75733
25.6,3.41658,101.83492
25.7,3.42986,103.70333
25.8,3.44314,103.39689
25.9,3.45644,103.57244
26,3.46985,103.33418
26.1,3.4832,104.36166
26.2,3.49653,104.13123
26.3,3.50986,105.85935
26.4,3.52327,106.24416
26.5,3.53662,106.24339
26.6,3.54995,105.44711
26.7,3.56323,106.33586
26.8,3.57656,107.24577
26.9,3.58992,107.33746
27,3.6032,108.40098
27.1,3.6165,109.2474
27.2,3.62978,109.67374
27.3,3.64314,110.47079
27.4,3.65644,109.87202
27.5,3.66972,110.73648
27.6,3.68308,111.84467
27.7,3.69648,111.44888
27.8,3.70989,110.96924
27.9,3.72319,111.99671
28,3.73657,112.40894
28.1,3.7499,114.4341
28.2,3.76328,112.91132
28.3,3.77659,114.8816
28.4,3.78994,112.35645
28.5,3.80322,113.73031
28.6,3.81655,114.62218
28.7,3.82988,115.59557
28.8,3.84316,115.46078
28.9,3.85649,115.2523
29,3.86987,116.3072
29.1,3.88318,117.39266
29.2,3.89646,117.35817
29.3,3.90979,117.88876
29.4,3.92314,118.43579
29.5,3.93652,118.4499
29.6,3.94985,118.81199
29.7,3.96316,119.1725
29.8,3.97651,119.83161
29.9,3.98992,119.82926
30,4.0033,120.28304
30.1,4.01668,120.03773
30.2,4.02996,121.1036
30.3,4.04324,121.2478
30.4,4.05652,121.65691
30.5,4.06987,121.85206
30.6,4.08323,123.21025
30.7,4.09656,122.60914
30.8,4.10989,122.72748
30.9,4.12319,123.25806
31,4.1365,124.90076
31.1,4.14978,124.30669
31.2,4.16313,124.85372
31.3,4.17649,124.88507
31.4,4.18987,125.19073
31.5,4.20327,124.69776
31.6,4.21663,124.74792
31.7,4.22988,126.2033
31.8,4.24314,126.22054
31.9,4.25652,125.35139
32,4.2699,126.04028
32.1,4.2832,127.68063
32.2,4.29653,127.77153
32.3,4.30986,128.29898
32.4,4.32322,128.00586
32.5,4.33655,128.91577
32.6,4.3499,128.67204
32.7,4.36318,129.42128
32.8,4.37654,129.76062
32.9,4.38989,130.77086
33,4.40317,130.20422
33.1,4.41648,130.30611
33.2,4.42986,131.52792
33.3,4.44319,131.60866
33.4,4.45647,132.04675
33.5,4.46977,131.53264
33.6,4.48315,132.19566
33.7,4.49658,132.85008
33.8,4.50989,133.58521
33.9,4.52324,133.02406
34,4.53655,133.09773
34.1,4.54988,134.62129
34.2,4.56323,134.32426
34.3,4.57656,135.62759
34.4,4.58987,135.55392
34.5,4.60317,135.84233
34.6,4.61655,134.70985
34.7,4.62983,135.72792
34.8,4.64313,136.66133
34.9,4.65654,137.1637
35,4.6699,136.40271
35.1,4.68315,138.30873
35.2,4.69651,138.70764
35.3,4.70981,137.41214
35.4,4.72317,137.76012
35.5,4.73655,137.6214
35.6,4.74983,138.89651
35.7,4.76313,138.89417
35.8,4.77646,138.63632
35.9,4.78994,139.8707
36,4.80327,139.08775
36.1,4.8166,139.13319
36.2,4.82991,140.96321
36.3,4.84319,140.80646
36.4,4.85657,141.46793
36.5,4.86992,141.73831
36.6,4.8833,142.04004
36.7,4.89663,141.85822
36.8,4.90994,141.26414
36.9,4.92319,141.56824
37,4.9365,142.54555
37.1,4.9498,143.61533
37.2,4.96313,143.00873
37.3,4.97648,142.88882
37.4,4.98987,144.11769
37.5,5.00325,144.86458
37.6,5.01655,144.03932
37.7,5.02983,143.56439
37.8,5.04311,144.84813
37.9,5.05652,145.54956
38,5.0699,145.81133
38.1,5.08323,145.66321
38.2,5.09653,145.2831
38.3,5.10994,145.24939
38.4,5.12329,146.06055
38.5,5.13662,147.43599
38.6,5.1499,146.86073
38.7,5.16321,145.20708
38.8,5.17656,147.49321
38.9,5.18987,148.80281
39,5.20314,147.86156
39.1,5.21645,147.53162
39.2,5.2298,148.25342
39.3,5.24313,149.25972
39.4,5.25641,149.48308
39.5,5.26979,147.81767
39.6,5.2832,148.99638
39.7,5.29658,149.6171
39.8,5.30989,149.38512
39.9,5.32324,148.8271
40,5.33657,149.77463
40.1,5.34995,149.90865
40.2,5.36323,149.67352
40.3,5.37661,150.04579
40.4,5.38989,151.04741
40.5,5.40322,151.22922
40.6,5.41657,150.84598
40.7,5.42983,150.80054
40.8,5.44313,152.68147
40.9,5.45651,152.23396
41,5.46982,152.11562
41.1,5.4831,151.23079
41.2,5.49645,152.69635
41.3,5.50983,154.00989
41.4,5.52321,152.15167
41.5,5.53652,152.58978
41.6,5.54982,153.48164
41.7,5.56321,154.30144
41.8,5.57659,153.82179
41.9,5.58994,153.43228
42,5.6033,154.98561
42.1,5.6166,154.42839
42.2,5.62988,154.08905
42.3,5.64318,155.2372
42.4,5.65654,154.63843
42.5,5.6699,155.21056
42.6,5.68323,155.53737
42.7,5.69658,155.35005
42.8,5.70986,155.2513
42.9,5.72316,155.44801
43,5.73644,156.86029
43.1,5.74982,156.61186
43.2,5.76318,155.54834
43.3,5.77656,155.44019
43.4,5.78994,156.87048
43.5,5.8033,156.67299
43.6,5.81655,157.35796
43.7,5.8298,156.46843
43.8,5.84318,156.12202
43.9,5.85656,156.38927
44,5.86987,156.83835
44.1,5.88317,157.91283
44.2,5.8965,158.916
44.3,5.90989,158.29373
44.4,5.92324,157.23804
44.5,5.93657,157.73727
44.6,5.94985,157.88618
44.7,5.96323,157.394
44.8,5.97656,157.55075
44.9,5.98986,158.26317
45,6.00314,160.1731
45.1,6.01652,158.89955
45.2,6.02988,158.51709
45.3,6.04311,158.93716
45.4,6.05641,159.52261
45.5,6.06979,159.90898
45.6,6.08322,158.57431
45.7,6.09653,159.28357
45.8,6.10991,159.97011
45.9,6.12321,159.55865
