General : Start date,11/19/2024 10:25,
General : End date,11/19/2024 10:26,
Specimen Notes:,"Red, 200, Print 11, Object 2, Seq 5",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,-0.45989
0.1,0.00784,1.2071
0.2,0.02258,0.24625
0.3,0.03752,-0.28825
0.4,0.05198,0.40691
0.5,0.06599,-0.28198
0.6,0.0797,0.14672
0.7,0.09328,0.07148
0.8,0.10674,0.63341
0.9,0.1202,-0.20048
1,0.13365,-0.09624
1.1,0.14698,-1.08609
1.2,0.16029,0.34108
1.3,0.17357,-0.14169
1.4,0.1869,1.53077
1.5,0.20023,0.04561
1.6,0.21353,0.58247
1.7,0.22686,-1.49676
1.8,0.24024,0.35832
1.9,0.25362,-0.70049
2,0.2669,0.33011
2.1,0.28021,-0.35409
2.2,0.29361,0.23606
2.3,0.30697,-0.79297
2.4,0.32032,-0.58764
2.5,0.33363,-0.43873
2.6,0.34696,0.07069
2.7,0.36031,-0.65739
2.8,0.37367,-0.66052
2.9,0.38695,-0.5892
3,0.40033,-0.36663
3.1,0.41366,-0.48497
3.2,0.42694,0.5229
3.3,0.44022,-0.43951
3.4,0.4535,0.26897
3.5,0.46688,-0.32352
3.6,0.48021,-0.24985
3.7,0.49356,-0.97715
3.8,0.50689,-0.22791
3.9,0.52027,-0.72244
4,0.53363,-0.00768
4.1,0.54691,0.29797
4.2,0.56026,0.14436
4.3,0.57362,0.75253
4.4,0.587,0.02837
4.5,0.6003,0.43591
4.6,0.61361,0.8505
4.7,0.62694,1.90853
4.8,0.64029,2.14521
4.9,0.65362,2.74947
5,0.66688,3.55749
5.1,0.68018,3.31296
5.2,0.69359,5.19626
5.3,0.70694,4.40705
5.4,0.72022,6.22843
5.5,0.73355,5.89142
5.6,0.74693,7.08112
5.7,0.76031,5.89926
5.8,0.77362,7.42752
5.9,0.78692,7.79196
6,0.80028,9.3022
6.1,0.81368,9.91272
6.2,0.82701,10.52402
6.3,0.84032,10.69174
6.4,0.85362,10.99113
6.5,0.86693,12.17063
6.6,0.88026,11.96373
6.7,0.89356,13.27804
6.8,0.90692,12.80153
6.9,0.92027,13.47475
7,0.93363,14.81022
7.1,0.94693,15.01634
7.2,0.96024,16.24208
7.3,0.97359,16.70057
7.4,0.9869,17.62536
7.5,1.00023,17.41611
7.6,1.01358,19.02509
7.7,1.02696,17.67238
7.8,1.04032,18.80487
7.9,1.05362,19.59957
8,1.0669,20.2579
8.1,1.08023,21.12469
8.2,1.09364,21.736
8.3,1.10694,21.78851
8.4,1.12027,22.99858
8.5,1.13355,23.30189
8.6,1.14691,22.81049
8.7,1.16026,24.12715
8.8,1.17359,23.92652
8.9,1.1869,24.85836
9,1.2003,26.28004
9.1,1.21363,25.30666
9.2,1.22694,27.64059
9.3,1.24024,28.11866
9.4,1.2536,29.04894
9.5,1.26695,28.29892
9.6,1.28026,30.27626
9.7,1.29359,29.92985
9.8,1.30692,30.81468
9.9,1.3203,30.82878
10,1.3336,30.97848
10.1,1.34693,32.3688
10.2,1.36024,32.7638
10.3,1.37359,33.46759
10.4,1.38695,33.81321
10.5,1.40025,34.50446
10.6,1.41358,34.75917
10.7,1.42696,35.52644
10.8,1.44032,36.19966
10.9,1.4536,36.09464
11,1.46693,37.68011
11.1,1.48031,37.14248
11.2,1.49369,38.46933
11.3,1.50694,38.08138
11.4,1.52025,40.22957
11.5,1.53355,39.58613
11.6,1.54691,39.95057
11.7,1.56029,40.23349
11.8,1.57354,40.46391
11.9,1.58687,41.16221
12,1.6002,41.8801
12.1,1.61363,42.53294
12.2,1.62696,42.39579
12.3,1.64029,44.51263
12.4,1.65362,44.55495
12.5,1.66695,45.40843
12.6,1.68026,45.80029
12.7,1.69361,46.79955
12.8,1.70699,45.34652
12.9,1.72035,46.57853
13,1.73368,47.9767
13.1,1.74696,48.24317
13.2,1.76026,48.95009
13.3,1.77357,49.52221
13.4,1.78687,50.11549
13.5,1.8002,51.19233
13.6,1.81356,51.46507
13.7,1.82694,52.46118
13.8,1.84027,52.11634
13.9,1.85354,53.27703
14,1.86685,54.22456
14.1,1.88028,54.40482
14.2,1.89366,54.22691
14.3,1.90699,56.53968
14.4,1.9203,56.08983
14.5,1.93365,57.2568
14.6,1.94701,57.25131
14.7,1.96031,57.86732
14.8,1.97362,57.80697
14.9,1.98692,58.03503
15,2.00028,59.87992
15.1,2.01361,59.79763
15.2,2.02688,60.67854
15.3,2.04021,60.3196
15.4,2.05357,61.62293
15.5,2.06685,62.96859
15.6,2.0802,62.90902
15.7,2.09356,64.03367
15.8,2.10694,63.71078
15.9,2.12032,64.12772
16,2.13363,64.23038
16.1,2.14698,66.5651
16.2,2.16031,65.96633
16.3,2.17372,67.27203
16.4,2.18695,67.60667
16.5,2.20027,68.65765
16.6,2.21358,68.74386
16.7,2.22693,69.42336
16.8,2.24024,68.689
16.9,2.25352,70.68044
17,2.26685,71.50258
17.1,2.28023,71.60916
17.2,2.29364,71.73926
17.3,2.30694,72.46185
17.4,2.32022,73.18681
17.5,2.33357,73.56847
17.6,2.34695,74.67274
17.7,2.36028,74.87103
17.8,2.37356,75.33186
17.9,2.38694,76.62109
18,2.40033,75.65083
18.1,2.41371,76.82877
18.2,2.42699,77.29195
18.3,2.44032,77.49494
18.4,2.45357,78.38368
18.5,2.4669,80.30538
18.6,2.4802,79.87511
18.7,2.49358,81.36498
18.8,2.50694,80.33438
18.9,2.52029,80.9833
19,2.5336,82.74198
19.1,2.54693,82.34621
19.2,2.56026,82.51549
19.3,2.57359,83.27884
19.4,2.58689,84.032
19.5,2.60022,84.44659
19.6,2.61366,84.05629
19.7,2.62701,85.97171
19.8,2.64026,86.2758
19.9,2.65354,87.36283
20,2.6669,86.80638
20.1,2.68031,88.19907
20.2,2.69363,87.54465
20.3,2.70694,89.6466
20.4,2.72024,89.34565
20.5,2.7336,90.95464
20.6,2.74693,90.63253
20.7,2.76028,91.45152
20.8,2.77356,91.47346
20.9,2.78694,93.19375
21,2.8003,93.24861
21.1,2.8136,93.45003
21.2,2.82691,94.09973
21.3,2.84026,94.62091
21.4,2.85364,95.18676
21.5,2.86692,95.72988
21.6,2.88025,96.05434
21.7,2.89356,97.79578
21.8,2.90691,97.06535
21.9,2.92024,98.65161
22,2.93357,98.16727
22.1,2.9469,99.13281
22.2,2.96028,98.52073
22.3,2.97364,100.04351
22.4,2.98694,99.91968
22.5,3.00027,101.66582
22.6,3.01363,101.90094
22.7,3.02701,102.44955
22.8,3.04026,102.82338
22.9,3.05354,104.05227
23,3.06692,104.00759
23.1,3.08033,105.57504
23.2,3.09363,104.53504
23.3,3.10694,106.02726
23.4,3.12019,105.31093
23.5,3.13355,106.88073
23.6,3.14693,107.40347
23.7,3.16021,108.4623
23.8,3.17354,108.73189
23.9,3.18689,109.89259
24,3.20032,109.10729
24.1,3.21363,109.97645
24.2,3.22698,108.84946
24.3,3.24031,111.05172
24.4,3.25362,111.11285
24.5,3.26692,112.91307
24.6,3.28025,113.32766
24.7,3.29363,113.55494
24.8,3.30701,113.75087
24.9,3.32032,114.22738
25,3.3336,114.95545
25.1,3.3469,116.1381
25.2,3.36023,114.62708
25.3,3.37354,116.65692
25.4,3.38684,116.5715
25.5,3.40022,117.67106
25.6,3.41363,117.57859
25.7,3.42691,118.5316
25.8,3.44021,119.22441
25.9,3.45352,121.08575
26,3.46695,120.24326
26.1,3.48033,121.52699
26.2,3.49368,120.29105
26.3,3.50696,122.41103
26.4,3.52029,122.1524
26.5,3.53367,123.01764
26.6,3.54698,125.05533
26.7,3.56026,124.32803
26.8,3.57359,124.69639
26.9,3.58694,125.14702
27,3.60025,125.20345
27.1,3.61353,127.82579
27.2,3.62688,127.05696
27.3,3.64024,128.07423
27.4,3.65357,127.28581
27.5,3.6669,128.88539
27.6,3.68023,128.61423
27.7,3.69361,130.09546
27.8,3.70699,129.59154
27.9,3.72027,130.99127
28,3.73362,130.5853
28.1,3.74695,131.56808
28.2,3.76036,131.13155
28.3,3.77364,132.94901
28.4,3.78692,133.19667
28.5,3.80025,133.40591
28.6,3.8136,134.25861
28.7,3.82693,134.70613
28.8,3.84019,135.63092
28.9,3.85352,135.9883
29,3.8669,136.16228
29.1,3.8803,137.41702
29.2,3.89361,137.47894
29.3,3.90691,138.46175
29.4,3.92027,137.55888
29.5,3.93362,138.06673
29.6,3.94695,138.44293
29.7,3.96023,140.44221
29.8,3.97359,140.09424
29.9,3.98697,141.98929
30,4.00032,140.80899
30.1,4.01363,142.13741
30.2,4.02696,141.59114
30.3,4.04024,142.91095
30.4,4.05354,143.19388
30.5,4.0669,143.92038
30.6,4.08028,144.11867
30.7,4.09363,145.11165
30.8,4.10699,146.05446
30.9,4.12029,146.04115
31,4.1336,145.84914
31.1,4.14693,146.94164
31.2,4.16028,146.73631
31.3,4.17356,147.70108
31.4,4.18689,147.11249
31.5,4.2003,148.6588
31.6,4.21368,148.32492
31.7,4.22693,149.35944
31.8,4.24021,148.63841
31.9,4.25357,150.2137
32,4.26695,149.40804
32.1,4.28028,151.11732
32.2,4.29361,151.28975
32.3,4.30691,152.18555
32.4,4.32027,152.10405
32.5,4.33362,152.21376
32.6,4.34695,153.13934
32.7,4.36026,153.41757
32.8,4.37364,154.17621
32.9,4.38699,154.48421
33,4.40027,154.7021
33.1,4.41358,156.3299
33.2,4.42693,156.11281
33.3,4.44029,156.75624
33.4,4.45357,156.22096
33.5,4.4669,156.94511
33.6,4.4802,156.17706
33.7,4.49361,158.12933
33.8,4.50691,157.83858
33.9,4.52024,159.07372
34,4.53357,158.79471
34.1,4.54695,159.90916
34.2,4.56033,159.89035
34.3,4.57359,159.85823
34.4,4.58694,160.51656
34.5,4.6003,160.51186
34.6,4.61365,160.90294
34.7,4.62693,162.08087
34.8,4.64021,161.99701
34.9,4.65357,161.71252
35,4.66697,162.59578
35.1,4.6803,163.99786
35.2,4.69358,163.8419
35.3,4.70689,164.2471
35.4,4.72022,163.43358
35.5,4.7336,165.12799
35.6,4.74685,164.03235
35.7,4.76021,164.89052
35.8,4.77356,164.46339
35.9,4.78699,166.36079
36,4.80032,166.26047
36.1,4.81365,167.08652
36.2,4.82698,166.1539
36.3,4.84029,167.49014
36.4,4.85359,166.88589
36.5,4.86695,167.44939
36.6,4.8803,168.13202
36.7,4.89368,168.42513
36.8,4.90699,168.68219
36.9,4.92027,168.35068
