Flex_Stress,Flex_Strain
0.0,6.28133765965147e-06
8.102784219628192e-05,1.1434999335035712e-05
0.00016205568439256384,3.427979515356524e-05
0.00024308352658884577,6.0793954546446144e-05
0.0003241113687851277,0.00012408939126548477
0.0004051392109814096,0.0001486454993220404
0.00048616705317769155,0.00022788974311765912
0.0005671948953739735,0.0002435364145139687
0.0006482227375702554,0.0002744545588593594
0.0007292505797665373,0.00033339022428575455
0.0008102784219628192,0.00036252813903767746
0.0008913062641591011,0.00040514426890786307
0.0009723341063553831,0.00042057596665938
0.001053361948551665,0.0004409367010572196
0.001134389790747947,0.00048675622760232444
0.0012154176329442288,0.0005128364623813208
0.0012964454751405107,0.0005512848142098218
0.0013774733173367926,0.0005730791667952983
0.0014585011595330745,0.0005953975671090918
0.0015395290017293564,0.0006216920765896018
0.0016205568439256383,0.0006945158712629384
0.0017015846861219203,0.0007343036414358217
0.0017826125283182022,0.0007645786984279583
0.001863640370514484,0.0008721508447426824
0.0019446682127107662,0.0008891622674395178
0.002025696054907048,0.0009031691132726889
0.00210672389710333,0.0009183544120770576
0.002187751739299612,0.000959340972959642
0.002268779581495894,0.0009811523786812226
0.0023498074236921757,0.001015254981408137
0.0024308352658884576,0.0010840269694889308
0.0025118631080847395,0.0011009495329289258
0.0025928909502810214,0.0011169034332806655
0.0026739187924773034,0.0011518028127787032
0.0027549466346735853,0.001180059670931117
0.002835974476869867,0.001208283020288025
0.002917002319066149,0.0012345892037751924
0.002998030161262431,0.0012739561268879757
0.003079058003458713,0.0013211697861311154
0.003160085845654995,0.0013858308375617652
0.0032411136878512767,0.001427165516917692
0.0033221415300475586,0.0014577939909961543
0.0034031693722438405,0.0014716437591011317
0.0034841972144401224,0.0015131619335790269
0.0035652250566364043,0.0015415926370780306
0.0036462528988326862,0.0015586965754931154
0.003727280741028968,0.001608886930381056
0.00380830858322525,0.0016756683205361121
0.0038893364254215324,0.0016880494128370515
0.003970364267617814,0.0017004305051379909
0.004051392109814096,0.0017636162961627126
0.004132419952010378,0.0017849005119252588
0.00421344779420666,0.0018495139591981264
0.0042944756364029415,0.001861508387084838
0.004375503478599224,0.0018734971872478427
0.004456531320795505,0.0019281739718776687
0.004537559162991788,0.0019720143097520125
0.004618587005188069,0.002021634735560506
0.0046996148473843515,0.0020371497858080465
0.004780642689580633,0.002082101630878558
0.004861670531776915,0.002107852329896742
0.004942698373973197,0.0021225832338082015
0.005023726216169479,0.0021876454839720727
0.0051047540583657606,0.0022000516776010193
0.005185781900562043,0.0022118985561877225
0.005266809742758325,0.00225802539916862
0.005347837584954607,0.0022943826733485793
0.005428865427150889,0.002332449577276608
0.0055098932693471705,0.002383723494520876
0.005590921111543453,0.0024474255714056477
0.005671948953739734,0.002495512836934489
0.005752976795936017,0.002528067579048383
0.005834004638132298,0.0025587246827693155
0.0059150324803285805,0.0025712590885135903
0.005996060322524862,0.0025824254424321306
0.006077088164721144,0.0026277031961384496
0.006158116006917426,0.002661599537928483
0.006239143849113708,0.00273451167458287
0.00632017169130999,0.002750546898382131
0.006401199533506272,0.0027762521741308355
0.006482227375702553,0.0028226888218651214
0.006563255217898836,0.0028708263002921513
0.006644283060095117,0.0029070844174400984
0.0067253109022913996,0.0029459861195745367
0.006806338744487681,0.0029652461574030033
0.006887366586683963,0.0029838415379310076
0.006968394428880245,0.003048114006373089
0.007049422271076527,0.003061618768632434
0.007130450113272809,0.0031105112893866217
0.007211477955469091,0.0031465665700294325
0.0072925057976653725,0.003210117598290131
0.007373533639861655,0.0032233858414517794
0.007454561482057936,0.0032562456978535745
0.007535589324254219,0.0032839223002289033
0.0076166171664505,0.0033108429857332438
0.007697645008646782,0.0033449483013891727
0.007778672850843065,0.003368705047929532
0.007859700693039347,0.0033901830645085827
0.007940728535235628,0.0034407956876965143
0.00802175637743191,0.003476724737169151
0.008102784219628192,0.003532237622348871
0.008183812061824475,0.003550856309695711
0.008264839904020755,0.003591105451946324
0.008345867746217038,0.0036651410997470815
0.00842689558841332,0.003681955040727355
0.008507923430609602,0.00370374741808826
0.008588951272805883,0.003734117929567391
0.008669979115002165,0.0037614179303543794
0.008751006957198448,0.003783716241257923
0.00883203479939473,0.0038310150055583993
0.00891306264159101,0.0038502548335789073
0.008994090483787293,0.0038972113084484034
0.009075118325983575,0.003958772731295713
0.009156146168179858,0.003983519052493381
0.009237174010376138,0.00401035489873252
0.00931820185257242,0.00407438331430902
0.009399229694768703,0.004089054661483958
0.009480257536964985,0.004133904855296428
0.009561285379161266,0.004147371075709389
0.009642313221357548,0.004161878867103031
0.00972334106355383,0.004217197116887334
0.009804368905750113,0.004249057618892118
0.009885396747946393,0.0043048589777154025
0.009966424590142676,0.00432612294580441
0.010047452432338958,0.00435768182585474
0.01012848027453524,0.004372556761360653
0.010209508116731521,0.004445882996457001
0.010290535958927803,0.004459473423951447
0.010371563801124086,0.0044732812271406994
0.010452591643320368,0.004509758998393297
0.01053361948551665,0.004520273539081948
0.010614647327712931,0.00456201660785556
0.010695675169909213,0.004589821780638132
0.010776703012105496,0.004646578499604237
0.010857730854301778,0.004708533985042765
0.010938758696498059,0.004724824768983558
0.011019786538694341,0.004762057731055921
0.011100814380890623,0.004799671577338566
0.011181842223086906,0.004815952240131527
0.011262870065283186,0.004858689477141005
0.011343897907479469,0.0049047448251019945
0.011424925749675751,0.0049186149242371165
0.011505953591872033,0.0049318462649624
0.011586981434068314,0.005000430717251068
0.011668009276264596,0.005060634522482319
0.011749037118460879,0.005090497186259975
0.011830064960657161,0.005121962326821081
0.011911092802853442,0.0051493431540690655
0.011992120645049724,0.005162083974139493
0.012073148487246006,0.005175240353014668
