General : Start date,"10/29/2024 10:47 AM"
General : End date,"10/29/2024 10:47 AM"
Specimen notes : Specimen note 1,"Day 2, black, 215, batch 11, seq 41"
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.59158"
"0.10000","0.00131","1.49655"
"0.20000","0.01078","13.18831"
"0.30000","0.02389","38.50086"
"0.40000","0.03256","54.67516"
"0.50000","0.04082","69.50571"
"0.60000","0.04949","83.31925"
"0.70000","0.05816","97.34748"
"0.80000","0.06673","112.03307"
"0.90000","0.07529","125.53557"
"1.00000","0.08376","140.71635"
"1.10000","0.09213","153.90778"
"1.20000","0.10049","167.84825"
"1.30000","0.10855","180.80618"
"1.40000","0.11672","194.57741"
"1.50000","0.12519","209.09297"
"1.60000","0.13385","223.35548"
"1.70000","0.14232","237.09459"
"1.80000","0.15038","250.76396"
"1.90000","0.15845","263.14444"
"2.00000","0.16671","276.39853"
"2.10000","0.17518","289.88925"
"2.20000","0.18375","304.02014"
"2.30000","0.19211","317.57825"
"2.40000","0.20068","331.02982"
"2.50000","0.20884","343.37424"
"2.60000","0.21661","355.64737"
"2.70000","0.22507","368.37180"
"2.80000","0.23344","382.18536"
"2.90000","0.24180","395.74658"
"3.00000","0.25017","408.53214"
"3.10000","0.25864","421.56293"
"3.20000","0.26670","433.88699"
"3.30000","0.27497","446.23221"
"3.40000","0.28323","459.06479"
"3.50000","0.29180","472.87204"
"3.60000","0.30026","485.90674"
"3.70000","0.30863","498.40634"
"3.80000","0.31700","511.44104"
"3.90000","0.32536","523.28638"
"4.00000","0.33332","535.65668"
"4.10000","0.34159","547.21991"
"4.20000","0.35046","561.44556"
"4.30000","0.35903","573.85431"
"4.40000","0.36729","586.44788"
"4.50000","0.37546","598.63562"
"4.60000","0.38362","611.19318"
"4.70000","0.39168","621.76685"
"4.80000","0.39995","634.75531"
"4.90000","0.40872","646.70715"
"5.00000","0.41718","659.64789"
"5.10000","0.42545","671.29419"
"5.20000","0.43361","683.34711"
"5.30000","0.44168","693.67169"
"5.40000","0.44984","704.78442"
"5.50000","0.45831","717.40381"
"5.60000","0.46698","729.95123"
"5.70000","0.47534","741.77618"
"5.80000","0.48371","753.08167"
"5.90000","0.49177","763.64825"
"6.00000","0.49994","774.18195"
"6.10000","0.50820","786.37042"
"6.20000","0.51667","797.13843"
"6.30000","0.52534","808.94769"
"6.40000","0.53370","819.83710"
"6.50000","0.54197","830.41626"
"6.60000","0.55023","841.39581"
"6.70000","0.55840","852.52893"
"6.80000","0.56666","862.44836"
"6.90000","0.57523","873.13800"
"7.00000","0.58380","883.51575"
"7.10000","0.59216","893.92096"
"7.20000","0.60053","904.53772"
"7.30000","0.60859","914.91473"
"7.40000","0.61666","924.51367"
"7.50000","0.62502","934.21686"
"7.60000","0.63359","944.65417"
"7.70000","0.64175","955.34930"
"7.80000","0.65012","965.25934"
"7.90000","0.65869","976.54126"
"8.00000","0.66685","985.69293"
"8.10000","0.67481","995.36859"
"8.20000","0.68328","1004.84540"
"8.30000","0.69195","1015.34845"
"8.40000","0.70021","1026.23242"
"8.50000","0.70858","1035.75378"
"8.60000","0.71674","1045.35205"
"8.70000","0.72481","1054.34680"
"8.80000","0.73287","1064.25928"
"8.90000","0.74154","1073.66699"
"9.00000","0.75031","1083.72437"
"9.10000","0.75877","1092.36108"
"9.20000","0.76664","1102.77649"
"9.30000","0.77500","1112.31677"
"9.40000","0.78357","1122.60510"
"9.50000","0.79183","1131.91895"
"9.60000","0.80030","1139.66638"
"9.70000","0.80887","1150.12732"
"9.80000","0.81713","1159.56250"
"9.90000","0.82550","1169.22339"
"10.00000","0.83366","1177.87573"
"10.10000","0.84163","1185.99622"
"10.20000","0.85009","1195.67126"
"10.30000","0.85856","1204.46472"
"10.40000","0.86703","1214.03394"
"10.50000","0.87549","1223.47925"
"10.60000","0.88376","1232.98340"
"10.70000","0.89202","1242.06372"
"10.80000","0.90019","1251.16980"
"10.90000","0.90835","1259.76978"
"11.00000","0.91672","1268.30945"
"11.10000","0.92549","1277.41638"
"11.20000","0.93375","1284.14209"
"11.30000","0.94182","1292.96533"
"11.40000","0.94988","1300.48181"
"11.50000","0.95825","1307.72778"
"11.60000","0.96651","1315.15723"
"11.70000","0.97518","1323.88245"
"11.80000","0.98354","1333.01221"
"11.90000","0.99201","1340.80896"
"12.00000","1.00028","1348.06519"
"12.10000","1.00844","1355.78210"
"12.20000","1.01660","1363.41760"
"12.30000","1.02507","1371.22461"
"12.40000","1.03344","1379.31689"
"12.50000","1.04200","1386.23071"
"12.60000","1.05067","1395.24597"
"12.70000","1.05884","1401.67480"
"12.80000","1.06680","1410.09998"
"12.90000","1.07506","1416.49670"
"13.00000","1.08353","1425.08887"
"13.10000","1.09220","1432.80579"
"13.20000","1.10036","1439.94287"
"13.30000","1.10863","1447.21790"
"13.40000","1.11699","1455.37207"
"13.50000","1.12496","1462.72314"
"13.60000","1.13312","1470.66028"
"13.70000","1.14169","1478.41943"
"13.80000","1.15036","1486.80469"
"13.90000","1.15882","1494.34070"
"14.00000","1.16689","1502.39844"
"14.10000","1.17505","1509.38049"
"14.20000","1.18312","1516.35925"
"14.30000","1.19138","1524.43738"
"14.40000","1.19995","1532.79688"
"14.50000","1.20852","1541.15552"
"14.60000","1.21678","1548.51196"
"14.70000","1.22515","1556.29004"
"14.80000","1.23341","1564.03516"
"14.90000","1.24168","1571.75513"
"15.00000","1.25004","1580.19531"
"15.10000","1.25861","1589.08911"
"15.20000","1.26718","1595.83301"
"15.30000","1.27564","1604.72595"
"15.40000","1.28391","1611.27783"
"15.50000","1.29187","1618.76196"
"15.60000","1.29983","1626.11523"
"15.70000","1.30810","1633.37158"
"15.80000","1.31697","1642.24585"
"15.90000","1.32564","1649.31641"
"16.00000","1.33380","1657.31604"
"16.10000","1.34187","1664.65234"
"16.20000","1.35013","1673.50916"
"16.30000","1.35840","1680.24280"
"16.40000","1.36666","1688.24731"
"16.50000","1.37523","1695.83020"
"16.60000","1.38380","1703.53613"
"16.70000","1.39206","1711.31189"
"16.80000","1.40023","1719.15894"
"16.90000","1.40809","1726.15112"
"17.00000","1.41645","1733.33044"
"17.10000","1.42512","1741.49475"
"17.20000","1.43339","1749.86047"
"17.30000","1.44185","1757.90417"
"17.40000","1.45062","1764.88696"
"17.50000","1.45869","1772.32263"
"17.60000","1.46645","1780.24316"
"17.70000","1.47471","1788.03467"
"17.80000","1.48348","1795.55176"
"17.90000","1.49205","1804.04199"
"18.00000","1.50041","1812.27527"
"18.10000","1.50858","1820.51880"
"18.20000","1.51694","1828.89087"
"18.30000","1.52501","1836.22070"
"18.40000","1.53327","1843.08118"
"18.50000","1.54204","1851.05115"
"18.60000","1.55061","1859.13647"
"18.70000","1.55867","1866.03296"
"18.80000","1.56694","1873.45764"
"18.90000","1.57520","1882.28491"
"19.00000","1.58337","1888.89465"
"19.10000","1.59163","1896.61304"
"19.20000","1.60020","1904.19763"
"19.30000","1.60877","1911.50085"
"19.40000","1.61713","1919.59790"
"19.50000","1.62520","1926.69275"
"19.60000","1.63326","1933.38391"
"19.70000","1.64153","1941.00220"
"19.80000","1.64979","1949.13062"
"19.90000","1.65826","1956.84509"
"20.00000","1.66713","1965.23425"
"20.10000","1.67559","1972.64478"
"20.20000","1.68376","1979.50696"
"20.30000","1.69152","1987.06165"
"20.40000","1.69978","1994.48706"
"20.50000","1.70875","2003.49854"
"20.60000","1.71732","2011.06726"
"20.70000","1.72549","2017.51575"
"20.80000","1.73355","2025.36365"
"20.90000","1.74171","2033.81213"
"21.00000","1.74998","2041.23462"
"21.10000","1.75845","2049.46875"
"21.20000","1.76701","2056.62378"
"21.30000","1.77548","2064.45044"
"21.40000","1.78395","2072.36865"
"21.50000","1.79211","2079.73853"
"21.60000","1.80007","2087.50562"
"21.70000","1.80854","2095.24219"
"21.80000","1.81681","2102.40918"
"21.90000","1.82507","2109.97021"
"22.00000","1.83354","2118.40405"
"22.10000","1.84210","2125.74634"
"22.20000","1.85047","2132.77051"
"22.30000","1.85833","2140.18286"
"22.40000","1.86650","2147.60815"
"22.50000","1.87486","2155.55322"
"22.60000","1.88363","2164.09912"
"22.70000","1.89200","2171.27295"
"22.80000","1.90026","2179.45532"
"22.90000","1.90853","2186.70215"
"23.00000","1.91649","2193.97021"
"23.10000","1.92465","2201.68335"
"23.20000","1.93342","2210.12500"
"23.30000","1.94209","2217.70630"
"23.40000","1.95046","2224.94067"
"23.50000","1.95852","2232.62598"
"23.60000","1.96689","2239.95532"
"23.70000","1.97515","2247.48486"
"23.80000","1.98352","2254.75830"
"23.90000","1.99219","2262.89917"
"24.00000","2.00065","2271.58081"
"24.10000","2.00882","2278.84229"
"24.20000","2.01708","2285.37549"
"24.30000","2.02515","2293.33276"
"24.40000","2.03331","2300.82324"
"24.50000","2.04157","2308.66333"
"24.60000","2.05014","2315.89673"
"24.70000","2.05861","2324.07666"
"24.80000","2.06708","2331.61279"
"24.90000","2.07534","2338.39087"
"25.00000","2.08340","2346.19800"
"25.10000","2.09147","2352.64014"
"25.20000","2.09973","2360.50049"
"25.30000","2.10840","2369.07617"
"25.40000","2.11677","2376.18286"
"25.50000","2.12533","2383.96851"
"25.60000","2.13350","2391.77954"
"25.70000","2.14166","2399.46753"
"25.80000","2.15013","2406.73315"
"25.90000","2.15850","2414.77515"
"26.00000","2.16706","2423.00854"
"26.10000","2.17543","2429.63721"
"26.20000","2.18390","2436.70068"
"26.30000","2.19216","2445.03906"
"26.40000","2.20012","2452.82251"
"26.50000","2.20839","2459.89380"
"26.60000","2.21675","2467.72827"
"26.70000","2.22512","2474.95312"
"26.80000","2.23339","2483.48877"
"26.90000","2.24185","2492.07935"
