General : Start date,"10/22/2024 9:43 AM"
General : End date,"10/22/2024 9:44 AM"
Specimen notes : Specimen note 1,"blue, 200, batch 8, seq 12"
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.39272"
"0.10000","0.00232","0.27833"
"0.20000","0.01411","18.46550"
"0.30000","0.02560","42.70384"
"0.40000","0.03306","56.22356"
"0.50000","0.04122","70.66470"
"0.60000","0.04999","85.91679"
"0.70000","0.05846","100.32032"
"0.80000","0.06683","113.80870"
"0.90000","0.07529","129.11172"
"1.00000","0.08366","142.48022"
"1.10000","0.09202","157.01695"
"1.20000","0.10009","171.56859"
"1.30000","0.10825","174.59377"
"1.40000","0.11682","191.15121"
"1.50000","0.12539","205.38235"
"1.60000","0.13395","219.66132"
"1.70000","0.14222","233.99197"
"1.80000","0.15028","248.55534"
"1.90000","0.15835","262.82178"
"2.00000","0.16661","277.16263"
"2.10000","0.17518","290.67450"
"2.20000","0.18375","305.20889"
"2.30000","0.19201","319.67511"
"2.40000","0.20028","334.67728"
"2.50000","0.20834","346.67383"
"2.60000","0.21661","360.93475"
"2.70000","0.22497","375.13144"
"2.80000","0.23364","389.19962"
"2.90000","0.24221","403.95413"
"3.00000","0.25037","418.01059"
"3.10000","0.25843","432.03882"
"3.20000","0.26660","445.22006"
"3.30000","0.27497","458.77585"
"3.40000","0.28343","473.85004"
"3.50000","0.29200","487.10727"
"3.60000","0.30047","501.11984"
"3.70000","0.30863","515.49829"
"3.80000","0.31690","528.57452"
"3.90000","0.32496","542.13733"
"4.00000","0.33322","555.78796"
"4.10000","0.34179","569.01147"
"4.20000","0.35036","584.84961"
"4.30000","0.35883","597.68066"
"4.40000","0.36729","612.04889"
"4.50000","0.37536","626.56763"
"4.60000","0.38332","639.70184"
"4.70000","0.39168","652.68329"
"4.80000","0.40015","667.08527"
"4.90000","0.40842","679.22833"
"5.00000","0.41668","693.17352"
"5.10000","0.42535","707.96411"
"5.20000","0.43351","720.83740"
"5.30000","0.44158","733.95514"
"5.40000","0.44984","747.21790"
"5.50000","0.45831","760.20404"
"5.60000","0.46688","774.61072"
"5.70000","0.47524","786.73492"
"5.80000","0.48361","800.71698"
"5.90000","0.49187","813.65454"
"6.00000","0.49994","827.08728"
"6.10000","0.50830","841.69611"
"6.20000","0.51697","855.13275"
"6.30000","0.52544","868.60547"
"6.40000","0.53350","880.89813"
"6.50000","0.54177","893.47369"
"6.60000","0.55013","907.02948"
"6.70000","0.55840","920.00153"
"6.80000","0.56666","932.71106"
"6.90000","0.57523","945.90021"
"7.00000","0.58380","960.98065"
"7.10000","0.59216","973.70197"
"7.20000","0.60023","986.39343"
"7.30000","0.60849","999.46185"
"7.40000","0.61676","1011.64020"
"7.50000","0.62502","1025.00867"
"7.60000","0.63349","1038.76111"
"7.70000","0.64216","1052.04028"
"7.80000","0.65052","1064.38867"
"7.90000","0.65869","1078.60095"
"8.00000","0.66665","1089.90259"
"8.10000","0.67471","1102.14282"
"8.20000","0.68318","1115.51599"
"8.30000","0.69185","1129.58423"
"8.40000","0.70042","1141.48987"
"8.50000","0.70858","1154.01685"
"8.60000","0.71644","1166.26721"
"8.70000","0.72471","1179.77368"
"8.80000","0.73327","1191.68640"
"8.90000","0.74184","1205.05872"
"9.00000","0.75021","1218.41162"
"9.10000","0.75867","1231.63428"
"9.20000","0.76704","1244.10974"
"9.30000","0.77530","1256.88818"
"9.40000","0.78337","1269.46606"
"9.50000","0.79173","1280.97375"
"9.60000","0.80030","1294.54358"
"9.70000","0.80857","1307.45837"
"9.80000","0.81703","1319.67822"
"9.90000","0.82560","1332.04700"
"10.00000","0.83356","1344.06384"
"10.10000","0.84153","1355.07397"
"10.20000","0.84999","1367.69189"
"10.30000","0.85876","1381.81641"
"10.40000","0.86713","1395.05652"
"10.50000","0.87539","1405.73193"
"10.60000","0.88366","1418.45959"
"10.70000","0.89162","1429.59277"
"10.80000","0.89968","1442.52319"
"10.90000","0.90815","1454.08569"
"11.00000","0.91702","1468.27051"
"11.10000","0.92518","1481.55603"
"11.20000","0.93345","1491.78650"
"11.30000","0.94161","1504.24841"
"11.40000","0.95008","1515.83679"
"11.50000","0.95825","1528.60828"
"11.60000","0.96681","1541.37427"
"11.70000","0.97548","1553.73975"
"11.80000","0.98375","1565.15259"
"11.90000","0.99191","1576.15417"
"12.00000","0.99997","1587.87085"
"12.10000","1.00794","1598.18286"
"12.20000","1.01640","1610.67456"
"12.30000","1.02487","1622.21118"
"12.40000","1.03374","1635.54834"
"12.50000","1.04241","1648.10754"
"12.60000","1.05057","1660.19800"
"12.70000","1.05843","1671.58337"
"12.80000","1.06630","1682.63428"
"12.90000","1.07486","1694.48987"
"13.00000","1.08343","1705.13879"
"13.10000","1.09210","1716.36121"
"13.20000","1.10057","1727.58044"
"13.30000","1.10863","1738.87500"
"13.40000","1.11659","1751.01331"
"13.50000","1.12486","1761.34167"
"13.60000","1.13342","1772.55383"
"13.70000","1.14189","1784.08118"
"13.80000","1.15036","1796.34729"
"13.90000","1.15872","1807.77332"
"14.00000","1.16699","1819.07886"
"14.10000","1.17495","1830.06152"
"14.20000","1.18332","1840.56555"
"14.30000","1.19188","1853.33142"
"14.40000","1.20025","1864.21924"
"14.50000","1.20852","1875.34375"
"14.60000","1.21708","1886.54663"
"14.70000","1.22545","1898.45618"
"14.80000","1.23331","1908.75647"
"14.90000","1.24148","1919.78137"
"15.00000","1.25004","1931.34937"
"15.10000","1.25871","1943.88428"
"15.20000","1.26677","1954.20007"
"15.30000","1.27534","1965.20068"
"15.40000","1.28351","1975.73364"
"15.50000","1.29157","1986.13037"
"15.60000","1.29983","1997.39966"
"15.70000","1.30850","2008.44580"
"15.80000","1.31717","2020.73450"
"15.90000","1.32534","2029.08704"
"16.00000","1.33350","2040.31091"
"16.10000","1.34187","2052.71582"
"16.20000","1.35023","2064.10742"
"16.30000","1.35830","2071.98511"
"16.40000","1.36666","2082.94019"
"16.50000","1.37533","2094.27393"
"16.60000","1.38370","2104.78247"
"16.70000","1.39196","2116.33545"
"16.80000","1.40002","2125.52148"
"16.90000","1.40829","2135.69019"
"17.00000","1.41655","2145.89404"
"17.10000","1.42492","2157.49878"
"17.20000","1.43359","2169.16699"
"17.30000","1.44205","2179.84009"
"17.40000","1.45042","2190.85815"
"17.50000","1.45838","2200.67505"
"17.60000","1.46655","2210.20508"
"17.70000","1.47501","2220.91187"
"17.80000","1.48368","2232.21753"
"17.90000","1.49215","2244.00244"
"18.00000","1.50031","2254.56104"
"18.10000","1.50848","2264.37793"
"18.20000","1.51664","2274.43994"
"18.30000","1.52501","2285.46094"
"18.40000","1.53347","2296.14185"
"18.50000","1.54204","2306.82446"
"18.60000","1.55031","2316.87231"
"18.70000","1.55857","2327.24316"
"18.80000","1.56694","2338.62866"
"18.90000","1.57490","2348.25806"
"19.00000","1.58337","2358.10400"
"19.10000","1.59193","2369.10059"
"19.20000","1.60000","2379.35327"
"19.30000","1.60857","2389.48950"
"19.40000","1.61713","2400.01611"
"19.50000","1.62540","2410.10107"
"19.60000","1.63316","2420.32349"
"19.70000","1.64163","2431.05542"
"19.80000","1.65040","2441.68799"
"19.90000","1.65876","2452.65039"
"20.00000","1.66703","2462.75928"
"20.10000","1.67539","2472.85498"
"20.20000","1.68366","2483.35327"
"20.30000","1.69172","2493.56665"
"20.40000","1.69988","2502.29199"
"20.50000","1.70875","2513.29590"
"20.60000","1.71722","2523.45044"
"20.70000","1.72528","2533.30078"
"20.80000","1.73345","2542.85669"
"20.90000","1.74181","2552.92090"
"21.00000","1.74988","2562.10620"
"21.10000","1.75824","2571.91675"
"21.20000","1.76701","2582.54761"
"21.30000","1.77528","2592.83936"
"21.40000","1.78364","2602.09595"
"21.50000","1.79191","2611.40015"
"21.60000","1.79997","2620.37622"
"21.70000","1.80814","2630.81982"
"21.80000","1.81640","2640.56763"
"21.90000","1.82517","2651.67725"
"22.00000","1.83374","2661.22827"
"22.10000","1.84210","2667.62109"
"22.20000","1.85027","2675.00757"
"22.30000","1.85813","2684.19189"
"22.40000","1.86629","2693.89429"
"22.50000","1.87506","2703.37817"
"22.60000","1.88373","2715.37720"
"22.70000","1.89230","2724.26318"
"22.80000","1.90046","2734.18018"
"22.90000","1.90843","2742.09277"
"23.00000","1.91649","2750.85815"
"23.10000","1.92486","2760.83862"
"23.20000","1.93342","2769.89795"
"23.30000","1.94189","2779.97485"
"23.40000","1.95036","2789.36523"
"23.50000","1.95882","2798.92114"
"23.60000","1.96689","2807.68408"
"23.70000","1.97515","2817.79858"
"23.80000","1.98342","2826.27637"
"23.90000","1.99188","2835.80322"
"24.00000","2.00015","2844.71582"
"24.10000","2.00872","2854.50195"
"24.20000","2.01718","2862.79565"
"24.30000","2.02515","2871.47803"
"24.40000","2.03311","2874.61426"
"24.50000","2.04157","2883.74414"
"24.60000","2.05024","2893.64380"
"24.70000","2.05861","2900.73389"
"24.80000","2.06687","2907.95801"
"24.90000","2.07514","2916.51343"
"25.00000","2.08361","2924.79590"
"25.10000","2.09137","2933.74780"
"25.20000","2.09983","2941.59082"
"25.30000","2.10860","2951.11694"
"25.40000","2.11707","2960.50830"
"25.50000","2.12503","2968.20874"
"25.60000","2.13340","2976.40039"
"25.70000","2.14176","2985.15698"
"25.80000","2.15023","2994.50928"
"25.90000","2.15880","3003.57300"
"26.00000","2.16737","3011.98584"
"26.10000","2.17553","3020.45264"
"26.20000","2.18349","3027.84985"
"26.30000","2.19176","3036.63550"
"26.40000","2.20002","3045.34595"
"26.50000","2.20839","3048.35156"
"26.60000","2.21675","3055.18799"
"26.70000","2.22532","3064.13428"
"26.80000","2.23389","3073.02930"
"26.90000","2.24205","3080.78564"
