, ,Black,Blue,Green,Purple,Red,Temperature STD
0,200,2.16992411574024,2.0580353224121626,2.049768765270834,2.106407203841719,2.2357689584974474,0.07038812973264214
1,215,2.213796146450971,2.105945063187224,2.093936225953311,2.159618553143683,2.265781060701444,0.06490725530230289
2,230,2.309333085692338,2.1145433137668985,2.149139535231632,2.2091347539237427,2.33979730446242,0.08774488382408187
