, ,Black,Blue,Green,Purple,Red,Temperature STD
0,200,0.0341630489180978,0.0295201979043958,0.0316643789447578,0.0297495676111352,0.0349802194804389,0.0022309547770614203
1,215,0.0407344202368404,0.0370533215946431,0.036778476036952,0.0393908274536549,0.0416154291028582,0.0019318700363846863
2,230,0.0425531080662161,0.0372415782751565,0.0366441733523466,0.0408324057288114,0.0420289381858763,0.002453583915846153
